Na,Mg,Al,Si,P,S,Cl,K,Ca,Fe,Cu,Zn,Ba,Pb,OC,EC,SO4,NO3
0.593583107,0.102450979,0.034784288,0.117624257,0.004820895,1.610373888,0.121650958,0.145957463,0.169685739,0.101176089,0.021143664,0.046718092,0.002375614,0.05319704,4.25,0.99,3.328174069,2.68
0.189545009,0.031682609,0.017152522,0.11401747,0.07037903,0.89887615,0.203668997,0.07697986,0.232742935,0.207275707,0.104732256,0.084613146,0.015383583,0.038338503,5.29,1.66,1.949607499,2.15
0,0.018540235,0.036145494,0.095076709,0,0.702908312,0.244264309,0.142483474,0.143536188,0.12294593,0.00673183,0.040300945,0.002146983,0.031401355,6.86,1.44,1.338677281,2.38
0.515350297,0.014203544,0.023027374,0.117988602,0,1.12730811,0.04464266,0.112374689,0.168486263,0.265066226,0.011985531,0.030473558,0,0.023488886,7.68,2.09,2.411158702,2.12
0.636835737,0.123791367,0.04335703,0.184550621,0.008911818,2.364768125,0.003329842,0.126485637,0.192488356,0.178215631,0.046818131,0.02777862,0.007184721,0.011723531,5.98,1.57,3.094089947,1.28
0,0.008789938,0.05613748,0.214891411,0,3.354622661,0,0.188361779,0.202550754,0.133815521,0.007170922,0.029802408,0.004203884,0.017968997,8.64,1.49,7.807065139,3.89
0.251297369,0.05175873,0.045534753,0.173356672,0.00077026,3.962403823,0.061909658,0.179518753,0.175289199,0.176589013,0.026367655,0.139485858,0.008115241,0.047639214,9.01,1.79,9.131565306,3.65
0,0.058977401,0.025633263,0.088065582,0.006770525,0.993107829,0,0.068931187,0.09065677,0.067865456,0.002890708,0.02237338,0.00205484,0.002347394,2.38,0.52,1.829247691,1.34
0.244114571,0.00707841,0.012686796,0.106733503,0.000668826,0.350513661,0.078635839,0.064074937,0.194914049,0.162629254,0.011836829,0.026836648,0,0.008450897,3.39,1.48,0.675241765,1.98
0.419788035,0.007135006,0.025291683,0.051427368,0,0.682761962,0,0.020773791,0.053860079,0.062434853,0.009092523,0.013106851,0.007929361,0.002780241,1.42,0.41,1.425233949,1.32
0.238777994,0.095767061,0.05944982,0.06794365,0.001929463,1.174630299,0.661092628,0.041287704,0.028158969,0.150022712,0.002418819,0.060449506,0,0.008354014,1.38,0.45,2.712431899,2.85
0,0.089267898,0.046559823,0.060749747,0,0.772790717,0.615318522,0.063052498,0.02166522,0.206632121,0.00579491,0.062243423,0,0.008809923,1.74,0.93,1.664210427,0.61
0.235013379,0.055156273,0.013894813,0.020472114,0.017222236,0.61398717,0.006619599,0.019647307,0.02148021,0.032484676,0.019471067,0.013267396,0,0.006471557,1.19,0.41,1.173444617,0.77
0.519257139,0.10325096,0.045897889,0.077254081,0,0.976987396,1.018837741,0.057135612,0.099540127,0.120879173,0.079547924,0.064003109,0,0.090575202,5,1.23,1.98,4.2
0.236168886,0.023119713,0.012411857,0.065004471,0.000343605,1.128469198,0,0.061792815,0.122954519,0.08055786,0.003141532,0.013491759,0,0.008344695,4.15,0.95,2.251270045,4.09
0.112356448,0.031911188,0.011780657,0.086971437,0.018313822,1.363977934,0,0.072032502,0.122711688,0.109233107,0.053725667,0.034950681,0.016266531,0.010103696,4.31,1.02,2.67103572,1.81
0.323698275,0.075159605,0.035936167,0.06349329,0.020367092,1.41162411,0,0.070109797,0.070312628,0.049316059,0.038069396,0.01756242,0,0.010834006,3.71,0.9,2.911416983,0.66
0.134948366,0.104484263,0.035240048,0.084333128,0,2.931752732,0,0.092341913,0.080213527,0.053889972,0.003519117,0.011716426,0.010620193,0.003875218,4.96,0.74,5.922816743,1.11
0,0.057739591,0.03422236,0.047360795,0.019806971,0.527005899,0.027823403,0.036258392,0.059009451,0.090422513,0.014486331,0.026042762,0.015969016,0.021601801,2.22,1.47,1.170120068,1.1
0.340829853,0.095374316,0.057048067,0.049254166,0.001780181,1.42310507,0.31801661,0.044332489,0.045424533,0.097094659,0.002393521,0.06239609,0.028445496,0.053614861,2.43,0.72,3.245156296,1.21
0.338943159,0.057714383,0.02803193,0.061143427,0.00778777,0.385481149,0.492017306,0.052109344,0.099455753,0.124954637,0.007902296,0.03070645,0,0.010293869,4.31,1.38,0.84286428,2.38
0.44466011,0.04214504,0.039054126,0.115749188,0.025214624,0.898008198,0.254130277,0.109393321,0.198737465,0.23898201,0.065424362,0.0542372,0.014591345,0.082062394,9.18,3.28,1.879055612,4.07
0.377364473,0.072743127,0.057442606,0.116820237,0,2.187034618,0.313142368,0.120482963,0.10155427,0.226999191,0.029619708,0.043171795,0.03411173,0.030469736,8.01,1.5,4.79147944,6.71
0.251705721,0.046344642,0.032860283,0.042851538,0.003820801,1.005505126,0,0.033299535,0.02798667,0.058615828,0.003953274,0.010939483,0,0.005222226,2.71,0.78,2.048510316,2.15
0.046447397,0.077851217,0.029127673,0.039787042,0.01498755,0.884748683,0.193843647,0.029372796,0.044885611,0.0545925,0.006219133,0.014777444,0.008481272,0.010568324,1.92,0.66,2.028650976,2.03
0.211767397,0.064365545,0.017727088,0.031239099,0.011792428,0.822324365,0.000188735,0.028450018,0.01662264,0.023102533,0.000496303,0.006689599,0,0.001943269,2.07,0.63,1.836282675,1.53
0.115312971,0.035571047,0.01975617,0.037680171,0,1.198955213,0.131823788,0.030031934,0.030997729,0.072093686,0.002449992,0.015956906,0,0.007605628,2.51,1.25,2.721080139,3.68
0,0.049150068,0.025958559,0.061063753,0.024463234,0.903846966,0.03517507,0.045258031,0.091172887,0.106140109,0.043657894,0.026790071,0.020389522,0.031772158,4.22,1.41,1.747800198,2.07
0.060790759,0.074730267,0.036807127,0.050910128,0.00313479,0.627384514,0.030423813,0.038434943,0.084944991,0.076891211,0.004712848,0.021566787,0.003419125,0.008032455,2.25,0.85,1.293626091,2.14
0.200378813,0.007427847,0.035062485,0.084170731,0,0.501632361,0.084897594,0.058142115,0.174045606,0.181819579,0.005233413,0.105305137,0.000325358,0.044947821,3.98,1.63,1.005555025,1.01
0.265645298,0.075807735,0.008336823,0.119904771,0,0.525660444,0.07803182,0.075479018,0.138375868,0.176807781,0.01170792,0.085214636,0.012267439,0.085109727,4.72,1.48,0.963343471,1.64
0.45525785,0.009471498,0.015551966,0.046917277,0.000701592,0.957735624,0,0.045156417,0.038346843,0.037273819,0.000591539,0.009643457,0.00234552,0.002572506,2.56,0.67,2.05705229,1.4
0.578339023,0.03135226,0.060025824,0.056317415,0,0.8934674,0,0.027017382,0.039993214,0.032446781,0.000187221,0.015848949,0.001785797,0.001396954,1.02,0.23,1.890607723,1.68
0.331064303,0.016804119,0.006495596,0.032627772,0.004575514,0.321981364,0.002403507,0.043433338,0.033832929,0.029025916,0.002342227,0.007476063,0.006550066,0.002791608,1.4,0.49,0.65687284,1.81
0.23379503,0.025762538,0.025510513,0.052470169,0.002968292,0.648851917,0.131108915,0.090126878,0.053219242,0.038419785,0.00111311,0.012657247,0.006300621,0.004186412,2.7,0.54,1.332178877,2.01
0.084265199,0.067557324,0.032515452,0.036535392,0.006685942,0.639554299,0,0.032815551,0.044079758,0.031384844,0.00111665,0.006881356,0.005415752,0.002191426,1.65,0.35,1.4253332,2.54
0.168389656,0.089384799,0.061947552,0.395956995,0,0.750634464,0.047052441,0.073761891,0.893113127,0.207796693,0.002402437,0.018103072,0.029500517,0.004550499,1.75,0.57,1.612276636,2.07
0.093377514,0.071687544,0.025412824,0.052412209,0.008767842,0.636454844,0.016916368,0.03610124,0.091456939,0.066663431,0.001927533,0.03365877,0.013068259,0.005351167,1.44,0.51,1.324666312,2.06
0,0.079886491,0.035062505,0.052354471,0.01392788,0.521841556,0.010711588,0.030431608,0.059279703,0.038046548,0.003202216,0.018861404,0.011795415,0.004483102,0.91,0.36,1.129757158,1.31
0.193426417,0.062850796,0.01530653,0.040333466,0.003014294,0.612952539,0.159812891,0.052763972,0.073808722,0.034947835,0.003684905,0.024501509,0,0.001769861,1.45,0.5,1.406674711,1.49
0.233356998,0.12380731,0.026435274,0.039456158,0.0208559,1.201427706,0.001257819,0.074478329,0.065757921,0.047677655,0.002058888,0.011039292,0.005235056,0.003899941,2.61,0.5,2.635046541,2.48
0,0.045202134,0.036341152,0.074010756,0.004583506,0.802057926,0.11792617,0.129339726,0.187610764,0.113196604,0.007115215,0.063271859,0.00982776,0.01506506,3.79,0.81,1.754498516,2.84
0.238751471,0.081942453,0.051493622,0.104499488,0.033220104,0.924852468,0.41057741,0.094117766,0.156696479,0.103374098,0.015924267,0.089264522,0.005458141,0.014179913,2.86,0.44,1.962073963,7.3
0,0.070272145,0.03289452,0.111048364,0.012302634,1.173254013,0.402457066,0.103498236,0.237203893,0.13143302,0.014257516,0.08055082,0.023265171,0.017856433,5.17,0.9,2.544513749,6.54
0.09747367,0.029366577,0.014102633,0.111221651,0.015757675,0.972309773,0.038921319,0.114058867,0.14891212,0.074400428,0.016793816,0.08191766,0.009714683,0.031717016,4.06,0.54,1.96689993,3.1
0.171839111,0.033162055,0.030543816,0.089151013,0,1.033811379,0.013415026,0.106279803,0.06568333,0.065896923,0.029909927,0.020863225,0.008984691,0.021634916,4.86,0.47,2.119203524,5.92
0.053204493,0.053488306,0.057074036,0.046545278,0.008978172,1.600807313,0.148724763,0.049002681,0.054388199,0.025716197,0.0101065,0.071216214,0.030942504,0.007178384,2.21,0.3,3.914482219,7.09
0,0.055968448,0.028673013,0.050063552,0.028243818,1.074961101,0.215428338,0.073295477,0.088698049,0.063064015,0.02006834,0.03830914,0.010743727,0.012862013,2.51,0.56,2.408525022,2.57
0.507518418,0.056067178,0.037542036,0.061579215,0.110996718,0.728454951,0.042488924,0.069337168,0.074526263,0.087576065,0.148957111,0.024352781,0,0.029417103,3.53,0.6,1.538916462,1.98
0,0.06843654,0.050729954,0.111570086,0.036363583,0.883993205,0.720963139,0.17568845,0.202355078,0.222926673,0.087644501,1.495776061,0.037947603,0.122375855,9.66,2.06,2.024101739,2.15
0.31696248,0.010075749,0.005426481,0.138105681,0.029800131,0.778360368,0.406600937,0.109852972,0.205681118,0.235061134,0.030185236,0.104517517,0.041738388,0.028217699,8.18,2.73,1.603751868,2.51
0.267400396,0.083096154,0.04357045,0.076678214,0.037647786,0.8798218,0.179860524,0.062363388,0.224242675,0.144792296,0.051240335,0.115495399,0.021565103,0.025520425,4.55,1.25,2.009714888,3.79
0.016725933,0.054130567,0.039066752,0.025050489,0.013031562,0.44354102,0.017068134,0.055806652,0.059675615,0.04966799,0.019596229,0.037425585,0.025148261,0.017927128,2.54,0.43,0.996180315,2.71
0,0.102679721,0.039079492,0.037466468,0.02299771,0.57025598,0.039501786,0.066971658,0.101219,0.079356637,0.039494863,0.033485829,0.025358402,0.026604515,3.58,0.58,1.227885167,2.46
0.210975745,0.07697455,0.030274857,0.066052345,0.119569764,1.093590949,0.018598203,0.036116644,0.065879306,0.045931401,0.103068791,0.058999286,0,0.006900785,1.63,0.29,2.507062639,2.26
0.211079221,0.056657484,0.026001353,0.087898072,0.001280238,0.736227234,0.204295352,0.057221067,0.173186963,0.192460109,0.00359719,0.036340666,0.019871518,0.010589794,3.54,1.07,1.801861041,1.71
0.147280758,0.067457815,0.024554672,0.055025156,0.005416074,0.738051573,0.002512194,0.04510469,0.090614572,0.074710763,0.01643056,0.020354175,0.005976591,0.005821267,2.63,0.66,1.708496206,2.78
0,0.037219023,0.026223282,0.083324825,0,1.151951315,0.252506618,0.05866939,0.23055676,0.116207988,0.012487277,0.070247871,0.02088844,0.024107382,2.73,0.74,2.68394417,3.74
0.258443103,0.024720706,0.01985105,0.049427358,0.0203078,1.46153619,0.339126203,0.083156575,0.083901429,0.14514104,0.043067995,0.073578883,0.012325218,0.038662116,3.7,0.5,3.456118587,6.84
0.064701865,0.056421673,0.03271634,0.036462648,0.008031858,1.719257484,0.206997721,0.056024337,0.019987406,0.047687382,0.008308574,0.037853323,0.004846077,0.009358675,3.16,0.46,3.696794052,7.49
0.080824502,0.063921729,0.030375997,0.036901047,0.025224252,1.956883816,0,0.064671479,0.051613957,0.027228533,0.016880503,0.016338605,0,0.012901633,3.05,0.4,4.73158866,3.42
0.409070793,0.050993823,0.011536057,0.061082654,0.083166758,0.996658234,0.097026724,0.042818391,0.118206312,0.062446386,0.109676031,0.104388092,0.017283211,0.017916373,2.45,0.37,2.015207335,2.25
0.175630463,0.070397739,0,0.184916526,0,0.560886638,0,0.056640089,0.099074671,0.072252153,0.001847416,0.013666678,0,0.005388296,2.5,0.61,1.017430731,1.27
0.130478734,0.006330674,0.018476652,0.060639356,0.026840942,1.796894486,0.007619094,0.075842723,0.053459021,0.078308134,0.012640454,0.036709549,0,0.019284527,2.87,0.61,3.744753356,3.23
0.231675434,0.075577278,0.027502648,0.055575977,0,1.704036591,0.360683482,0.06303607,0.079977702,0.087575308,0.006855035,0.024312341,0,0.009316522,2.92,0.61,4.12305176,0.3
0.165172295,0.05626893,0.0280237,0.055154351,0.02171006,0.983370172,0.136193242,0.079128183,0.142223045,0.078664352,0.067726248,0.085933346,0,0.086092571,3.49,0.55,2.148121212,3.64
0.179652027,0.078841035,0.015480391,0.064326883,0.006379922,0.514580804,0.000315227,0.060509895,0.094294015,0.064402264,0.008353518,0.021634172,0,0.01741287,2.39,0.44,1.104625017,1.51
0,0.01980926,0.056494111,0.061865522,0.005916235,0.666404195,0,0.07196573,0.099276805,0.052959736,0.007278297,0.01244016,0.006936035,0.003750907,2.97,0.43,1.68274304,1.41
0.674333308,0.099449202,0.014849139,0.11013822,0.018687736,1.539566301,0.007408165,0.127953249,0.16247438,0.103629008,0.020649686,0.042559219,0.011305818,0.014593232,4.71,0.84,3.094090543,1.23
0,0.051533749,0.029879617,0.114862269,0,1.997362291,0.212838802,0.133234622,0.171732415,0.41422644,0.006044644,0.069352127,0.041583227,0.027853048,5.73,0.78,4.679541909,8.07
0.218545453,0.03732072,0.013711522,0.035107137,0.001219585,0.838320366,0.03732072,0.029227749,0.018632161,0.181922647,0.005068681,0.026661685,0.012365044,0.007317512,1.62,0.56,1.860328314,2.45
0.218217386,0.040220081,0.030999531,0.036916683,0.009406754,0.506392334,0.157763129,0.033771903,0.024820314,0.147404665,0.003965457,0.024268598,0.013592898,0.004724066,1.43,0.46,1.13352437,1.04
0.061227489,0.00871656,0.022108751,0.032200497,0.010557193,0.851987351,0,0.03126255,0.046297911,0.059887565,0.004132609,0.014823794,0.008977493,0.002961938,1.2,0.23,1.755429845,2.84
0.374267204,0.046349611,0.039354972,0.063019268,0.000857451,0.835670326,0.024116651,0.058448446,0.085360253,0.1011387,0.008000625,0.027249385,0.008176166,0.012287879,4.05,0.79,1.907773793,3.29
0.141155817,0.114059006,0.017232875,0.028619919,0.002088833,0.581326682,0.05356262,0.046549072,0.042226347,0.035379615,0.00340886,0.10695117,0,0.035096753,1.9,0.27,1.312333742,2.89
0.358232342,0.012727444,0.024070865,0.072031769,0,1.006434807,0.092235717,0.062440979,0.094162221,0.153306584,0.002976692,0.039608084,0.013819361,0.010863534,2.25,0.42,2.095687597,3.4
0.550055145,0,0.024835612,0.064920513,0.005085564,0.771525145,0.007624644,0.064446748,0.164677506,0.065986482,0.001806226,0.020001736,0.011029825,0.011473979,3.42,0.69,0.495728707,1
0.077787786,0.065792318,0.030138198,0.094574796,0,0.81001641,0.026217242,0.092202285,0.218397267,0.083237251,0.008160906,0.01737183,0,0.019857318,3.38,0.77,1.795768875,2.79
0.363754333,0.048258112,0.033005114,0.103140982,0,1.240651628,0.203447768,0.101312018,0.178805624,0.204760154,0.012342014,0.051259846,0.039985891,0.016195403,5.32,1.04,2.848157053,6.8
0,0.052072645,0.031167468,0.051782007,0.006989152,1.247549866,0.070894917,0.051297611,0.077143635,0.077531152,0.031485786,0.113805545,0,0.07191907,3.63,0.74,2.79138104,3.3
0,0.068052425,0.051838362,0.07875892,0,1.193194545,0,0.044869882,0.093621811,0.055027677,0.001207138,0.013751775,0.02118665,0.002524017,2.58,0.45,2.613447644,1.76
0.277703953,0.120264296,0.030314554,0.027926385,0.004962697,1.092559437,0.004514052,0.018263276,0.013252264,0.019208881,0.002588333,0.006384554,0.002353657,0.002056862,1.01,0.12,2.687034568,2.3
0.307535157,0.04747727,0.022057873,0.04404756,0.042022464,0.585648453,0.012396047,0.023401119,0.064994016,0.047081796,0.089267904,0.0211101,0,0.008482224,1.7,0.28,1.460839363,2.74
0.120815492,0.027970415,0.035004765,0.118129776,0,0.375868101,0.020170704,0.035693589,0.075046988,0.075311385,0.001662918,0.01674746,0.008745973,0.006512514,1.74,0.36,0.855446398,0.77
0.110742763,0.076635385,0.036858535,0.088935494,0.002834736,0.628809948,0.013665239,0.045829395,0.137160833,0.109558721,0.005223715,0.015267178,0.006811725,0.010224552,2.61,0.62,1.558060138,1.76
0,0.049357763,0.028919143,0.076429663,0.072490278,0.72996171,0.019298088,0.050344358,0.12453494,0.08265711,0.112080046,0.048168251,0.006626283,0.020977399,2.77,0.37,1.6128838,1.83
0.193147221,0.016864347,0.041278869,0.075330162,0.139417425,0.654236447,0.047826931,0.058465815,0.079386665,0.086298508,0.166824563,0.042109389,0.007673724,0.052178578,2.67,0.4,1.85849569,1.86
0.247728596,0.067179682,0.033237894,0.057585601,0.004504924,0.533770165,0.218509939,0.051159045,0.087881216,0.056797239,0.008897225,0.072085826,0.002076488,0.04952601,2.96,0.98,1.067712955,0.9
0.551136617,0.067184933,0.047356262,0.060174032,0,0.723044732,0.005579824,0.044796836,0.071526325,0.150435081,0.001816367,0.044941319,0.016766993,0.003811618,1.66,0.31,1.683295625,1.9
0.20494991,0.024283763,0.008765436,0.070389954,0,0.729676938,0,0.052676762,0.09966651,0.050124267,0.000897581,0.011002375,0.008162374,0.003569285,2.5,0.49,1.554650961,2.38
0.255763867,0.042007451,0.008415795,0.041339909,0.004309221,1.027442171,0.016015043,0.054279491,0.039492249,0.029431441,0.008219108,0.008421755,0,0.0036834,2.5,0.29,2.240534268,0.97
0,0.024033022,0.012950107,0.047443647,0.02961338,1.229361936,0,0.030327722,0.02628214,0.039967807,0.033835779,0.02061691,0.012186256,0.002892733,1.63,0.29,2.789288539,2.34
0.481249639,0.106098769,0.027488976,0.033913463,0.015397983,1.700734476,0,0.026565953,0.03216522,0.037318257,0.00122866,0.009211894,0,0.007103,1.17,0.26,3.477694226,2.45
0.185969694,0.067099791,0.05134916,0.079945851,0.007829712,1.175509198,0.058617603,0.05396608,0.130382948,0.117214158,0.0045533,0.06693141,0.008931204,0.093072546,3.26,0.75,2.925721604,2.47
0.238049196,0.076570359,0.028144595,0.082466207,0.016538647,0.835710771,0.011248206,0.063911827,0.129488526,0.079776269,0.00777399,0.034728407,0.006301747,0.023294451,2.39,0.43,1.993942075,2.69
0.391902359,0.071619953,0.033613088,0.087349109,0.009721054,1.265653146,0,0.055764457,0.088444044,0.055146802,0.001775759,0.013321704,0,0.010422935,2.74,0.51,3.080260787,1.62
0.061233978,0,0.018452037,0.035997706,0.031628199,1.434625602,0,0.04125329,0.041821461,0.04272783,0.03289982,0.029808698,0.001366317,0.007913814,1.78,0.3,3.683111021,3.36
0.53645261,0.069427713,0.032131603,0.034392819,0.007537387,0.806228267,0.074257224,0.020874376,0.036353936,0.023093717,0,0.006134596,0,0.001681954,0.94,0.23,2.004269395,1.52
0.376430956,0.020489497,0.022296586,0.065171993,0.002775908,0.495162852,0.329322977,0.030789214,0.067487539,0.068669362,0.00233616,0.009688193,0.015995825,0.005757947,1.75,0.42,1.046758565,1.79
0.298143619,0.042540955,0.038409803,0.091711584,0.076898924,0.660310186,0.280455677,0.092346129,0.173924823,0.177123987,0.180488398,0.055178977,0.01610819,0.033677155,5.17,0.8,1.592387882,2.85
0.110721611,0.064177952,0.024586208,0.093240719,0,0.685164487,0.006930996,0.071666775,0.086477071,0.110261404,0,0.018777838,0,0.005892044,5.56,0.97,1.446791369,2.43
0.108799762,0.055341659,0.046809849,0.073654007,0.005908784,0.85560172,0.026976704,0.065659359,0.0372665,0.041619606,0.013561602,0.017419403,0.025448931,0.004088014,4.57,0.46,1.858775168,2.85
0.579525242,0.077231766,0.05330312,0.070580535,0.004735504,0.455569837,0.06494098,0.037453532,0.037919907,0.028886575,0,0.003809928,0,0.003329203,1.18,0.12,1.103119276,1.4739
0.344225915,0.04776196,0.012623255,0.046877349,0.017895816,0.81351192,0.267454339,0.037806579,0.071162021,0.03528614,0.023708972,0.050640455,0.014385456,0.0072173,1.49,0.25,1.81,2.4378
0.453233961,0.08594179,0.015769888,0.090601696,0.195941542,0.944286955,0.052809993,0.079874346,0.105408173,0.074059712,0.242520106,0.054627493,0.006046946,0.03571456,3.2,0.45,2.210462937,2.7438
0,0.049691793,0.043529729,0.098162467,0.268766252,1.307465903,0.06713333,0.093447394,0.084574868,0.068248572,0.368834513,0.046550764,0.023116566,0.013799355,3.8,0.4,3.297756769,1.0812
0.47201024,0.047890444,0.054320021,0.094571499,0.042089476,1.475468438,0.006115273,0.075590239,0.07498896,0.081958322,0.068306573,0.019097416,0,0.008766363,3.93,0.65,3.695886897,1.7238
0.233467619,0.05858605,0.037982921,0.089342346,0,1.114646544,0,0.061650636,0.085449494,0.047804781,0,0.005984225,0.016392774,0.001829089,2.38,0.44,2.278111454,0.4539
0.743501817,0.080407241,0.024616242,0.074647564,0.006202729,0.778523071,0,0.026012528,0.031248598,0.026422015,0.007330498,0.006853882,0,0.002665025,0.93,0.14,1.565344504,0.5661
0.56076617,0,0.015844197,0.066170475,0.012285572,0.767206344,0.007609472,0.038971935,0.062877915,0.046441722,0.021537997,0.021764153,0.023234164,0.009292335,1.68,0.35,1.635315295,2.1369
0.180640199,0.028615588,0.016042072,0.13926528,0,1.050931204,0.001789334,0.077774112,0.076865681,0.067347797,0.012924501,0.015711733,0.022325389,0.009903278,2.23,0.43,2.082245348,2.1471
0.278059866,0.08182264,0.055086389,0.049130718,0.028485819,1.808460296,0.093012732,0.059599559,0.05274411,0.201450224,0.028150187,0.069397139,0.034141564,0.007726662,2.31,0.52,3.928919887,5.2479
0,0.036229476,0.035794142,0.056241027,0.003033519,3.029849743,0,0.054845194,0.063503507,0.069252682,0.041688428,0.016418317,0,0.045267843,2.56,0.45,6.754696278,2.9784
0.23484775,0.053645282,0.0579831,0.129247244,0.006901073,1.681185962,0,0.05289884,0.068031907,0.062335001,0.032273081,0.026949395,0,0.004239231,2.65,0.43,3.910196048,2.5398
0.165626159,0.084241786,0.046195992,0.059348393,0.009416317,1.168951639,0.165072665,0.041567399,0.085687789,0.09763634,0.004414115,0.036067052,0.026097242,0.00537581,1.79,0.33,2.58726365,3.8301
0.03982818,0.078847808,0.010085995,0.014553945,0.004405217,1.687560555,0,0.026605559,0.027191062,0.09060667,0.001972589,0.017558135,0.024019585,0.005325294,1.32,0.28,4.058735645,2.3409
0.359231359,0.033461781,0.021685201,0.026446394,0.00445923,3.052283274,0.028834013,0.04054037,0.040175205,0.055561304,0.003314577,0.021966097,0.022563002,0.007134768,2.59,0.34,7.252708218,4.3248
0.314798725,0.021506324,0.027737589,0.0589926,0,3.272739439,0,0.043900814,0.04539519,0.088224565,0.00526556,0.028823126,0.002403689,0.012046643,3.11,0.58,7.311504552,5.7171
0.261458008,0.051094836,0.012903717,0.024573225,0,1.973360349,0.220098164,0.041547056,0.025786632,0.098570252,0.004513874,0.031174159,0.082553279,0.012674903,2.11,0.68,4.582518236,5.4978
0.284741892,0.119757216,0.040593412,0.038535391,0.028896293,2.428639665,0.085057864,0.043428441,0.09061592,0.117727196,0.017955182,0.086009874,0.023254236,0.011494117,2.89,0.58,6.135933759,4.8246
0,0.039247721,0.050242106,0.073542389,0.016686909,1.232312874,0.074065599,0.040091833,0.157151336,0.063587448,0.016156723,0.122668314,0.011908258,0.012138471,2.46,0.52,2.471539987,3.0396
0,0.068908436,0.056270141,0.126314346,0.184055652,0.835484294,0.046132063,0.072978912,0.096532791,0.059486884,0.35343777,0.046078705,0.020939322,0.041703324,3.76,0.44,1.85,0.8415
0.416291801,0.07542979,0.029252143,0.056614341,0.009701716,1.392112207,0.101777018,0.050132531,0.073980832,0.082667578,0.005361843,0.050566518,0,0.007769772,2.85,0.53,3.248921755,4.145
0,0.023745898,0.031844454,0.045194033,0.077686935,1.880556688,0.01903055,0.048379888,0.067713517,0.068390159,0.179436944,0.028045392,0.013455304,0.047195765,0,0.64,4.126225939,4.78
0.365944905,0.109410379,0.048676426,0.079018994,0,2.86379173,0,0.067958706,0.069988053,0.133720697,0.002873164,0.020781626,0.028145853,0.009846864,4.2,0.92,6.34,3.200117116
0.144187812,0.067407304,0.029373174,0.085156564,0,1.62491203,0.279223217,0.061744919,0.080961414,0.223874299,0.007414519,0.044373151,0.011937304,0.007628193,5.98,1.65,3.6,4.127542696
0,0,0.041229545,0.130965689,0.015220816,0.816249953,0.068663896,0.072621592,0.090750392,0.135852522,0.00622025,0.060776875,0.009908425,0.12302902,4.34,0.88,1.75,2.890762427
0.355845418,0.051539708,0.076777274,0.199295861,0,0.744792075,0.015989942,0.06428624,0.096138376,0.123171528,0.00166074,0.017948764,0.01068835,0.006146156,2.34,0.44,1.65,1.970211798
0.394539778,0.086053714,0.079531288,0.187225353,0.014814721,1.342625499,0,0.069786431,0.091419731,0.138825427,0.021012788,0.020371123,0.042575576,0.010224343,3.41,0.74,2.97,2.167611836
0,0.043368583,0.031972766,0.104657893,0.107811717,1.650655348,0.046438304,0.049248712,0.08587512,0.077661161,0.143078476,0.078929699,0.009244208,0.011045392,2.05,0.34,3.66,4.41835276
0.577285041,0.023215666,0.017156363,0.068590469,0.01226554,1.535550503,0.040791843,0.042478092,0.104995265,0.103833782,0.004401041,0.054764623,0.014770425,0.007409702,1.64,0.61,3.4,2.482548684
0.398209394,0.146631361,0.030783513,0.139288892,0,0.932205237,0.414307969,0.074092829,0.17558629,0.189321771,0.004177612,0.05527951,0.044758117,0.008995228,2.17,0.66,2.06,3.856906246
0.139990849,0.062289093,0.04241432,0.140199035,0,1.448450405,0,0.077403358,0.158269534,0.332534651,0.02894472,0.033587256,0.078527559,0.008577241,2.55,0.45,3.34,6.536887969
0.24879552,0.059341712,0.042711886,0.115326946,0,1.538182671,0,0.072989543,0.086477872,0.067504058,0,0.015298331,0.033370611,0.007364836,3.39,0.37,3.41,8.515885295
0.476024066,0.079035504,0.06122577,0.161658128,0,1.712531488,0,0.089754909,0.101593103,0.071189991,0.001580291,0.025683217,0.031472954,0.007761604,3.58,0.55,3.79,7.055028966
0.242188947,0.055410567,0.027775673,0.104472007,0.031858261,1.873379758,0,0.052820236,0.064638623,0.066623605,0.05852882,0.031935689,0.009502574,0.005286247,2.72,0.45,4.26,2.062862922
0.442290322,0.106323565,0.05237295,0.060784864,0,1.651911191,0,0.064691134,0.086399522,0.094267177,0.006090198,0.019744919,0.028232616,0.005428819,2.16,0.38,3.66,3.980209696
0.254900536,0.061790228,0.048106798,0.096741778,0.000507055,1.677653285,0,0.049649089,0.059128192,0.075022943,0.00299303,0.012049587,0.003500085,0.007563563,2.75,0.57,3.71,3.956062131
0.345358016,0.03472359,0.06693646,0.178034062,0,2.245958648,0,0.08035677,0.113429476,0.092545795,0.006135785,0.02307798,0.000852957,0.007944878,2.91,0.61,5.04,4.028491622
0.299023589,0.045436675,0.050766801,0.168135466,0,2.770013443,0,0.061702384,0.128184231,0.091840539,0.018581313,0.039824159,0.002958043,0.005428963,2.97,0.5,5.43136053,3.3
0,0.010194148,0.038611465,0.112420154,0,4.931629255,0,0.073891963,0.087625264,0.194826902,0.003247693,0.096945034,0.02865326,0.013601451,3.81,0.7,10.97375009,5.675
0.578889358,0.087208995,0.052554691,0.092772534,0.022472195,2.328337392,0,0.05078927,0.088925182,0.066312316,0.043389974,0.032431702,0.006112156,0.011288849,3.21,0.41,4.967343764,2.49
