Na,Mg,Al,Si,P,S,Cl,K,Ca,Fe,Cu,Zn,Ba,Pb,OC,EC,SO4,NO3
0.379367952,0.062662447,0.03550255,0.086703274,0.007424071,3.984854485,0,0.065904908,0.114891435,0.302158989,0.005011076,0.047752609,0.055121839,0.012908149,5.59,0.8,8.776934762,3.19
0,0.019635802,0.030096394,0.074175751,0,3.255147242,0.031616127,0.057366368,0.075326203,0.187232519,0.030167409,0.040116689,0.086092161,0.022767588,5.5,0.98,8.481830189,5.43
0.57412357,0.076413564,0.052494716,0.129036455,0.000989795,2.365124783,0,0.045502066,0.070367984,0.055699087,0.002570618,0.004635657,0.005860438,0.004357944,4.29,1.38,4.998106487,1.44
0.194718885,0.04094633,0.148909417,0.386945322,0,0.963560173,0,0.086261605,0.108235252,0.142119646,0.030081264,0.021257426,0.008673431,0.003559616,2.46,0.99,2.063345836,0.27
0.065205573,0.011741426,0.026678574,0.030252362,0.016142677,0.690846666,0.018739202,0.020422662,0.054619744,0.050503824,0.029296498,0.078637593,0.001326795,0.010050832,1.8,0.64,1.297928219,0.37
0.316160787,0.046181032,0.027091045,0.094901625,0.028815348,0.968452537,0.063539502,0.063849732,0.175005984,0.159472823,0.037472939,0.091792107,0.018924051,0.031780573,5.12,0.85,2.153695005,0.65
0.30816293,0.06988797,0.056890641,0.118069061,0,0.416083778,0.055282724,0.050748116,0.172434991,0.132617889,0.037426383,0.030754938,0.022221695,0.032433378,3.54,0.72,0.827936196,0.17
0.252242105,0.031346314,0.021359499,0.14980938,0.006843612,0.939039281,0.048105306,0.067464584,0.268822506,0.272901527,0.033060789,0.042147506,0.002993187,0.026645796,6.41,1.69,1.917920834,0.49
0,0.022680075,0.028840932,0.192217486,0,0.701974491,0.086929005,0.061343911,0.270000605,0.260245402,0.007761079,0.05312123,0.382330063,0.008973555,3.56,1.35,1.409167361,0.29
0.505003989,0.11586307,0.041530826,0.303162502,0,1.645396208,0.002986377,0.080242346,0.434096681,0.325132212,0.008346541,0.038370418,0.090120362,0.020995134,5.52,1.61,3.385125879,0.75
0.051290045,0.064298597,0.046710577,0.195221303,0,4.283126615,0,0.071976362,0.270410448,0.497287325,0.007599055,0.063210973,0.037093693,0.015069313,6.41,1.96,9.451452126,2.88
0.182765108,0.078396874,0.058204815,0.148579186,0,5.439587171,0,0.069380026,0.181771125,0.170695312,0.004302527,0.047249701,0.028214923,0.008562455,4.98,0.75,12.0741739,3.27
0.561908089,0.057842852,0.050770798,0.239361263,0,6.468837205,0,0.088258374,0.217341137,0.227131022,0.006623825,0.031753093,0.12159094,0.014407352,7.45,1.61,13.90375213,4.08
0.051763074,0.064526186,0.038612987,0.124676045,0,3.693309734,0,0.075171494,0.254664191,0.103512076,0.001639363,0.030064376,0.008520468,0.010040221,4.13,0.62,7.726200489,1.11
0.353766818,0.051917879,0.02857286,0.157930749,0.029335543,3.45236561,0,0.08595432,0.336218187,0.105610728,0.032531876,0.186753214,0.00624013,0.032857749,4.9,0.6,7.733312699,1.28
0.770560553,0.112829887,0.041794862,0.157004352,0.014927241,3.910894728,0,0.077171152,0.195614642,0.098693493,0.019644079,0.125137446,0.019947708,0.02537066,5.5,0.43,7.821238736,0.67
0.493474726,0.085157424,0.042426709,0.224845294,0,1.963534371,0.005062077,0.081898182,0.227213724,0.244761315,0.039457334,0.1032494,0.016133603,0.017858668,3.96,0.51,4.240141148,1.02
0.463468987,0.087133045,0.036469042,0.063460654,0,1.675683291,0,0.059562336,0.089611867,0.109103454,0.054682377,0.052570789,0.01250004,0.008185054,3.86,0.89,3.483788775,1.11
0.362493455,0.036394324,0.022672432,0.055479733,0.009025411,1.20786002,0,0.040103863,0.046250127,0.053852981,0.017894273,0.006881366,0.018275437,0.002933599,2.52,0.42,2.385572381,0.53
0,0.084789886,0.038554975,0.140236485,0.005548189,0.722217547,0.000176469,0.083879305,0.178212641,0.214812338,0.003783498,0.049418414,0.024875088,0.008181109,3.31,0.77,1.595683312,0.6
0.672421182,0.013997145,0.059442513,0.090185993,0,0.952887409,0,0.061591626,0.097017102,0.05533966,0.028929294,0.010982805,0.021986543,0.004298226,3.4,0.53,1.976765325,0.82
0,0.069555945,0.043145949,0.104203664,0,0.717069062,0.112194958,0.049341843,0.184060282,0.220644217,0.005428448,0.064599231,0.071147164,0.011786279,3.9,0.88,1.680300468,0.55
0.347644816,0.139983987,0.082959598,0.134781786,0.00374145,1.036884735,0.04875599,0.071666344,0.222171868,0.163790084,0.019782143,0.028746466,0.049410571,0.022097295,7.46,1.91,2.231669026,1.05
0.283088218,0.038950991,0.06059908,0.147899122,0,1.390042268,0.581950738,0.082190554,0.260053066,0.232248116,0.04466201,0.028661249,0.022737924,0.033869812,8.82,1.61,3.833211662,1.41
0.109820937,0.035780276,0.034300913,0.096187593,0,2.016110518,0,0.060936697,0.145760753,0.280310255,0.005779668,0.026345712,0.029492984,0.010986445,5.22,1.61,4.286090768,2.55
0.548328344,0.062732033,0.019883437,0.076712355,0.012418353,2.72902636,0,0.047625968,0.106009818,0.131064637,0.008921514,0.021037324,0,0.008337535,3.23,0.87,5.681976736,3.6
0.13807692,0.007093516,0.021641824,0.054893114,0.013818808,1.501004647,0,0.04205392,0.090367641,0.038969178,0.017098083,0.013422794,0,0.008726206,2.31,0.48,3.4027632,1.77
0.20085175,0.038716324,0.025128106,0.075730515,0.021615653,0.485281138,0.017922888,0.048344918,0.102820402,0.095845982,0.002783998,0.030284993,0.040865628,0.005200162,3.31,0.58,0.638852481,0.21
0.399562426,0.053683228,0.026950963,0.120685203,0,0.592454632,0.042915964,0.076777805,0.254783923,0.202813834,0.003382539,0.02904318,0.106141743,0.010482955,6.19,1.72,1.283481969,1.65
0.24957393,0.07846713,0.061227609,0.121355866,0,0.999255029,0.009263967,0.106294042,0.187064911,0.200796308,0.156941263,0.04196444,0.004348393,0.040304908,3.48,0.76,2.086846393,1.03
0.157543518,0.054143649,0.037345325,0.12755409,0,0.763082405,0,0.043074438,0.297751165,0.074535045,0.000778028,0.013799381,0,0.003960868,2.23,0.77,1.592623768,1.39
0.403990634,0.053413876,0.016720926,0.111600198,0.002459164,0.830829264,0,0.037547406,0.156038821,0.103792005,0.00448068,0.020972362,0.004855807,0.003987458,2.23,0.6,1.730472649,1.3
0,0,0.036269702,0.123322288,0.006414959,1.417003508,0.030232483,0.105879961,0.160652314,0.097993803,0.109770024,0.019271386,0.008025326,0.008873585,5.49,0.75,2.789754029,1.82
0.197927401,0.06925413,0.017814454,0.103281501,0,0.914710472,0.024100663,0.052258083,0.074199846,0.069571616,0.01169757,0.02524361,0.012706468,0.020643601,2.31,0.46,1.812629546,1.53
0.135442515,0.001299805,0.023410694,0.074074676,0.000781304,1.050902945,0.152688015,0.084451807,0.151317182,0.148880936,0.015363268,0.056126003,0.028226365,0.025506008,6.31,1.17,2.436049497,3.82
0.069002092,0.000506283,0.019330149,0.137230697,0.045340415,1.516147461,0.033203697,0.07890976,0.279714074,0.312109126,0.021081043,0.042633209,0.042021451,0.013908707,7.92,3.36,3.139326193,3.87
0.355242466,0.058506262,0.004936488,0.138463163,0.013680109,3.061460735,0.110080132,0.093658319,0.195747733,0.451187906,0.016919014,0.116891776,0.041672483,0.018098089,6.92,1.14,6.939852482,8.16
0.298533736,0.082492645,0.023847182,0.074036197,0.010507136,1.401494081,0.024861955,0.059822319,0.103619669,0.19183451,0.010042031,0.06041427,0.011705133,0.011465533,2.32,0.79,3.271453948,6.63
0.324262524,0.035027402,0,0.062695454,0.010947385,1.880750839,0.003066396,0.064126439,0.096432855,0.166981102,0.002777379,0.029818054,0.019476899,0.009981646,4.34,1.09,3.833634591,6.63
0.337240609,0.014193628,0.008628324,0.050445206,0.009315226,2.182482383,0.013254396,0.042496775,0.043996743,0.171129598,0.004710182,0.024132673,0.072566239,0.008544214,3.8,0.74,4.748328888,4.17
0.115105118,0.04261244,0.026208726,0.016689992,0,1.366990468,0,0.067833508,0.033694889,0.032027321,0.003320822,0.010778356,0.024440961,0.006333895,1.92,0.64,2.954305641,2.4
0.46820684,0.051647379,0.035491019,0.021265338,0,1.971786804,0,0.048810607,0.021808994,0.046956598,0.001205803,0.021397767,0.015041167,0.005067159,1.69,0.34,4.893048032,3.56
0.049109108,0,0.014433832,0.018097313,0,2.374283729,0,0.038885439,0.043273097,0.10242128,0.002839908,0.019850956,0.068548278,0.00709267,2.84,0.56,5.390460512,5.29
0.200036327,0.025850071,0.014924838,0.032740617,0.001712111,1.559894618,0,0.028298951,0.039259269,0.171835612,0.013353063,0.01500904,0.030277703,0.005585412,1.56,0.46,2.93760858,2.38
0.577132883,0.081901239,0.035863905,0.047343878,0.006268476,1.502408422,0.05286366,0.052261769,0.066457592,0.109199205,0.028347606,0.101558123,0,0.011979102,3.07,1.34,3.011885918,5.27
0,0,0.021162988,0.03734727,0.005975842,1.445442536,0,0.033867754,0.087998981,0.065357722,0.008332709,0.056697283,0.011038224,0.004713733,2.72,0.68,2.85922763,4.46
0.399896453,0.068028102,0.038987237,0.048997188,0.008173262,0.744593364,0.006386023,0.041473831,0.105326999,0.078023924,0.004068971,0.024540979,0.022478237,0.003998329,2.28,0.68,1.663816366,3.8
0.081065081,0.040920156,0.015290759,0.040806545,0.011875734,0.808886494,0.014428649,0.046273258,0.060060337,0.053210237,0.001336605,0.012437108,0.015665008,0.003648931,3.63,1.7,1.469668514,2.9
0.413578087,0.030362177,0.00725761,0.0171646,0.02263247,1.234681554,0.010118377,0.020476325,0.052585966,0.096836249,0.008251128,0.03233512,0.010830045,0.00509442,2.13,0.69,1.145132082,0.9
0.153359477,0.009731339,0.009934076,0.063708115,0.013170865,1.746020404,0.018176352,0.045881308,0.095572659,0.07479569,0.008109449,0.03700985,0.011611893,0.008137413,3.12,0.75,3.675541938,4.71
0,0.048956995,0.045371132,0.081428979,0.084751595,0.923836493,0.001800046,0.05211597,0.135344995,0.07210858,0.131801821,0.069789153,0.017452624,0.048124562,3.73,0.67,2.155966078,1.35
0.166104894,0.047080665,0.03323341,0.085701037,0.001049767,0.748684091,0.004357914,0.050374999,0.116572471,0.040899471,0.007790375,0.009751782,0.018115386,0.00948934,4.06,0.71,1.687143669,0.39
0,0.018486038,0.010368132,0.053919984,0.003610332,2.000714815,0,0.045438909,0.037954769,0.035419704,0.001766001,0.004521816,0.002762936,0.002691727,3.2,0.47,4.298124489,0.39
0.322289399,0.027077707,0.029832079,0.087458281,0.018710257,0.988861443,0,0.040237486,0.048827512,0.053348578,0.007080685,0.019002388,0.005397457,0.003456877,3.35,0.71,2.198631228,0.81
0.345516348,0.033245835,0.021790041,0.054016288,0.013094416,1.018815504,0,0.04475989,0.065850785,0.064721956,0.002752886,0.017238311,0.005993718,0.003284528,1.79,0.47,2.166498653,2.1
0.013343899,0.094728116,0.066234001,0.114890326,0.038339613,1.122936557,0.059651297,0.061636104,0.276616379,0.122201268,0.024103265,0.110356684,0.016399644,0.021690083,5.56,0.98,2.486829319,3.64
0.026790216,0.073941566,0.050856607,0.08189969,0.004644017,0.500273688,0.073237496,0.076096447,0.156545326,0.079453225,0.023540116,0.260797458,0.018988553,0.041035187,4.4,0.92,1.270781358,1.05
0.019638253,0.05286529,0.026359885,0.071464115,0.000616727,0.680173734,0.007580892,0.062365659,0.121654612,0.060591702,0.00803824,0.030302781,0.008065959,0.020788553,4.08,0.7,1.447725538,1.48
0.004177645,0.058934378,0.031422529,0.032389376,0.014300678,2.485301982,0.096461031,0.047527026,0.047909436,0.063386204,0.001681159,0.026169808,0.019488462,0.00429309,4.02,1.01,5.40549804,7.16
0.627477357,0.067227956,0.029166157,0.052120154,0.000655024,0.963377666,0.02209472,0.043823189,0.096922358,0.118002847,0.012325712,0.025313491,0.024820463,0.00709961,3.24,0.67,2.271472559,7.37
0.055898715,0.080168843,0.030257754,0.092414,0.000184672,1.483553317,0.785735635,0.090780366,0.134348691,0.158824799,0.004801465,0.043689072,0.019070908,0.015143083,11.76,1.44,3.194564481,7.77
0.223784311,0.080791631,0.036232808,0.076001035,0.016617164,1.131285059,0,0.058749309,0.07896465,0.049405205,0.017084369,0.026365714,0,0.00516715,4.04,0.67,2.515013309,4.38
0.333442926,0.08805402,0.037418888,0.130399799,0.016338024,0.673455039,0.086008227,0.071737233,0.268926137,0.127497464,0.034006874,0.066378531,0.04109282,0.027586343,5.92,1.16,1.447691493,5.45
0.138839492,0.045452403,0.065528033,0.206842794,0.040635094,0.470294235,0.085246045,0.082595473,0.369249939,0.23607622,0.055725123,0.046504218,0.019591795,0.020363125,8.78,1.41,1.072179591,1.27
0.120427863,0.084823613,0.052623141,0.123414404,0,0.903999531,0.056985833,0.063800709,0.205639434,0.11468902,0.022267296,0.072101535,0.013410154,0.01240732,3.34,0.93,2.280289402,3.05
0,0.044301414,0.05510562,0.152329565,0.008370826,0.908331952,0.060340863,0.043703498,0.243456157,0.125110476,0.008947885,0.074009504,0,0.009059125,3.52,0.95,2.263626214,3.24
0.3690654,0.06237307,0.049094235,0.157720619,0,1.25703008,0.03681891,0.092351154,0.248736115,0.15673831,0.007575791,0.037928424,0.0163459,0.010162302,6.62,1.11,2.48373877,5.03
0,0.020378012,0.028372842,0.123331701,0.003613522,0.902563491,0.270450663,0.16543311,0.180323921,0.178485463,0.008220235,0.061648241,0.032803457,0.017349134,10.72,1.71,2.010215204,4.4
0.515028513,0.055526534,0.023854486,0.063125569,0.002678695,1.033927035,0.262871647,0.069646077,0.116424556,0.134371814,0.00105738,0.061328024,0.028993352,0.007718872,2.17,0.53,2.579557228,1.55
0.115651916,0.019586379,0.027710946,0.047193253,0,1.013461574,0.07837327,0.043543789,0.071927735,0.1339478,0.003795165,0.031915461,0.0273571,0.008651865,2.47,0.7,2.322712423,6.32
0.367232707,0.05662574,0.024514716,0.113414157,0.043328664,1.117173654,0.677089945,0.079959279,0.365690812,0.166213451,0.020575103,0.138777623,0.015701866,0.014577273,8.55,3.08,2.767979579,9.27
0.126139654,0.060627561,0,0.100820098,0.002897166,1.464998297,0.108466295,0.112589433,0.177598233,0.113286302,0.016731297,0.05517521,0.011117634,0.05875634,7.18,1.23,2.975499288,6.53
0.1191335,0.011343532,0.034740038,0.079759444,0.015781321,0.44392229,0.006845365,0.055570476,0.091465245,0.049291155,0.022468193,0.028347509,0,0.009343508,2.13,0.5,1.136484143,0.84
0.951729465,0.208667884,0.023557043,0.130294482,0.00513254,0.495570639,1.532329877,0.071280661,0.225720938,0.054248386,0.003068442,0.030566666,0,0.001773185,1.56,0.35,1.180753071,0.44
0.36480008,0.101292288,0.032846072,0.095810311,0.014457243,0.397377941,0.397011604,0.035933773,0.150342248,0.048042532,0.019389715,0.026003413,0,0.011919049,2.14,0.55,0.976146559,0.82
0.459873574,0.076604192,0.052879734,0.117380173,0.015043432,0.627069589,0.033599298,0.072008354,0.168741762,0.138613494,0.032860928,0.039492459,0.007287094,0.01292493,3.5,0.79,1.385551664,2.73
0.127423543,0.076692875,0.022359522,0.078680071,0.018828319,0.675517764,0.039658129,0.045462456,0.065799041,0.193865921,0.017648868,0.024589756,0.028185293,0.012316322,1.64,0.86,1.688418767,3.99
0.198901754,0.003427192,0.012102488,0.058573825,0,0.99353254,0.133203524,0.065462827,0.047378331,0.133030434,0.033773418,0.04033701,0.032776417,0.018666079,2.44,0.66,2.101510572,5.58
0.604414999,0.060653638,0.037422996,0.04612515,0.016582645,0.998700996,0.141251268,0.056321236,0.101833873,0.084870276,0.005124187,0.051578002,0.026323081,0.00944165,3.35,0.71,2.430592116,7.71
0,0.005777539,0.02641955,0.074475322,0.030890016,1.584547296,0.411609642,0.095346767,0.100067523,0.071930702,0.058102153,0.076922607,0.006041734,0.028581782,5.55,0.78,3.171381602,9.64
0.299732113,0.037599355,0.032172352,0.037018397,0.001877488,1.391374522,0.626932231,0.070111781,0.041042598,0.059172756,0.001608263,0.123064029,0,0.022976203,5.26,1.29,3.126146562,6.6
0.023204356,0,0.030184875,0.077006298,0.002291261,0.685677682,0.110998082,0.069278628,0.085715937,0.066304258,0.000683109,0.023460522,0.010936858,0.013092921,3.45,0.61,1.520517544,4.5
0.357938427,0.059876899,0.035906116,0.165650125,0,0.561168046,0.319908408,0.094510104,0.19547058,0.158899404,0.004791296,0.044694927,0,0.020867167,6.06,1.32,1.237208017,3.9
0.193212877,0.111731868,0.052451767,0.221423003,0,1.431005382,1.632444741,0.188841897,0.373884783,0.317944705,0.026282374,0.073205098,0.02740513,0.045312734,14.72,2.19,3.023579287,6.6
0.178880259,0.089958438,0.075644609,0.286354676,0,2.083123592,1.446115611,0.174023781,0.515823244,0.351952625,0.019326509,0.109980758,0.027882146,0.040868253,14.94,2.35,4.57982709,8.02
0.485110707,0.143424647,0.003056911,0.102762255,0.016809103,1.577890025,0.56704531,0.07987842,0.152603199,0.185947768,0.001688728,0.036980026,0.00448764,0.014901465,7,1.39,3.430896418,5.66
0.229053494,0.056138135,0.035366454,0.075513187,0.003891516,2.442246933,0.151445363,0.068961728,0.04275589,0.134641378,0.003009101,0.041581452,0.029068927,0.008341684,3.59,0.8,5.711426329,9.47
0.208857701,0.076367618,0.049645984,0.065264076,0.000471145,1.285191069,0.019450537,0.087428968,0.105768448,0.082647202,0.001244666,0.023740063,0.023142342,0.015048499,5.21,0.98,2.557049939,9.21
0.070892093,0.016525981,0.030060251,0.132200692,0,0.913566828,0.111924336,0.091841225,0.133231329,0.134455211,0.00235472,0.075544275,0.013777615,0.022709804,5.07,0.95,1.689624433,2.62
0.039463421,0.022374351,0.016616919,0.060738434,0,1.249848837,0.218874001,0.086227576,0.0580817,0.088059806,0.008421212,0.026384116,0.046158109,0.01114137,5.23,0.92,2.68458602,6.2
0.118547543,0.070990051,0.02949805,0.060553943,0.002343977,2.248119241,0.226745525,0.065090441,0.030363519,0.078735993,0.002206945,0.04039574,0.026086662,0.006923748,3.69,0.69,5.971404052,3.88
0.605283338,0.057003305,0.045487415,0.090328422,0.000864219,1.101731326,0,0.047096407,0.060895802,0.040562071,0.001138239,0.008101172,0.018324247,0.003330404,1.75,0.44,2.265020396,0.27
0.277025947,0.053916774,0.039025336,0.066854759,0,1.033683042,0.042750018,0.042677128,0.060557059,0.08818239,0.00227417,0.03731242,0.024097453,0.007719057,2.36,0.74,2.042565899,4.13
0.202279853,0.03140271,0.023520588,0.085808919,0.007728393,0.275287311,0.123870905,0.022367618,0.102816974,0.052645309,0.001453441,0.00719034,0,0.003437947,1.46,0.28,0.562358103,0.28
0.279765206,0.039071481,0.035115868,0.055499749,0,0.31445344,0.09418636,0.033006208,0.103972049,0.05495808,0.000491779,0.018958435,0.029984262,0.007084468,2.05,0.5,0.706957503,0.66
0.453375611,0.066410192,0.016321637,0.051464297,0.008492149,0.566064055,0.00902516,0.032340755,0.073432962,0.049433096,0.001246091,0.014232813,0.022472863,0.006410528,2.1,0.49,1.346632318,2.2
0.296933644,0.071178714,0.023771259,0.112643354,0,0.392288809,0.069422882,0.088151753,0.232111941,0.168127634,0.002665262,0.045282448,0.029488968,0.028858669,4.14,0.91,0.76,2.25
0.234432509,0.106178744,0.037033886,0.052773627,0.017009513,1.316821495,0.243877712,0.068717074,0.081109235,0.036775857,0.000801247,0.068452256,0,0.011692767,6.58,0.94,2.674956555,6.7
0.5182258,0.097596356,0.00982842,0.048305339,0.004524193,1.374248592,0.455404749,0.072720383,0.086363875,0.048340795,0.00111332,0.052957174,0,0.030052558,5.5,0.87,2.704841212,5.76
0.151406608,0.07589316,0.010610838,0.024639084,0.011503864,1.026424575,0.114525331,0.055128544,0.044918512,0.075309529,0.002299367,0.07201166,0.000766456,0.020033319,6.24,0.85,2.086274473,4.29
0.158343399,0.027646138,0.038741342,0.049666938,0,1.019140405,0,0.077821901,0.081984369,0.056854086,0.001434603,0.019731089,0.026656757,0.012098719,6.76,1.07,2.173833081,1.91
0.525035268,0.030004217,0.028028688,0.050502078,0.00382496,1.321761768,0,0.048288365,0.040743527,0.026382414,0.001092846,0.004784702,0.01315618,0.003733889,2.17,0.53,2.925261131,1.78
0.184666389,0.053310943,0.023515994,0.043747395,0.008140696,0.661470518,0.131999623,0.043726158,0.081024705,0.246195896,0.002484682,0.118896641,0.040434485,0.008947687,1.94,0.52,1.484438296,1.95
0,0.070972039,0.02011304,0.064778454,0.004510935,0.428066219,0.016461331,0.031433338,0.031247173,0.116632722,0.001417722,0.021072509,0.008892985,0.005198315,1.62,0.39,1.422130464,4.18
0.699703861,0,0.01910017,0.031305855,0,1.154711081,0.028362385,0.036307596,0.020978522,0.079387331,0.001101103,0.055652455,0,0.006455483,1.76,0.52,2.358548043,2.95
0.322651455,0.014956692,0.029927628,0.055375371,0.013119155,1.579348317,0.158676256,0.07437037,0.092895301,0.105188277,0.004472763,0.024009052,0.022556116,0.007029645,5,0.92,3.654706904,5.21
0.342778153,0.058713512,0.036934864,0.041518072,0.008419372,1.084335735,0.161583301,0.0828477,0.069959532,0.076810788,0.003021821,0.022747784,0.013473688,0.009334668,6.74,1.16,2.42262284,5.92
0.507759792,0.069625477,0.029638062,0.049913768,0.000810746,1.178028379,0,0.041094259,0.030639158,0.038887619,0.000740247,0.010363452,0.013134089,0.003658933,3.13,0.46,2.484949908,4.93
0.453200437,0.097335884,0.044617785,0.042399759,0.014371975,1.245049652,0.025371715,0.05592346,0.063995962,0.062299416,0.002106777,0.012077465,0.014789158,0.005687603,3.01,0.61,2.934075837,6.81
0,0.014815306,0.03288828,0.076519781,0,0.574319732,0.010169589,0.035572315,0.130533328,0.083842452,0.000807335,0.016840726,0,0.00597003,3.13,0.95,1.262216804,1.48
0.130948095,0.081790072,0.021992142,0.116514112,0.001387162,0.1941352,0.036381136,0.034851509,0.270579075,0.101165352,0.000584858,0.011374729,0.01420154,0.003074251,2.37,1.04,0.44370532,0.36
0.190303322,0.070108431,0.045222881,0.074635624,0,0.730714298,0.003461972,0.025404144,0.11991457,0.058650285,0.000448515,0.00843768,0.007288361,0.001408616,2.34,0.57,1.650317327,0.87
0.123596772,0.055848508,0.046566975,0.100877796,0.007106607,0.237101609,0.038497582,0.040533978,0.165432936,0.083603062,0.000810403,0.011227884,0.012793277,0.005956805,2.47,0.58,0.467133202,0.87
0.510544516,0.028936427,0.004610282,0.116602611,0.000481566,0.466672474,0.347435415,0.156862912,0.185601047,0.1295199,0.109676565,0.039658343,0.021656288,0.028532762,7.12,0.88,0.928896178,2.21
0.41319247,0.077840165,0.029643222,0.127084719,0.002777544,0.541090465,0.449631372,0.087303115,0.206689279,0.129738204,0.060651094,0.105946434,0.024177732,0.009070095,5.16,2.05,1.191635625,3.97
0.57048233,0.06409441,0.026055816,0.081823679,0,0.357462065,0.107755321,0.035817262,0.158287185,0.106423901,0.001593565,0.025248686,0.005567128,0.003870085,2.09,0.63,0.840228691,3.12
0.706051338,0.101564869,0.022501103,0.125277731,0.006393071,0.29195025,0.296581397,0.053024884,0.318769114,0.120737119,0.036150798,0.026839756,0.020321331,0.017124795,3.72,1.05,0.649486305,3.25
0.082605746,0.040648113,0.028370415,0.07699676,0.010052271,0.653321902,0.093346839,0.041056865,0.086874933,0.103330985,0.003875574,0.019423288,0.004344882,0.008803306,2,0.48,1.256790364,3.51
0.215123681,0.036317286,0.023089135,0.102387299,0,0.335676697,0.360718222,0.042704997,0.145601615,0.082693625,0.001174264,0.013171559,0.025253742,0.005560068,2.55,0.51,0.705120481,2.23
0.164585688,0.073579195,0.034995882,0.090078921,0.005657575,0.589505846,0.215780296,0.077572055,0.080747914,0.100233071,0.010737722,0.043135173,0.043860031,0.011904866,3.12,0.54,1.31,3.84
0.676224488,0.065884951,0.041655221,0.089393128,0.041049117,0.632888051,0.322144289,0.083469183,0.103181995,0.059217806,0.092503019,0.067234254,0.008961681,0.007626809,3.08,0.45,1.349635225,2.65
0.249290476,0.054032351,0.01528125,0.046388279,0,0.550641973,0.020953992,0.042659296,0.06464031,0.123869802,0.001240697,0.019010234,0,0.016466805,3.43,0.87,1.16547191,5.43
0.318835532,0.051455824,0.044220952,0.08992417,0.006204344,0.741902635,0.05214049,0.047481938,0.130001834,0.1060597,0.002872774,0.01689078,0,0.004333865,2.01,0.54,1.579215777,4.24
0.608204284,0.098147675,0.049830274,0.043553304,0.040076604,0.599527082,0.64143659,0.080735082,0.138689779,0.057831048,0.072516105,0.080655074,0.017841726,0.077061999,4.87,1.32,1.312480608,2.57
0.346782737,0.071368763,0.028778532,0.094621189,0.000363653,0.700831412,0.571342279,0.106151141,0.15011042,0.107363319,0.01491692,0.028999576,0.004428015,0.021056245,6.55,1.82,1.487060838,4.15
0.099450091,0.056320533,0.021346953,0.068897309,8.57021e-05,0.879167375,0.358227442,0.062783896,0.076531934,0.049007291,0.000599914,0.010584204,0.001992573,0.004442223,2.96,1.04,1.945038266,3.99
0.589370702,0.045033856,0.034384551,0.086113169,0,0.642609236,0.06090795,0.053214567,0.13055584,0.057025308,0.003075756,0.015091175,0.015874095,0.003730852,3.14,0.67,1.33,3.4
0.284577526,0.054337709,0.028745205,0.066955642,0,1.998569199,0.058053901,0.054366241,0.094174426,0.047404623,0.000306711,0.026041872,0.033766699,0.005321073,3.07,0.53,4.406561079,9.30459787
0.153856374,0,0.009857465,0.021748119,0.007445681,1.516507136,0.018473982,0.0326993,0.057693511,0.04456191,0.045872967,0.023802342,0,0.00729845,2.56,0.6,3.509481827,4.934184764
0.388283868,0.044657952,0.053194418,0.05507421,0.020596619,2.665780467,0,0.054771969,0.046552488,0.044473659,0.001186849,0.009229408,0.003206703,0.006487124,3.44,0.57,5.537688622,2.449267332
0.351149748,0.01775577,0.025378703,0.052127096,0,0.462897793,0.012657081,0.024439282,0.062403355,0.051861764,0.000946592,0.008361562,0.016142261,0.004195123,1.89,0.75,0.855875725,0.879034835
0.124470958,0.07494649,0.032847999,0.057563105,0,0.874252286,0.238149675,0.062949127,0.128692252,0.168878706,0.003978923,0.038382136,0.026647342,0.005763043,3.13,0.67,2.032349759,6.902048141
0.221113229,0.063913669,0.032214238,0.113744188,0.007686848,0.592028307,0.371324104,0.0410929,0.092679405,0.063941878,0.010296144,0.055098477,0,0.00265161,1.84,0.5,1.307763569,2.83596417
0.6623633,0.003264699,0.005702532,0.045634509,0.00928087,0.797370735,0.087940165,0.064124968,0.071488362,0.068858069,0.015589296,0.031927049,0.016373394,0.012010957,3.1,0.6,1.790225285,5.074028822
0.216304295,0.028091002,0.00845235,0.044480402,0,0.698496187,0.182816957,0.051623031,0.084738208,0.05729133,0.006970863,0.029050033,0,0.003986417,3.13,0.56,1.462645228,4.4543561
0.141703288,0.06060545,0.031817504,0.051309566,0,1.28378234,0.034654142,0.043014007,0.086199499,0.095602561,0.003193897,0.029209512,0.015197806,0.006523553,2.5,0.43,2.847955297,4.866820874
0.660266676,0,0.024916955,0.082689201,0.01653639,0.729957303,0.037908279,0.033319268,0.099972303,0.130485967,0.002936097,0.038538997,0.014513746,0.005205229,2.51,0.35,1.72120971,2.665780659
0.310644638,0.040183801,0.045512284,0.16662883,0,0.323474096,0.345676105,0.079802461,0.211972305,0.163524218,0.009262458,0.037247999,0.011508347,0.040829678,2.87,0.88,0.757381889,1.140408375
0.387035292,0.041008682,0.042537721,0.024660284,0.020486225,0.924619334,0.015587502,0.042095677,0.019732575,0.05890786,0.001152214,0.013167128,0.006637914,0.004050866,2.38,0.5,2.035523233,5.272416628
0.038132794,0.060948381,0.046215094,0.025599887,0,0.984046826,0,0.022196063,0.01101614,0.036623148,0.005767986,0.006508566,0.009947995,0.001374347,1.24,0.19,2.181203172,2.64363275
0.92688476,0.016042723,0.047961885,0.111894196,0,0.946354365,0.062746639,0.060628334,0.047860669,0.146394365,0.005581335,0.044166288,0.004149853,0.00570424,1.57,0.28,2.124874589,3.493090066
