   0.15468E-03   0.13318E-01   0.23573E-02   0.65193E-02   0.92037E-06   0.88719E-01   0.16078E-04   0.10652E-02   0.15279E-01   0.31178E-05   0.15083E-03   0.37634E-03   0.48889E-03   0.10009E-01   0.14439E-03   0.30624E-03   0.12960E-02   0.77434E-02   0.14262E-03   0.80160E-02   0.24184E-03   0.19871E-06   0.19648E-03   0.54689E-06   0.42289E-06   0.10373E-03   0.63087E-04   0.37739E-04   0.77772E-03   0.32340E-02   0.31547E-05   0.12797E-02   0.16083E-02   0.11562E-02   0.46316E-04   0.20526E-03   0.23563E-03   0.93235E-03   0.53610E-01   0.29240E-04   0.44889       0.14362       0.18667       0.94866E-03
   0.38044E-01   0.59577E-02   0.77830E-02   0.97014E-02   0.57278E-01   0.61086E-01   0.15344E-04   0.61319E-02   0.29394E-04   0.62677E-05   0.21631E-05   0.51597E-03   0.87156E-03   0.41023E-02   0.33430E-05   0.75197E-04   0.10744       0.90053E-02   0.18344E-04   0.16935E-02   0.24103E-06   0.12990E-05   0.63697E-04   0.22779E-04   0.56034E-05   0.79124E-04   0.20667E-03   0.18593E-03   0.28454E-03   0.28007E-05   0.11483E-04   0.65991E-03   0.25422E-05   0.82326E-05   0.20017E-03   0.37148E-04   0.10779E-05   0.20012E-03   0.24534E-02   0.83503E-04   0.49281       0.21942E-01   0.12955       0.41426E-01
   0.12551E-01   0.10571E-01   0.24493E-01   0.29118E-01   0.68931E-06   0.15800       0.12495       0.41472       0.11529E-05   0.13718E-02   0.68826E-03   0.60774E-05   0.20164E-03   0.30908E-02   0.45897E-04   0.93187E-07   0.17424E-02   0.20915E-02   0.55687E-06   0.91742E-04   0.59686E-08   0.74381E-04   0.87681E-04   0.72474E-02   0.11970E-04   0.21375E-03   0.13342E-05   0.72847E-06   0.85649E-04   0.41182E-04   0.61290E-06   0.39841E-06   0.96865E-03   0.33035E-01   0.61859E-05   0.18759E-05   0.35868E-06   0.54068E-04   0.22168E-02   0.23101E-05   0.11692       0.18562E-01   0.29455E-01   0.72749E-02
   0.25796E-01   0.41560E-02   0.17716E-02   0.23451E-02   0.72863E-03   0.24789       0.50288E-07   0.91170E-03   0.31106E-05   0.14783E-06   0.19092E-04   0.17835E-06   0.21747E-04   0.25114E-03   0.79161E-05   0.16461E-04   0.66653E-07   0.45201E-03   0.72633E-05   0.36500E-04   0.10602E-03   0.29733E-06   0.12022E-04   0.11251E-04   0.10170E-04   0.13640E-04   0.38773E-07   0.20715E-04   0.29071E-04   0.49628E-04   0.36348E-04   0.12172E-03   0.42423E-05   0.14271E-02   0.63534E-03   0.19134E-06   0.32556E-05   0.15234E-04   0.67284E-06   0.15161E-04   0.14382       0.16483E-02   0.54185       0.25751E-01
   0.52595E-01   0.32737E-02   0.14795E-02   0.57470E-03   0.18842E-05   0.36039E-01   0.54604E-01   0.56031E-03   0.78429E-02   0.34340E-05   0.38791E-05   0.23783E-04   0.11273E-02   0.16696E-01   0.35255E-03   0.17838E-04   0.43202E-03   0.16224       0.19773E-05   0.96487E-03   0.12068E-06   0.40917E-03   0.69012E-04   0.75307E-06   0.11898E-04   0.21853E-04   0.11596E-03   0.32581E-05   0.27536E-05   0.20032E-02   0.63326E-04   0.63448E-03   0.45184E-06   0.12901E-02   0.13943E-02   0.57973E-03   0.32326E-03   0.48330E-06   0.11293E-02   0.18388E-04   0.45442       0.79638E-01   0.10286       0.16171E-01
   0.12284E-01   0.57658E-02   0.67199E-02   0.11148E-01   0.13524E-04   0.11018       0.77719E-06   0.76520E-02   0.81176E-04   0.51408E-02   0.43902E-06   0.54334E-03   0.24991E-02   0.10761       0.70002E-03   0.21516E-03   0.11152E-05   0.98625E-03   0.21704E-04   0.11643E-05   0.23957E-03   0.57613E-05   0.13199E-03   0.28989E-03   0.38970E-04   0.23435E-03   0.53697E-04   0.48843E-04   0.82748E-04   0.32655E-06   0.12528E-05   0.89337E-03   0.10723E-02   0.40147E-02   0.29531E-02   0.35090E-04   0.29187E-06   0.46403E-05   0.63350E-03   0.27201E-04   0.32702       0.15118       0.23938       0.84798E-04
   0.70518E-01   0.10785E-01   0.68597E-02   0.32018E-01   0.13153E-05   0.30650E-02   0.53073E-06   0.35592E-02   0.57213E-01   0.96081E-06   0.61714E-03   0.15255E-06   0.26009E-03   0.12787E-01   0.68830E-04   0.15806E-05   0.31777E-06   0.21950E-05   0.29905E-06   0.25164E-03   0.31476E-04   0.57919E-04   0.42595E-04   0.83891E-05   0.50413E-04   0.98726E-04   0.80938E-04   0.67224E-04   0.10973E-03   0.13008E-06   0.32158E-04   0.13609E-03   0.14294E-06   0.31065E-02   0.40076E-03   0.87006E-06   0.11165E-03   0.24904E-04   0.21978E-03   0.20621E-04   0.62732       0.16552       0.43945E-02   0.15074E-03
   0.21191E-01   0.44990E-02   0.48967E-02   0.74209E-02   0.26850E-06   0.61466E-01   0.45324E-03   0.44610E-02   0.47519E-04   0.25389E-05   0.24315E-04   0.12213E-05   0.24865E-03   0.68634E-02   0.33300E-04   0.11847E-04   0.34987E-03   0.64572E-05   0.15123E-03   0.45495E-05   0.16965E-03   0.11790E-01   0.66327E-06   0.13027E-06   0.30730E-05   0.52677E-04   0.16985E-05   0.49672E-04   0.15707E-05   0.26056E-03   0.21054E-03   0.11022E-02   0.36873E-02   0.27955E-03   0.29254E-03   0.29409E-04   0.27084E-03   0.63638E-06   0.29878E-03   0.27831E-04   0.57078       0.12352       0.12876       0.46273E-01
   0.25072E-01   0.46246E-02   0.13831E-02   0.11380E-05   0.92482E-03   0.31880E-01   0.94797E-02   0.16286E-02   0.15641E-02   0.20162E-06   0.96043E-04   0.14692E-06   0.66350E-04   0.76299E-03   0.88922E-07   0.80943E-05   0.21023E-06   0.11478E-05   0.11099E-04   0.97544E-04   0.98747E-04   0.16262E-03   0.13846E-04   0.23085E-07   0.21283E-04   0.10432E-04   0.49335E-04   0.38457E-04   0.54351E-04   0.14314E-06   0.73633E-04   0.11409E-03   0.86854E-04   0.14534E-02   0.26775E-03   0.74571E-06   0.16764E-03   0.14288E-04   0.32001E-03   0.14349E-04   0.14796       0.41699E-01   0.76885E-01   0.65289    

