Date O1TC O2TC O3TC O4TC OPTC E1TC E2TC E3TC SO4 NO3 NH4 ALXC ASXC BAXC CAXC COXC CRXC CUXC FEXC HGXC KPXC MNXC NIXC PHXC PBXC RBXC SEXC SIXC SRXC TIXC VAXC ZNXC ZRXC
21OCT2001 0.0905911111 0.1384333333 0.2891333333 0.1394888889 0.0957222222 0.5028955556 0.1668888889 0.0286133333 0.4930333333 0.0888888889 0.0894444444 0.0266266667 0.0060736667 0.0748 0.0032722222 0.0016506667 0.0090723333 0.000738 0.0026626667 0.0024083333 0.0038177778 0.0008043333 0.0009196667 0.0003558333 0.0015866667 0.0025942222 0.0004966667 0.0064411111 0.00658 0.0503 0.00323 0.0009533333 0.0025245
22OCT2001 0.0711911111 0.1160333333 0.2772333333 0.1437888889 0.0525222222 0.4172955556 0.1339888889 0.0299133333 0.4930333333 0.0888888889 0.0894444444 0.0096766667 0.0029836667 0.0748 0.0037322222 0.0019706667 0.0087423333 0.001107 0.0027766667 0.0024083333 0.0039077778 0.0008493333 0.0024466667 0.0216016667 0.0013476667 0.0023662222 0.0004736667 0.0064311111 0.00658 0.0479 0.02882 0.0007893333 0.0025245
23OCT2001 0.0350911111 0.0803333333 0.2212333333 0.1003888889 0.0424222222 0.1862955556 0.1190888889 0.0003966667 0.4930333333 0.0888888889 0.0894444444 0.0084166667 0.0057636667 0.0748 0.0031822222 0.0016306667 0.0018483333 0.001034 0.0026666667 0.0024083333 0.0034277778 0.0007193333 0.0025336667 0.0046516667 0.0014966667 0.0020542222 0.0004646667 0.0054211111 0.00658 0.0428 0.01829 0.0009413333 0.0025245
24OCT2001 0.0454911111 0.0903333333 0.2106333333 0.0941888889 0.0533222222 0.1148955556 0.1646888889 0.0252133333 0.4930333333 0.0888888889 0.0894444444 0.0073666667 0.0017036667 0.0748 0.0030922222 0.0013206667 0.0023998333 0.000562 0.0025116667 0.0024083333 0.0030077778 0.0006773333 0.0023896667 0.0107016667 0.0012176667 0.0022462222 0.0007618333 0.0049511111 0.00658 0.0446 0.01898 0.0006523333 0.0025245
25OCT2001 0.0307911111 0.0650333333 0.1870333333 0.0843888889 0.0434222222 0.0924955556 0.1118888889 0.0239133333 0.4930333333 0.0888888889 0.0894444444 0.0070666667 0.0010278333 0.0748 0.0030722222 0.0013206667 0.0047223333 0.000532 0.0025156667 0.0024083333 0.0028677778 0.0010126667 0.0010596667 0.0003558333 0.0011986667 0.0020452222 0.0009336667 0.0047911111 0.00658 0.0443 0.00323 0.0006503333 0.0025245
26OCT2001 0.0342911111 0.0696333333 0.2077333333 0.0853888889 0.0007777778 0.0750955556 0.1061888889 0.0221133333 0.4930333333 0.0888888889 0.0894444444 0.0172266667 0.0010278333 0.0748 0.0031422222 0.0013306667 0.0023998333 0.001153 0.0025086667 0.0024083333 0.0027577778 0.0006863333 0.0010596667 0.0023216667 0.0011486667 0.0000522222 0.0007618333 0.0047011111 0.00658 0.0416 0.01784 0.0006403333 0.003387
27OCT2001 0.1112911111 0.1199333333 0.2618333333 0.1214888889 0.0889222222 0.2492955556 0.2044888889 0.0221133333 0.4930333333 0.0888888889 0.0894444444 0.0210266667 0.0010278333 0.0748 0.0034822222 0.0018006667 0.0023998333 0.000505 0.0027266667 0.0024083333 0.0032577778 0.0006823333 0.0010596667 0.0003558333 0.0012906667 0.0021352222 0.0007618333 0.0051811111 0.00658 0.0449 0.01919 0.0006853333 0.0025245
28OCT2001 0.0546911111 0.1281333333 0.2725333333 0.1359888889 0.0875222222 0.3032955556 0.1977888889 0.0214133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0020536667 0.0748 0.0038722222 0.0019706667 0.0045123333 0.000505 0.0027666667 0.0024083333 0.0040877778 0.0006823333 0.0023146667 0.0003558333 0.0014966667 0.0020902222 0.0007618333 0.0056611111 0.00658 0.0422 0.00635 0.0007603333 0.0025245
29OCT2001 0.0856911111 0.1190333333 0.2606333333 0.1327888889 0.0711222222 0.2812955556 0.1935888889 0.0252133333 0.4930333333 0.0888888889 0.0894444444 0.0106966667 0.0010278333 0.0748 0.0039822222 0.0016306667 0.0047523333 0.000546 0.0026576667 0.0024083333 0.0036877778 0.0007093333 0.0010596667 0.0003558333 0.0013106667 0.0050722222 0.0004726667 0.0064011111 0.00658 0.00425 0.01931 0.0006973333 0.0025245
30OCT2001 0.0582911111 0.1243333333 0.3431333333 0.1538888889 0.1122222222 0.3766955556 0.1651888889 0.0305133333 0.4930333333 0.0888888889 0.0894444444 0.0099266667 0.0034036667 0.0748 0.0042122222 0.0025506667 0.0023998333 0.000544 0.0029666667 0.0024083333 0.0043777778 0.0007623333 0.0010596667 0.0003558333 0.0013826667 0.0025942222 0.0004786667 0.0073611111 0.00658 0.00425 0.01967 0.0008123333 0.0025245
31OCT2001 0.0593911111 0.0991333333 0.3125333333 0.1332888889 0.1079222222 0.3116955556 0.2115888889 0.0282133333 0.4930333333 0.0888888889 0.0894444444 0.0094966667 0.0008216667 0.0748 0.0038922222 0.0019306667 0.0023998333 0.000521 0.0027666667 0.0024083333 0.0042077778 0.0007133333 0.0010596667 0.0003558333 0.0012476667 0.0025042222 0.0004746667 0.0069911111 0.00658 0.0455 0.01967 0.0007023333 0.0025245
01NOV2001 0.0395911111 0.0930333333 0.2768333333 0.1306888889 0.1851222222 0.3224955556 0.1900888889 0.0357133333 0.4930333333 0.0888888889 0.0894444444 0.0086266667 0.0020836667 0.0748 0.0035622222 0.0004923333 0.0023998333 0.000666 0.0025686667 0.0024083333 0.0042577778 0.0006853333 0.0009046667 0.0051516667 0.0012296667 0.0023182222 0.0004496667 0.0059411111 0.00658 0.0422 0.01808 0.0007083333 0.0025245
02NOV2001 0.1696911111 0.1553333333 0.3365333333 0.1431888889 0.0565222222 0.3914955556 0.2328888889 0.0190133333 0.4930333333 0.0888888889 0.0894444444 0.0094166667 0.0010278333 0.0748 0.0038522222 0.0032806667 0.0023998333 0.00113 0.0031566667 0.0024083333 0.0035677778 0.0007503333 0.0010596667 0.0047016667 0.0013906667 0.0000522222 0.0004826667 0.0062011111 0.00658 0.0473 0.02024 0.0008783333 0.0025245
03NOV2001 0.5905911111 0.2776333333 0.6481333333 0.2064888889 0.1457222222 1.0992955556 0.2083888889 0.0284133333 0.4930333333 0.0888888889 0.0894444444 0.0286266667 0.0057336667 0.03592 0.0042522222 0.0048906667 0.0023998333 0.000647 0.0034666667 0.0024083333 0.0040277778 0.0007553333 0.0010596667 0.0097316667 0.0015196667 0.0035122222 0.0007618333 0.0073611111 0.00658 0.00425 0.00323 0.0008533333 0.001428
05NOV2001 0.1878911111 0.1591333333 0.3948333333 0.1684888889 0.0443222222 0.7978955556 0.1866888889 0.0232133333 0.4930333333 0.0888888889 0.0894444444 0.0083866667 0.0010278333 0.0748 0.0041422222 0.0030506667 0.0023998333 0.000657 0.0030866667 0.0024083333 0.0039377778 0.0007243333 0.0010596667 0.0003558333 0.0024966667 0.0008302222 0.0011766667 0.0059611111 0.00658 0.044 0.01892 0.0010783333 0.001437
06NOV2001 0.2693911111 0.1832333333 0.4150333333 0.1587888889 0.0429222222 0.5456955556 0.2127888889 0.0180133333 0.4930333333 0.0888888889 0.0894444444 0.0093566667 0.0026436667 0.0748 0.0047622222 0.0035306667 0.0023998333 0.000562 0.0032066667 0.0024083333 0.0040477778 0.0007333333 0.0024286667 0.0003558333 0.0013066667 0.0027712222 0.0004856667 0.0065911111 0.00658 0.0446 0.00671 0.0007363333 0.0025245
07NOV2001 0.1356911111 0.1427333333 0.3727333333 0.1624888889 0.0957222222 0.4132955556 0.2077888889 0.0236133333 0.4930333333 0.0888888889 0.0894444444 0.0096866667 0.0025236667 0.03574 0.0047722222 0.0041306667 0.0050223333 0.001364 0.0033566667 0.0024083333 0.0040777778 0.0010773333 0.0026296667 0.0068016667 0.0015966667 0.0032422222 0.0004706667 0.0075911111 0.00658 0.00425 0.00323 0.0011953333 0.0025245
08NOV2001 0.0425911111 0.1016333333 0.2610333333 0.1149888889 0.1249222222 0.3138955556 0.1600888889 0.0174133333 0.4930333333 0.0888888889 0.0894444444 0.0098466667 0.0034036667 0.0748 0.0040922222 0.0004923333 0.0018303333 0.000669 0.0028266667 0.0046633333 0.0043077778 0.0007493333 0.0010596667 0.0145016667 0.0017766667 0.0024682222 0.0004896667 0.0066611111 0.00658 0.0464 0.01985 0.0008703333 0.0025245
09NOV2001 0.2259911111 0.1383333333 0.2891333333 0.1293888889 0.1708222222 0.4528955556 0.2276888889 0.0388133333 0.4930333333 0.0888888889 0.0894444444 0.0239266667 0.0071436667 0.0748 0.0043222222 0.0035806667 0.0023998333 0.001028 0.0032266667 0.0024083333 0.0036677778 0.0009773333 0.0010596667 0.0045416667 0.0016466667 0.0027472222 0.0007618333 0.0062511111 0.00658 0.00425 0.00323 0.0010073333 0.004077
11NOV2001 0.3244911111 0.1684333333 0.3763333333 0.1631888889 0.2376222222 0.5556955556 0.1958888889 0.0385133333 0.4930333333 0.0888888889 0.0894444444 0.0082366667 0.0059836667 0.0748 0.0038922222 0.0023206667 0.0023998333 0.000548 0.0028966667 0.0024083333 0.0041677778 0.0007743333 0.0024106667 0.0003558333 0.0015296667 0.0000522222 0.0004536667 0.0054611111 0.00658 0.0464 0.00323 0.0008183333 0.0025245
12NOV2001 0.3197911111 0.1978333333 0.3979333333 0.1908888889 0.1962222222 0.7930955556 0.1959888889 0.0538133333 0.4930333333 0.0888888889 0.0894444444 0.0085766667 0.0047536667 0.0748 0.0039822222 0.0044206667 0.0023998333 0.00058 0.0033866667 0.0024083333 0.0039377778 0.0008613333 0.0009106667 0.0003558333 0.0014756667 0.0023572222 0.0004866667 0.0060411111 0.00658 0.0479 0.00323 0.0007733333 0.003747
13NOV2001 0.1552911111 0.1428333333 0.3732333333 0.2055888889 0.2324222222 0.7188955556 0.1012888889 0.0184133333 0.4930333333 0.0888888889 0.0894444444 0.0100966667 0.0011986667 0.0748 0.0041622222 0.0031506667 0.0018153333 0.000789 0.0031066667 0.0024083333 0.0040977778 0.0007663333 0.0010596667 0.0184016667 0.0013816667 0.0025312222 0.0005006667 0.0072711111 0.00658 0.0458 0.01967 0.0007683333 0.0025245
14NOV2001 0.1443911111 0.1870333333 0.4523333333 0.2412888889 0.1956222222 0.6246955556 0.2268888889 0.0629133333 0.4930333333 0.0888888889 0.0894444444 0.0110966667 0.0039036667 0.0748 0.0043322222 0.0024906667 0.0023998333 0.000542 0.0029366667 0.0024083333 0.0045977778 0.0007133333 0.0008956667 0.0003558333 0.0014146667 0.0031222222 0.0004886667 0.0076511111 0.00658 0.0443 0.00665 0.0007643333 0.0025245
15NOV2001 0.1794911111 0.1990333333 0.3825333333 0.2333888889 0.2189222222 0.7972955556 0.2018888889 0.0453133333 0.4930333333 0.0888888889 0.0894444444 0.0120266667 0.0087436667 0.0748 0.0041622222 0.0031306667 0.0087123333 0.00069 0.0031066667 0.0024083333 0.0045177778 0.0009083333 0.0025186667 0.0266016667 0.0017066667 0.0039922222 0.0005336667 0.0075211111 0.00658 0.0491 0.02903 0.0011653333 0.0025245
17NOV2001 0.3380911111 0.2460333333 0.4217333333 0.2500888889 0.2425222222 1.0916955556 0.2143888889 0.0521133333 0.4930333333 0.0888888889 0.0894444444 0.0114266667 0.0226936667 0.0961 0.0044622222 0.0038206667 0.0023998333 0.000774 0.0032766667 0.0020413333 0.0047277778 0.0007773333 0.0026356667 0.0003558333 0.0023066667 0.0009862222 0.0011516667 0.0073611111 0.00658 0.00425 0.00323 0.0009403333 0.0025245
18NOV2001 0.0869911111 0.1492333333 0.2930333333 0.1921888889 0.2589222222 0.6792955556 0.2032888889 0.0516133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
19NOV2001 0.0373911111 0.0827333333 0.2085333333 0.0936888889 0.0839222222 0.1684955556 0.1495888889 0.0375133333 0.4930333333 0.0888888889 0.0894444444 0.0069066667 0.0007326667 0.0748 0.0033522222 0.0016006667 0.0023998333 0.000522 0.0026486667 0.0024083333 0.0034277778 0.0010126667 0.0010596667 0.0095216667 0.0011656667 0.0019672222 0.0004546667 0.0053711111 0.00658 0.00425 0.00323 0.0007383333 0.0025245
20NOV2001 0.1192911111 0.1300333333 0.2376333333 0.1151888889 0.1018222222 0.3364955556 0.2029888889 0.0253133333 0.4930333333 0.0888888889 0.0894444444 0.0202266667 0.0023836667 0.0748 0.0040822222 0.0029206667 0.0047223333 0.000592 0.0030566667 0.0024083333 0.0034077778 0.0007493333 0.0010596667 0.0074616667 0.0012776667 0.0020932222 0.0009566667 0.0056011111 0.00658 0.0446 0.01916 0.0007663333 0.0025245
21NOV2001 0.0641911111 0.1202333333 0.2358333333 0.1242888889 0.1429222222 0.4286955556 0.1664888889 0.0240133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
22NOV2001 0.0003188889 0.1007333333 0.2608333333 0.1407888889 0.0787222222 0.1960955556 0.1548888889 0.0373133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
23NOV2001 0.0337911111 0.1168333333 0.2376333333 0.1399888889 0.3229222222 0.4844955556 0.2117888889 0.0433133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
25NOV2001 0.0687911111 0.1277333333 0.2273333333 0.0989888889 0.1253222222 0.2194955556 0.1649888889 0.0348133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
26NOV2001 0.0668911111 0.1364333333 0.2601333333 0.1436888889 0.1825222222 0.5074955556 0.2316888889 0.0310133333 0.4930333333 0.0888888889 0.0894444444 0.0042933333 0.0010278333 0.0748 0.4132222222 0.0004923333 0.0023998333 0.000609 0.4096666667 0.0024083333 0.2441777778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.3782911111 0.00658 0.00425 0.00323 0.1198433333 0.0025245
27NOV2001 0.0369911111 0.0746333333 0.1974333333 0.0828888889 0.0492222222 0.0960955556 0.1130888889 0.0246133333 0.4930333333 0.0888888889 0.0894444444 0.0068966667 0.0010278333 0.0748 0.0030122222 0.0015306667 0.0023998333 0.000571 0.0026246667 0.0024083333 0.0027577778 0.0007003333 0.0010596667 0.0003558333 0.0011836667 0.0020032222 0.0004656667 0.0048611111 0.00658 0.0425 0.01826 0.0006973333 0.0025245
28NOV2001 0.0318911111 0.0675333333 0.1811333333 0.0738888889 0.0486222222 0.0826955556 0.1174888889 0.0003966667 0.4930333333 0.0888888889 0.0894444444 0.0083966667 0.0009926667 0.0748 0.0027322222 0.0027306667 0.0047823333 0.000531 0.0030266667 0.0024083333 0.0030677778 0.0007853333 0.0025366667 0.0112016667 0.0012726667 0.0000522222 0.0004626667 0.0051211111 0.00658 0.0443 0.00323 0.0009143333 0.0025245
29NOV2001 0.0367911111 0.0887333333 0.2013333333 0.0880888889 0.0446222222 0.1194955556 0.1656888889 0.0468133333 0.4930333333 0.0888888889 0.0894444444 0.0081066667 0.0025036667 0.0748 0.0026922222 0.0035406667 0.0017553333 0.00052 0.0031966667 0.0024083333 0.0033477778 0.0007943333 0.0008716667 0.0003558333 0.0013066667 0.0022012222 0.0004806667 0.0049311111 0.00658 0.044 0.0188 0.0008933333 0.0025245
30NOV2001 0.0398911111 0.0776333333 0.1901333333 0.0871888889 0.0430222222 0.0994955556 0.1261888889 0.0772133333 0.4930333333 0.0888888889 0.0894444444 0.0170266667 0.0021336667 0.0748 0.0026522222 0.0005076667 0.0023998333 0.000646 0.0024346667 0.0024083333 0.0027377778 0.0006913333 0.0024526667 0.0028616667 0.0012506667 0.0000522222 0.0004716667 0.0039711111 0.00658 0.0437 0.00323 0.0006943333 0.0025245
01DEC2001 0.1560911111 0.1721333333 0.2711333333 0.1562888889 0.1055222222 0.4424955556 0.2167888889 0.0577133333 0.4930333333 0.0888888889 0.0894444444 0.0092166667 0.0156936667 0.0748 0.0038422222 0.0023206667 0.0046623333 0.000939 0.0028966667 0.0024083333 0.0033177778 0.0007103333 0.0024406667 0.0003558333 0.0020166667 0.0008242222 0.0010036667 0.0058011111 0.00658 0.0446 0.0191 0.0009233333 0.003717
02DEC2001 0.0614911111 0.1445333333 0.2570333333 0.1464888889 0.1038222222 0.2892955556 0.2259888889 0.0486133333 0.4930333333 0.0888888889 0.0894444444 0.0206266667 0.0023736667 0.0748 0.0036122222 0.0017406667 0.0023998333 0.000518 0.0027066667 0.0024083333 0.0033577778 0.0010126667 0.0009046667 0.0106016667 0.0012606667 0.0021472222 0.0004696667 0.0052111111 0.00658 0.0428 0.0185 0.0006853333 0.0025245
03DEC2001 0.0552911111 0.1493333333 0.2531333333 0.1427888889 0.1045222222 0.2956955556 0.2441888889 0.0518133333 0.4930333333 0.0888888889 0.0894444444 0.0216266667 0.0026736667 0.0748 0.0036222222 0.0021406667 0.0023998333 0.000831 0.0028466667 0.0024083333 0.0034877778 0.0008203333 0.0024526667 0.0043816667 0.0013286667 0.0022462222 0.0004766667 0.0056511111 0.00658 0.00425 0.01973 0.0008023333 0.0025245
04DEC2001 0.0003188889 0.1099333333 0.2677333333 0.1359888889 0.0861222222 0.2514955556 0.2136888889 0.0573133333 0.4930333333 0.0888888889 0.0894444444 0.0081666667 0.0027536667 0.0748 0.0032122222 0.0013706667 0.0023998333 0.000748 0.0025406667 0.0043633333 0.0034477778 0.0006953333 0.0010596667 0.0043516667 0.0013216667 0.0022042222 0.0004766667 0.0053011111 0.00658 0.0437 0.01877 0.0007123333 0.0025245
05DEC2001 0.0003188889 0.1164333333 0.2442333333 0.1300888889 0.1122222222 0.2600955556 0.2652888889 0.0727133333 0.4930333333 0.0888888889 0.0894444444 0.0090166667 0.0018736667 0.0748 0.0033322222 0.0004923333 0.0023998333 0.000523 0.0025676667 0.0024083333 0.0037077778 0.0007153333 0.0024076667 0.0003558333 0.0012436667 0.0023272222 0.0004826667 0.0057811111 0.00658 0.00425 0.01931 0.0006833333 0.003747
06DEC2001 0.0549911111 0.0969333333 0.2022333333 0.0953888889 0.0506222222 0.1566955556 0.2401888889 0.0946133333 0.4930333333 0.0888888889 0.0894444444 0.0074166667 0.0010278333 0.0748 0.0031122222 0.0019406667 0.0023998333 0.000635 0.0027966667 0.0024083333 0.0030677778 0.0007433333 0.0010596667 0.0027016667 0.0014886667 0.0023422222 0.0007618333 0.0047011111 0.00658 0.00425 0.00323 0.0007893333 0.0025245
08DEC2001 0.0487911111 0.0727333333 0.1901333333 0.0976888889 0.0806222222 0.1812955556 0.1342888889 0.0218133333 0.4930333333 0.0888888889 0.0894444444 0.0091666667 0.0010278333 0.0985 0.0030522222 0.0020306667 0.0023998333 0.000541 0.0028366667 0.0024083333 0.0032377778 0.0007383333 0.0010596667 0.0131016667 0.0018166667 0.0024022222 0.0005166667 0.0053611111 0.00658 0.00425 0.00323 0.0009463333 0.0025245
09DEC2001 0.2143911111 0.1183333333 0.2557333333 0.1130888889 0.0527222222 0.2362955556 0.2316888889 0.0175133333 0.4930333333 0.0888888889 0.0894444444 0.0069966667 0.0025836667 0.0748 0.0033722222 0.0023506667 0.0043623333 0.000545 0.0028766667 0.0024083333 0.0033177778 0.0006873333 0.0008716667 0.0024016667 0.0012536667 0.0000522222 0.0007618333 0.0047411111 0.00658 0.0407 0.01745 0.0007623333 0.001308
10DEC2001 0.5728911111 0.2571333333 0.4744333333 0.2454888889 0.0419222222 0.9832955556 0.2052888889 0.0208133333 0.4930333333 0.0888888889 0.0894444444 0.0420266667 0.0010278333 0.0748 0.0044622222 0.0040506667 0.0023998333 0.000884 0.0033266667 0.0018073333 0.0039777778 0.0009713333 0.0025906667 0.0044016667 0.0019766667 0.0082522222 0.0004966667 0.0066011111 0.00658 0.00425 0.00323 0.0008973333 0.0025245
11DEC2001 0.4045911111 0.1912333333 0.3642333333 0.2338888889 0.0533222222 0.7662955556 0.2117888889 0.0246133333 0.4930333333 0.0888888889 0.0894444444 0.0102166667 0.0060136667 0.03592 0.0036922222 0.0038606667 0.0087123333 0.000706 0.0032766667 0.0024083333 0.0040277778 0.0008833333 0.0010596667 0.0003558333 0.0015616667 0.0031222222 0.0005216667 0.0066111111 0.00658 0.00425 0.00323 0.0008373333 0.0025245
12DEC2001 0.0820911111 0.1008333333 0.2048333333 0.0939888889 0.0606222222 0.1708955556 0.1567888889 0.0178133333 0.4930333333 0.0888888889 0.0894444444 0.0073566667 0.0010278333 0.0748 0.0027122222 0.0004923333 0.0046323333 0.000537 0.0026076667 0.0017473333 0.0029577778 0.0007213333 0.0010596667 0.0099516667 0.0012286667 0.0000522222 0.0004756667 0.0046411111 0.00658 0.0434 0.01865 0.0006893333 0.0025245
13DEC2001 0.0456911111 0.0800333333 0.2072333333 0.1259888889 0.0436222222 0.4484955556 0.2577888889 0.0203133333 0.4930333333 0.0888888889 0.0894444444 0.0066966667 0.0010278333 0.03511 0.0027422222 0.0014906667 0.0023998333 0.000517 0.0025966667 0.0024083333 0.0028577778 0.0006943333 0.0008806667 0.0088916667 0.0013706667 0.0020782222 0.0004626667 0.0043211111 0.00658 0.00425 0.00323 0.0008373333 0.0025245
14DEC2001 0.0679911111 0.0890333333 0.2023333333 0.0960888889 0.0494222222 0.1540955556 0.1824888889 0.0242133333 0.4930333333 0.0888888889 0.0894444444 0.0070566667 0.0011196667 0.0748 0.0029422222 0.0004923333 0.0023998333 0.000559 0.0025916667 0.0024083333 0.0029377778 0.0007093333 0.0010596667 0.0031516667 0.0013716667 0.0022912222 0.0010086667 0.0045611111 0.00658 0.0461 0.00323 0.0007193333 0.0025245
16DEC2001 0.0593911111 0.0982333333 0.1990333333 0.0961888889 0.0559222222 0.1280955556 0.1682888889 0.0228133333 0.4930333333 0.0888888889 0.0894444444 0.0068566667 0.0010278333 0.0748 0.0026522222 0.0011266667 0.0023998333 0.000609 0.0023796667 0.0024083333 0.0029177778 0.0010126667 0.0010596667 0.0030216667 0.0026666667 0.0025402222 0.0004906667 0.0041211111 0.00658 0.047 0.00323 0.0006553333 0.0025245
17DEC2001 0.1145911111 0.0978333333 0.1999333333 0.0971888889 0.0457222222 0.1528955556 0.2005888889 0.0269133333 0.4930333333 0.0888888889 0.0894444444 0.0075866667 0.0023736667 0.0748 0.0028122222 0.0017006667 0.0023998333 0.000536 0.0026966667 0.0024083333 0.0029877778 0.0018293333 0.0010596667 0.0003558333 0.0013406667 0.0023032222 0.0004876667 0.0046811111 0.00658 0.0521 0.00323 0.0007263333 0.0025245
18DEC2001 0.1921911111 0.1173333333 0.2357333333 0.1093888889 0.0432222222 0.2480955556 0.1891888889 0.0003966667 0.4930333333 0.0888888889 0.0894444444 0.0076866667 0.0060336667 0.0748 0.0033522222 0.0021106667 0.0023998333 0.000782 0.0028966667 0.0042133333 0.0031977778 0.0011833333 0.0025366667 0.0040016667 0.0015446667 0.0022462222 0.0004626667 0.0052911111 0.00658 0.00425 0.00323 0.0007743333 0.0025245
19DEC2001 0.0735911111 0.0901333333 0.2004333333 0.0894888889 0.0450222222 0.1160955556 0.1670888889 0.0201133333 0.4930333333 0.0888888889 0.0894444444 0.0074066667 0.0010278333 0.0748 0.0033022222 0.0017106667 0.0023998333 0.000544 0.0027066667 0.0024083333 0.0030677778 0.0007233333 0.0010596667 0.0078316667 0.0012566667 0.0020722222 0.0007618333 0.0046311111 0.00658 0.044 0.01892 0.0007413333 0.0025245
20DEC2001 0.1850911111 0.1423333333 0.2647333333 0.1207888889 0.0419222222 0.2906955556 0.1897888889 0.0180133333 0.4930333333 0.0888888889 0.0894444444 0.0077866667 0.0081836667 0.0748 0.0039422222 0.0032006667 0.0023998333 0.000555 0.0031366667 0.0015283333 0.0033677778 0.0007873333 0.0010596667 0.0003558333 0.0016366667 0.0019342222 0.0007618333 0.0054111111 0.00658 0.0428 0.01838 0.0010673333 0.0025245
21DEC2001 0.1650911111 0.1595333333 0.3130333333 0.1452888889 0.0439222222 0.3574955556 0.1573888889 0.0184133333 0.4930333333 0.0888888889 0.0894444444 0.0217266667 0.0147936667 0.0748 0.0037822222 0.0031206667 0.0048423333 0.000601 0.0032666667 0.0044533333 0.0035977778 0.0014093333 0.0009646667 0.0003558333 0.0019866667 0.0008002222 0.0007618333 0.0060711111 0.00658 0.00425 0.00323 0.0010053333 0.001473
22DEC2001 0.0377911111 0.0913333333 0.2129333333 0.1111888889 0.1007222222 0.1620955556 0.1841888889 0.0436133333 0.4930333333 0.0888888889 0.0894444444 0.0195266667 0.0010278333 0.0748 0.0028322222 0.0004923333 0.0023998333 0.001174 0.0024716667 0.0024083333 0.0031177778 0.0006953333 0.0010596667 0.0093016667 0.0011786667 0.0020452222 0.0004586667 0.0046411111 0.00658 0.0431 0.01853 0.0006763333 0.0025245
23DEC2001 0.0322911111 0.0678333333 0.1977333333 0.0879888889 0.0885222222 0.0017733333 0.1151888889 0.0003966667 0.4930333333 0.0888888889 0.0894444444 0.0074066667 0.0007616667 0.0748 0.0029122222 0.0012506667 0.0023998333 0.000609 0.0024656667 0.0024083333 0.0029277778 0.0010126667 0.0010596667 0.0003558333 0.0019833333 0.0000522222 0.0007618333 0.0050411111 0.00658 0.047 0.02003 0.0007263333 0.0025245
24DEC2001 0.0435911111 0.0716333333 0.2125333333 0.0874888889 0.0635222222 0.0870955556 0.1206888889 0.0173133333 0.4930333333 0.0888888889 0.0894444444 0.0160266667 0.0010278333 0.0748 0.0027522222 0.0004923333 0.0023998333 0.000508 0.0024016667 0.0024083333 0.0030777778 0.0010126667 0.0010596667 0.0054916667 0.0011386667 0.0000522222 0.0007618333 0.0040611111 0.00658 0.00425 0.00323 0.0006523333 0.0025245
25DEC2001 0.0656911111 0.0892333333 0.2244333333 0.1046888889 0.1276222222 0.0017733333 0.1752888889 0.0240133333 0.4930333333 0.0888888889 0.0894444444 0.0069866667 0.0010278333 0.0748 0.0031122222 0.0004923333 0.0023998333 0.000531 0.0025066667 0.0024083333 0.0037377778 0.0010126667 0.0010596667 0.0083816667 0.0012456667 0.0022282222 0.0004696667 0.0045311111 0.00658 0.00425 0.00323 0.0007193333 0.0025245
26DEC2001 0.0479911111 0.0755333333 0.1945333333 0.0880888889 0.0550222222 0.0994955556 0.1358888889 0.0360133333 0.4930333333 0.0888888889 0.0894444444 0.0069966667 0.0010278333 0.0748 0.0029422222 0.0004923333 0.0023998333 0.000516 0.0024416667 0.0024083333 0.0029877778 0.0010126667 0.0010596667 0.0076016667 0.0012506667 0.0022432222 0.0004756667 0.0043011111 0.00658 0.0461 0.00323 0.0006623333 0.0025245
