,WEIGHTED PROFILES,,,,,,,,,,,,,,,,,,,,WEIGHTED PROFILES,,,,,,,,,,,,,,,,,,GOOD SMOKERS ONLY,,,,,,BAD SMOKERS ONLY,,,,NEW-DEFINED SMOKERS,,,BY YEAR,,,,,,,,,,,,,,,,MG/MGOC ALL,WEIGHTED PROFILES,,,,,,,,,,,,,,,,,,,MG/MGOC ALL,WEIGHTED PROFILES,,,,,,,,,,,,,,,,,,GOOD SMOKERS ONLY,,,,,,BAD SMOKERS ONLY,,,,NEW-DEFINED SMOKERS,,,BY YEAR,,,,,,,,,,,,,
unc,0.008191147,0.012062853,0.009682196,0.014929063,0.009369309,0.014844648,0.008411092,0.012710073,0.008598072,0.012319792,0.012848682,0.016967772,0.009808068,0.015861958,0.011923491,0.02874278,0.013574832,0.017375354,,,0.00895534,0.01384847,0.009682196,0.014929063,0.009369309,0.014844648,0.008930757,0.014172547,0.007362232,0.01125462,0.010692734,0.014135016,0.009808068,0.015861958,0.011923491,0.02874278,0.011956894,0.014529658,0.05580616,0.032112053,0.017875955,0.013788826,0.02180261,0.104474664,0.020563556,0.025117105,0.002962219,0.003564099,0.040777124,0.045283365,0.037528518,0.011923491,0.02874278,0.011758105,0.017858221,0.016736978,0.019336795,0.0266929,0.036587274,0.02180261,0.104474664,0.002962219,0.003564099,0.013945306,0.01587234,,,unc,0.008191147,0.012062853,0.009682196,0.014929063,0.009369309,0.014844648,0.008411092,0.012710073,0.008598072,0.012319792,0.012848682,0.016967772,0.009808068,0.015861958,0.011923491,0.02874278,0.013574832,0.017375354,,unc,0.00895534,0.01384847,0.009682196,0.014929063,0.009369309,0.014844648,0.008930757,0.014172547,0.007362232,0.01125462,0.010692734,0.014135016,0.009808068,0.015861958,0.011923491,0.02874278,0.011956894,0.014529658,0.05580616,0.032112053,0.017875955,0.013788826,0.02180261,0.104474664,0.020563556,0.025117105,0.002962219,0.003564099,0.040777124,0.045283365,0.037528518,0.011923491,0.02874278,0.011758105,0.017858221,0.016736978,0.019336795,0.0266929,0.036587274,0.02180261,0.104474664,0.002962219,0.003564099,0.013945306,0.01587234
EC/OC,0.331260861,0.312627054,0.322329036,0.286703261,0.315543632,0.279070307,0.323185442,0.301369624,0.344385504,0.376697548,0.362921515,0.430760375,0.313125852,0.258127234,0.202738668,0.394596099,0.372011275,0.432507631,,,0.311193438,0.265728615,0.322329036,0.286703261,0.315543632,0.279070307,0.309096901,0.266414357,0.268016837,0.207641204,0.206102829,0.110297189,0.313125852,0.258127234,0.202738668,0.394596099,0.206438353,0.090313439,0.145088245,0.018467684,0.151398168,0.028331026,0.274041148,0.378131061,0.404112016,0.560509077,0.019431718,0,1.145141005,2.456406377,1.893068067,0.202738668,0.394596099,0.332366354,0.242471726,0.343760421,0.405925384,0.345184957,0.51950918,0.274041148,0.378131061,0.019431718,0,0.206841022,0.067699265,,,EC/OC,0.331260861,0.312627054,0.322329036,0.286703261,0.315543632,0.279070307,0.323185442,0.301369624,0.344385504,0.376697548,0.362921515,0.430760375,0.313125852,0.258127234,0.202738668,0.394596099,0.372011275,0.432507631,,EC/OC,0.311193438,0.265728615,0.322329036,0.286703261,0.315543632,0.279070307,0.309096901,0.266414357,0.268016837,0.207641204,0.206102829,0.110297189,0.313125852,0.258127234,0.202738668,0.394596099,0.206438353,0.090313439,0.145088245,0.018467684,0.151398168,0.028331026,0.274041148,0.378131061,0.404112016,0.560509077,0.019431718,0,1.145141005,2.456406377,1.893068067,0.202738668,0.394596099,0.332366354,0.242471726,0.343760421,0.405925384,0.345184957,0.51950918,0.274041148,0.378131061,0.019431718,0,0.206841022,0.067699265
unc,0.011888176,0.016628355,0.013835826,0.019677718,0.013670385,0.01975454,0.012351027,0.01749952,0.012455855,0.017531318,0.018962589,0.025599234,0.014579878,0.020869375,0.020780731,0.054766873,0.019861186,0.02607875,,,0.012528589,0.017649369,0.013835826,0.019677718,0.013670385,0.01975454,0.012847913,0.01845889,0.010100135,0.013531705,0.01344538,0.014698537,0.014579878,0.020869375,0.020780731,0.054766873,0.014353307,0.014297876,0.044592089,0.025510659,0.019377957,0.013707396,0.027779858,0.090864633,0.030882588,0.043225047,0.003569561,0.003825443,0.097446086,0.219857166,0.16048653,0.020780731,0.054766873,0.016898961,0.022292637,0.022690715,0.027854328,0.029067064,0.050875112,0.027779858,0.090864633,0.003569561,0.003825443,0.015761621,0.014656448,,,unc,0.011888176,0.016628355,0.013835826,0.019677718,0.013670385,0.01975454,0.012351027,0.01749952,0.012455855,0.017531318,0.018962589,0.025599234,0.014579878,0.020869375,0.020780731,0.054766873,0.019861186,0.02607875,,unc,0.012528589,0.017649369,0.013835826,0.019677718,0.013670385,0.01975454,0.012847913,0.01845889,0.010100135,0.013531705,0.01344538,0.014698537,0.014579878,0.020869375,0.020780731,0.054766873,0.014353307,0.014297876,0.044592089,0.025510659,0.019377957,0.013707396,0.027779858,0.090864633,0.030882588,0.043225047,0.003569561,0.003825443,0.097446086,0.219857166,0.16048653,0.020780731,0.054766873,0.016898961,0.022292637,0.022690715,0.027854328,0.029067064,0.050875112,0.027779858,0.090864633,0.003569561,0.003825443,0.015761621,0.014656448
si,42.79365755,48.97991246,50.40161898,59.68227133,52.02279051,61.62492776,46.57773349,53.46881754,27.63355167,28.0454641,10.96384499,9.187208157,53.94176445,63.97506875,63.47042321,81.90256504,8.399141401,7.211149233,,,46.15368559,54.325652,50.40161898,59.68227133,52.02279051,61.62492776,49.31387838,58.15974668,36.6207658,41.44704733,16.62520712,13.93565935,53.94176445,63.97506875,63.47042321,81.90256504,11.95310622,9.15817473,26.76208227,8.009387346,2.7172809,1.663375263,4.481429214,3.572819186,3.950434627,5.3592728,6.42053626,3.577231991,18.90133467,17.60846482,16.17987741,63.47042321,81.90256504,52.28091786,61.91845279,4.893870657,4.902320261,28.49669296,34.64391882,4.481429214,3.572819186,6.42053626,3.577231991,6.346025248,3.751838597,,,si,0.042793658,0.048979912,0.050401619,0.059682271,0.052022791,0.061624928,0.046577733,0.053468818,0.027633552,0.028045464,0.010963845,0.009187208,0.053941764,0.063975069,0.063470423,0.081902565,0.008399141,0.007211149,,si,0.046153686,0.054325652,0.050401619,0.059682271,0.052022791,0.061624928,0.049313878,0.058159747,0.036620766,0.041447047,0.016625207,0.013935659,0.053941764,0.063975069,0.063470423,0.081902565,0.011953106,0.009158175,0.026762082,0.008009387,0.002717281,0.001663375,0.004481429,0.003572819,0.003950435,0.005359273,0.006420536,0.003577232,0.018901335,0.017608465,0.016179877,0.063470423,0.081902565,0.052280918,0.061918453,0.004893871,0.00490232,0.028496693,0.034643919,0.004481429,0.003572819,0.006420536,0.003577232,0.006346025,0.003751839
,0.9993661,1.48983044,1.294954851,2.074709815,1.313473692,2.142167851,1.101680401,1.682459063,0.698558183,0.8417491,0.425152325,0.413798896,1.437730518,2.367698097,2.460919072,5.599831954,0.350751758,0.354338359,,,1.122478209,1.771255141,1.294954851,2.074709815,1.313473692,2.142167851,1.200170088,1.937487603,0.840124413,1.239580638,0.641261832,0.701177736,1.437730518,2.367698097,2.460919072,5.599831954,0.523545991,0.533865228,3.138319883,0.998663231,0.344652965,0.34036955,0.476052551,1.622434619,0.313184931,0.430997454,0.484469836,0.298678811,1.56910331,1.622600411,1.402967271,2.460919072,5.599831954,1.611935491,2.525537326,0.293230524,0.318648511,1.622806329,2.464058836,0.476052551,1.622434619,0.484469836,0.298678811,0.396285278,0.390331979,,,,0.008558732,0.009795982,0.010080324,0.011936454,0.010404558,0.012324986,0.009315547,0.010693764,0.00552671,0.005609093,0.002192769,0.001837442,0.010788353,0.012795014,0.012694085,0.016380513,0.001679828,0.00144223,,,0.009230737,0.01086513,0.010080324,0.011936454,0.010404558,0.012324986,0.009862776,0.011631949,0.007324153,0.008289409,0.003325041,0.002787132,0.010788353,0.012795014,0.012694085,0.016380513,0.002390621,0.001831635,0.005352416,0.001601877,0.000543456,0.000332675,0.000896286,0.000714564,0.000790087,0.001071855,0.001284107,0.000715446,0.003780267,0.003521693,0.003235975,0.012694085,0.016380513,0.010456184,0.012383691,0.000978774,0.000980464,0.005699339,0.006928784,0.000896286,0.000714564,0.001284107,0.000715446,0.001269205,0.000750368
al,0.647540064,0.429110451,0.745282286,0.481622728,0.78051105,0.460002897,0.709681456,0.423137825,0.476860864,0.315105776,0.269560345,0.232619687,0.809710404,0.402688235,1.173764969,0.753793859,0.225063751,0.219573748,,,0.696102278,0.505194086,0.745282286,0.481622728,0.78051105,0.460002897,0.748172733,0.476033791,0.616566371,0.57454212,0.404116203,0.731135029,0.809710404,0.402688235,1.173764969,0.753793859,0.327355394,0.729542309,0.01953946,0,0.05845605,0.317149064,0.454311436,4.484681001,0.205802393,0.164460135,0.123541104,0.058768482,0.074564199,0.439389939,0.330615568,1.173764969,0.753793859,0.746255641,0.362409915,0.168802168,0.178053598,0.422534932,1.118009122,0.454311436,4.484681001,0.123541104,0.058768482,0.235233224,0.727739943,,,al,0.00064754,0.00042911,0.000745282,0.000481623,0.000780511,0.000460003,0.000709681,0.000423138,0.000476861,0.000315106,0.00026956,0.00023262,0.00080971,0.000402688,0.001173765,0.000753794,0.000225064,0.000219574,,al,0.000696102,0.000505194,0.000745282,0.000481623,0.000780511,0.000460003,0.000748173,0.000476034,0.000616566,0.000574542,0.000404116,0.000731135,0.00080971,0.000402688,0.001173765,0.000753794,0.000327355,0.000729542,1.95395E-05,0,5.84561E-05,0.000317149,0.000454311,0.004484681,0.000205802,0.00016446,0.000123541,5.87685E-05,7.45642E-05,0.00043939,0.000330616,0.001173765,0.000753794,0.000746256,0.00036241,0.000168802,0.000178054,0.000422535,0.001118009,0.000454311,0.004484681,0.000123541,5.87685E-05,0.000235233,0.00072774
,0.106409869,0.188830402,0.127794133,0.231797045,0.129698333,0.243751452,0.114807174,0.21025314,0.074369952,0.153013416,0.080458832,0.183995653,0.139642095,0.264389439,0.27677576,0.925499153,0.080418856,0.182854409,,,0.116922807,0.210311845,0.127794133,0.231797045,0.129698333,0.243751452,0.122493906,0.229423558,0.107905378,0.178109867,0.168073251,0.195872223,0.139642095,0.264389439,0.27677576,0.925499153,0.178525765,0.177156214,1.08590112,0.387218761,0.286954493,0.126453328,0.185458834,1.079822089,0.06756905,0.273620257,0.036379647,0.039830016,0.263009861,0.165117199,0.667706884,0.27677576,0.925499153,0.156614018,0.274902971,0.092766572,0.199641419,0.170353119,0.196672464,0.185458834,1.079822089,0.036379647,0.039830016,0.19548686,0.177444441,,,,0.000129508,8.58221E-05,0.000149056,9.63245E-05,0.000156102,9.20006E-05,0.000141936,8.46276E-05,9.53722E-05,6.30212E-05,5.39121E-05,4.65239E-05,0.000161942,8.05376E-05,0.000234753,0.000150759,4.50128E-05,4.39148E-05,,,0.00013922,0.000101039,0.000149056,9.63245E-05,0.000156102,9.20006E-05,0.000149635,9.52068E-05,0.000123313,0.000114908,8.08232E-05,0.000146227,0.000161942,8.05376E-05,0.000234753,0.000150759,6.54711E-05,0.000145908,3.9079E-06,0.00000001,1.16912E-05,6.34298E-05,9.08623E-05,0.000896936,4.11605E-05,3.2892E-05,2.47082E-05,1.17537E-05,1.49128E-05,8.7878E-05,6.61231E-05,0.000234753,0.000150759,0.000149251,7.2482E-05,3.37604E-05,3.56107E-05,8.4507E-05,0.000223602,9.08623E-05,0.000896936,2.47082E-05,1.17537E-05,4.70466E-05,0.000145548
ti,0.034381337,0.034066907,0.038567193,0.042387097,0.041558851,0.04299796,0.038528989,0.03679202,0.030946688,0.016492207,0.023753985,0.00161332,0.041779303,0.044877612,0.101067366,0.030358577,0.019896997,0.000828659,,,0.037655258,0.038327562,0.038567193,0.042387097,0.041558851,0.04299796,0.040820526,0.040423435,0.041738701,0.026491727,0.042057837,0.003956026,0.041779303,0.044877612,0.101067366,0.030358577,0.03617253,0.002100155,0.031821407,0,0,0,0.055395117,0,0.018466308,0,0,0,0.012819525,0,0,0.101067366,0.030358577,0.031445385,0.046543214,0.015716212,0,0.038856175,0.021418451,0.055395117,0,0,0,0.029109457,0,,,ti,3.43813E-05,3.40669E-05,3.85672E-05,4.23871E-05,4.15589E-05,4.2998E-05,3.8529E-05,3.6792E-05,3.09467E-05,1.64922E-05,2.3754E-05,1.61332E-06,4.17793E-05,4.48776E-05,0.000101067,3.03586E-05,1.9897E-05,8.28659E-07,,ti,3.76553E-05,3.83276E-05,3.85672E-05,4.23871E-05,4.15589E-05,4.2998E-05,4.08205E-05,4.04234E-05,4.17387E-05,2.64917E-05,4.20578E-05,3.95603E-06,4.17793E-05,4.48776E-05,0.000101067,3.03586E-05,3.61725E-05,2.10016E-06,3.18214E-05,0,0,0,5.53951E-05,0,1.84663E-05,0,0,0,1.28195E-05,0,0,0.000101067,3.03586E-05,3.14454E-05,4.65432E-05,1.57162E-05,0,3.88562E-05,2.14185E-05,5.53951E-05,0,0,0,2.91095E-05,0
,0.309112707,0.49977426,0.369918167,0.61475567,0.381000018,0.641918276,0.338052019,0.552881881,0.241033797,0.381871911,0.281036829,0.437162302,0.40962532,0.692135924,1.039704887,2.531471806,0.27904262,0.43083416,,,0.341216668,0.567338749,0.369918167,0.61475567,0.381000018,0.641918276,0.360879405,0.607637105,0.361089749,0.620282971,0.612689984,1.081789353,0.40962532,0.692135924,1.039704887,2.531471806,0.649680025,1.116505275,2.729385174,0.808348597,0.64625554,0.919741893,1.250861963,8.508533627,0.351237679,0.595156858,0.163409578,0.243548381,0.431077541,0.943612129,0.575995038,1.039704887,2.531471806,0.445580618,0.714795778,0.325396463,0.465427237,0.550306235,1.021512254,1.250861963,8.508533627,0.163409578,0.243548381,0.711446756,1.184637005,,,,6.87627E-06,6.81339E-06,7.71345E-06,8.47743E-06,8.31178E-06,8.5996E-06,7.7058E-06,7.35841E-06,6.18935E-06,3.29846E-06,4.75081E-06,3.22819E-07,8.35587E-06,8.97553E-06,2.02135E-05,6.07172E-06,3.97941E-06,1.66033E-07,,,7.53106E-06,7.66552E-06,7.71345E-06,8.47743E-06,8.31178E-06,8.5996E-06,8.16411E-06,8.08469E-06,8.34775E-06,5.29835E-06,8.41157E-06,7.91268E-07,8.35587E-06,8.97553E-06,2.02135E-05,6.07172E-06,7.23451E-06,4.2015E-07,6.36429E-06,0.00000001,0.00000001,0.00000001,1.1079E-05,0.00000001,3.69328E-06,0.00000001,0.00000001,0.00000001,2.56392E-06,0.00000001,0.00000001,2.02135E-05,6.07172E-06,6.28908E-06,9.30865E-06,3.14326E-06,0.00000001,7.77124E-06,4.2837E-06,1.1079E-05,0.00000001,0.00000001,0.00000001,5.8219E-06,0.00000001
PHTHALIC ACID,0,0.026268001,0,0,0,0,0,0.011015627,0,0.046284483,0,0.068402019,0,0,0,0,0,0.074238694,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.529456628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,PHTHALIC ACID,0,2.6268E-05,0,0,0,0,0,1.10156E-05,0,4.62845E-05,0,6.8402E-05,0,0,0,0,0,7.42387E-05,,PHTHALIC ACID,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.003529457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
