6.24E-02	5.44E-02	1.31E-02	20.463	4.57E-02	0.24057	1.2271	2.2112	0.53337
6.29E-02	0.1434	1.88E-02	20.658	1.98E-02	0.36388	0.9272	3.4829	0.46886
1.27E-02	0.14798	7.45E-03	11.435	1.17E-02	0.27017	0.40907	2.0162	0.93266
5.81E-02	0.10867	2.16E-03	10.255	1.33E-02	0.4067	0.66981	2.6018	1.0671
0.14943	0.254	1.02E-02	10.637	0.17192	2.0692	0.98768	2.482	1.6001
0.24768	0.46186	1.46E-02	5.086	0.1454	1.1378	0.85448	1.0227	0.75355
2.71E-02	0.21079	1.01E-02	1.557	2.04E-02	0.21584	0.66007	1.7709	0.38623
0.27012	0.45448	2.04E-02	7.6206	0.14478	1.2315	0.97488	1.8685	0.47627
0.19163	39.103	1.1802	0.33399	2.88E-02	2.02E-03	6.03E-03	0.15538	2.52E-02
0.36193	4.6579	0.19652	3.907	0.12393	1.69E-02	1.7474	1.9285	1.4823
4.72E-02	0.23152	2.73E-02	6.1248	2.30E-02	0.15758	0.43582	1.6412	0.35037
0.11531	0.53959	7.65E-02	8.8107	0.33943	0.50952	0.29902	2.0472	0.36695
6.78E-02	0.21018	0.10579	7.1851	0.13306	1.4171	0.90581	1.4931	0.35036
5.05E-02	0.18928	2.03E-02	7.685	4.12E-02	2.354	1.6309	2.6257	0.44783
0.15528	0.18983	1.70E-02	5.3341	3.71E-02	0.33669	0.94259	1.9481	0.39406
0.74916	4.08E-02	9.48E-02	6.8217	0.2147	0.27506	1.2259	2.731	0.93354
3.12E-02	7.50E-02	1.39E-02	9.6532	1.18E-02	0.26328	1.1044	3.0908	0.23804
5.45E-02	5.68E-02	0.17078	19.374	3.37E-02	0.80025	0.78646	2.6736	0.13917
6.78E-02	2.84E-02	0.33619	3.8143	5.33E-02	0.35546	0.87302	1.2283	1.4643
7.28E-02	6.72E-02	2.26E-02	16.798	2.28E-02	0.41173	0.76307	2.2971	2.2425
0.14193	7.21E-02	0.2506	8.5261	8.59E-02	8.49E-02	0.93592	2.3673	0.80954
0.17446	4.74E-02	0.31065	7.1758	0.14254	0.28106	1.0977	2.6096	0.11664
3.43E-02	3.71E-02	9.40E-03	21.134	9.71E-03	0.17186	0.75852	1.0389	0.96168
5.75E-02	7.19E-02	6.18E-03	7.8133	4.38E-02	0.22302	0.60162	1.8327	0.32521
2.81E-02	2.76E-02	3.00E-02	14.539	2.75E-04	0.48859	0.83361	2.7531	0.29575
0.2777	3.60E-02	0.15445	13.416	0.59437	0.3733	0.31572	2.155	0.70857
9.47E-02	4.02E-02	2.88E-02	14.108	3.78E-02	0.10473	0.49335	0.87439	1.313
6.04E-02	2.02E-02	2.21E-02	27.115	2.04E-02	0.19286	1.9477	1.7491	1.37E-03
6.48E-02	3.93E-02	4.53E-02	19.284	5.00E-03	0.4672	0.73437	1.6663	0.41593
0.11202	5.57E-02	0.12612	8.4973	5.19E-02	0.24144	0.96713	1.1876	1.392
0.18281	8.04E-02	8.56E-02	9.3766	9.93E-02	0.16075	1.423	1.8084	0.29385
0.44916	5.93E-02	0.21208	3.4776	0.32455	0.24495	2.8656	2.6776	0.35982
7.53E-02	3.82E-02	0.14359	4.8944	7.03E-02	0.15609	0.58803	1.4812	0.32495
0.24549	5.81E-02	1.83E-02	4.4228	9.93E-02	0.2438	0.32242	1.4865	0.35244
0.35093	4.80E-02	0.1474	7.6279	9.20E-02	0.22711	2.1927	3.4191	0.61424
0.49196	4.67E-02	1.1993	6.8847	0.62029	0.97996	0.64681	2.5862	0.33437
0.15013	5.25E-02	0.14879	3.5654	6.40E-02	0.32162	1.0537	1.7282	0.77727
2.66E-02	4.71E-02	3.91E-02	7.902	1.97E-02	0.29994	0.92089	0.7836	2.0889
7.53E-02	7.06E-02	2.45E-02	8.4456	8.54E-02	0.26872	0.38168	0.85079	1.059
1.30E-02	4.25E-02	3.73E-02	6.8946	1.06E-02	7.08E-02	0.58755	1.52	0.82067
0.23528	6.19E-02	0.21858	8.1712	0.17875	0.10096	2.9293	3.1196	1.092
3.9541	2.26E-03	0.92457	10.403	0.68061	0.18099	0.71904	2.8657	1.2671
3.47E-02	0.1287	1.86E-02	12.967	5.22E-02	0.4001	0.91973	3.4821	0.96142
0.2411	0.1616	0.40131	10.727	0.24046	0.51925	0.53826	3.0282	0.38739
4.73E-02	4.75E-02	8.79E-02	5.9924	2.91E-02	0.32271	0.85706	1.8551	0.65221
0.15372	6.91E-02	2.33E-02	4.9714	0.14296	0.23062	0.96799	1.1847	0.4279
5.05E-02	9.57E-02	9.70E-03	10.546	2.65E-02	0.23804	0.76387	1.723	0.62032
0.57106	3.75E-02	0.66189	19.884	5.77E-02	0.25932	1.2482	3.0951	1.1959
0.29118	5.89E-02	0.54571	18.017	0.25081	0.28401	1.3511	2.8659	1.2518
0.178	5.92E-02	0.20286	13.709	3.42E-02	0.4573	1.2623	3.0182	0.24952
1.13E-02	4.79E-02	2.91E-02	21.91	8.79E-03	0.27879	0.49471	2.3089	0.59164
1.07E-02	6.61E-02	1.88E-02	6.8044	9.09E-03	0.36807	0.31053	3.028	0.20045
5.37E-02	6.28E-02	2.41E-02	2.66	0.11666	0.5055	0.25116	2.0426	0.22239
4.66E-02	3.87E-02	9.21E-02	1.9961	8.95E-02	0.13031	0.33426	1.5551	0.59537
0.30163	3.85E-02	0.47028	3.2923	0.25665	0.11166	0.82891	1.9233	1.0009
0.22102	4.71E-02	0.99682	4.6846	9.35E-02	0.298	2.4104	3.5342	1.6174
8.68E-02	6.70E-02	9.33E-02	11.036	0.17072	0.27976	1.8718	2.9602	1.4649
0.1301	5.36E-02	9.46E-02	13.002	0.10351	0.37353	1.9144	2.2857	1.5327
3.75E-02	3.67E-02	8.95E-03	2.6685	2.91E-02	0.26365	0.42529	1.0905	0.2025
4.53E-02	8.75E-02	2.54E-02	4.4604	4.38E-02	0.41527	0.77302	2.4797	0.54353
0.24364	9.68E-02	0.34203	13.287	4.71E-02	0.24352	1.4666	2.9717	0.8281
0.37917	0.15077	0.61681	15.517	9.14E-02	0.29873	1.2088	4.196	2.3383
0.11409	0.18406	0.16909	14.584	5.30E-02	0.29663	0.72014	1.5026	2.0805
6.89E-02	1.15E-02	0.30024	12.069	0.17937	0.19136	0.7526	1.0204	1.2105
0.88245	3.98E-04	0.82394	9.3461	0.32776	6.71E-02	0.52084	3.6643	1.3935
5.89E-02	4.78E-02	0.40116	3.9129	2.97E-02	0.11527	0.56043	1.582	0.55204
0.12872	8.08E-02	5.29E-02	3.7143	6.06E-02	0.27364	1.3228	5.2334	0.75755
7.80E-02	8.64E-02	4.22E-02	4.2859	0.10107	0.21232	0.29748	2.3299	0.46836
0.13244	6.29E-02	8.53E-03	1.1101	6.62E-02	0.17314	0.61515	1.8095	0.13956
0.16983	9.36E-02	3.99E-02	1.0766	0.23252	0.208	0.8451	3.1327	0.53457
0.41329	2.58E-02	0.42263	1.0135	0.14395	0.13109	1.0321	4.1002	0.54999
1.1167	2.98E-02	0.39051	1.5968	0.22075	0.20302	1.4072	6.2732	0.75745
4.92E-02	3.40E-02	8.86E-02	3.8334	6.39E-02	0.16313	1.5903	2.7266	1.3464
0.10252	5.67E-02	2.92E-02	3.7721	4.27E-02	0.15535	1.0207	3.5073	1.4322
0.34747	9.71E-02	7.35E-02	5.5562	0.12349	0.24342	1.5001	4.6951	2.1659
0.30045	6.36E-02	0.45579	7.5788	0.3463	0.6228	1.5567	4.2281	1.3719
2.3445	1.06E-02	0.3005	6.2718	0.59886	0.49551	1.188	5.9915	0.43449
0.31303	8.90E-02	0.24149	6.5385	0.35952	0.57469	1.4061	4.4231	0.28283
0.39395	0.13551	0.3507	11.049	0.50147	0.44934	0.77991	3.0666	0.51198
1.8714	0.16867	0.54579	2.9329	0.28532	0.11719	0.40153	1.9217	1.76E-04
2.85E-02	7.78E-02	0.19452	3.4096	2.13E-02	0.18029	0.69632	1.6286	1.1357
1.71E-02	0.12899	3.56E-03	6.9137	2.68E-02	0.23423	0.41705	1.415	0.85571
3.43E-02	1.47E-04	7.17E-02	4.4366	1.70E-02	5.68E-02	0.34226	0.64125	1.852
2.19E-03	9.06E-03	9.22E-03	3.1319	6.39E-03	4.75E-02	0.25345	0.29566	1.7988
1.67E-02	3.30E-02	0.26283	1.9832	3.09E-02	0.16702	0.39335	1.0792	0.44756
9.98E-02	2.79E-02	0.82879	0.90126	6.90E-02	0.18559	1.0579	1.6142	0.3811
1.98E-02	1.71E-02	3.88E-02	1.0605	4.65E-02	0.13674	0.66538	1.4823	0.54308
2.09E-02	5.46E-02	0.31122	2.1467	7.01E-02	0.34071	0.29383	2.2541	0.467
0.24165	0.13407	0.53625	2.4195	0.17346	0.37344	1.4534	3.634	1.7134
0.43624	0.20868	1.0472	6.8947	9.83E-02	0.38325	1.3258	3.4173	1.7647
0.19932	0.16816	0.21397	10.132	0.16993	0.36468	0.4251	1.1521	1.3948
4.43E-02	0.17318	0.82461	10.868	3.43E-02	0.36558	0.61504	2.5006	1.6066
0.17835	0.10318	0.63766	5.7434	0.13844	0.15723	0.50915	1.2624	0.3519
1.16E-02	5.38E-02	5.56E-02	3.0187	1.23E-02	0.25234	0.28588	1.1733	0.48775
8.64E-03	3.58E-02	1.89E-02	1.4593	8.40E-03	0.22868	0.27346	1.0755	0.1005
1.01E-02	2.21E-02	7.28E-03	1.9536	9.61E-03	0.2201	0.27947	1.3348	0.24256
5.25E-02	8.28E-02	1.39E-02	2.1769	3.03E-02	0.17247	0.64972	2.2302	2.273
0.18474	0.24903	1.16E-02	2.311	6.54E-02	0.17969	0.65519	3.0795	2.7974
5.14E-02	0.13899	2.39E-02	3.7317	2.37E-02	0.53362	0.26498	2.7915	0.85637
8.43E-02	0.2861	2.66E-02	4.9054	8.50E-02	0.64002	0.9041	3.681	1.6047
2.96E-02	0.2837	0.14544	6.5098	2.82E-02	0.26128	0.28302	2.0207	0.35699
4.09E-02	0.1001	0.84919	2.1397	8.84E-02	0.20412	1.6576	3.0842	0.65911
0.17656	0.18669	0.11992	1.0905	0.10563	0.72775	2.5637	4.0278	1.4926
1.178	0.18472	0.10721	0.85273	0.25407	0.23666	1.3084	3.7905	1.2956
4.64E-02	0.16222	4.97E-02	2.2742	4.55E-02	0.3556	1.5057	6.3683	1.5168
0.18187	0.15361	1.4038	4.4091	0.32187	0.50932	1.7735	6.1359	1.7533
0.34632	0.25572	0.12194	5.4449	0.10214	0.27203	0.60528	3.2867	3.725
0.22338	8.97E-02	0.66286	2.151	0.19196	0.19133	1.6922	4.7952	3.3527
0.1977	0.27978	3.35E-02	1.6589	9.54E-02	0.20176	0.93754	2.918	3.8237
0.1381	0.18838	6.90E-02	2.7851	6.22E-02	0.25185	2.5604	3.4499	3.0427
5.40E-02	0.20115	0.29287	7.9558	4.70E-02	0.50641	1.4065	3.8004	1.6171
0.10231	0.31361	3.76E-02	12.303	5.61E-02	0.60754	0.7838	3.8599	5.5014
0.29559	0.29438	0.15405	14.67	0.34434	0.44238	1.305	3.2464	4.991
7.38E-03	0.11502	1.59E-02	3.3265	5.35E-02	0.25027	0.45448	1.7245	1.8173
3.95E-02	9.14E-02	7.14E-02	0.14855	6.31E-02	0.22281	1.3278	3.9354	3.114
1.09E-02	1.48E-02	5.65E-02	2.2628	2.84E-02	0.15354	0.5253	0.97598	1.7978
4.34E-02	4.39E-02	1.20E-02	3.7127	0.15456	0.22899	1.5151	0.27027	4.4287
4.55E-02	0.11903	3.26E-02	1.946	0.15875	0.19153	2.2508	0.22529	0.83637
3.76E-02	2.54E-02	0.12337	2.181	2.69E-02	5.21E-02	0.28315	0.39625	1.0736
0.5914	4.35E-02	0.48724	2.7804	0.13175	0.17881	0.9591	1.8184	6.7692
4.47E-02	7.74E-02	1.70E-02	3.6075	2.63E-02	0.12292	0.54364	2.493	6.1875
4.62E-02	0.10452	0.33505	4.5942	7.21E-02	0.2041	0.85855	2.448	2.5264
6.03E-02	0.12153	0.23869	5.2849	2.92E-02	0.1742	0.31095	1.3794	0.78611
1.78E-02	0.1591	1.94E-02	11.397	1.50E-02	0.23823	0.32067	1.5235	1.265
0.1381	5.01E-02	8.93E-02	1.5122	5.86E-02	0.12269	0.82661	1.1474	1.6019
0.35824	6.11E-02	5.18E-03	5.1711	0.15138	0.13788	0.88313	0.74596	1.6729
5.68E-02	7.51E-02	4.67E-02	0.57064	7.48E-02	0.1273	1.1084	2.0232	3.9211
0.52828	0.15933	0.3958	1.7097	0.1065	0.21394	2.156	3.9718	6.7881
0.17789	0.15935	0.17997	6.8262	8.79E-02	0.30552	2.1735	1.691	12.02
2.88E-02	3.92E-02	2.34E-02	3.509	2.15E-02	0.13475	0.53357	0.43525	3.2679
6.48E-02	3.19E-02	3.74E-02	3.0914	3.13E-02	0.10972	0.4518	0.79597	3.0121
1.63E-02	3.93E-02	5.57E-03	3.0643	1.28E-02	0.10035	0.16611	0.2459	2.2466
4.20E-02	2.13E-02	1.33E-02	4.1356	3.39E-02	0.10083	0.66973	0.45613	5.5238
0.19863	5.22E-02	0.27139	2.7764	4.97E-02	0.13428	0.92165	1.7968	2.9004
4.54E-02	4.65E-02	2.75E-02	1.8605	5.09E-02	0.12025	0.61629	1.6786	2.8928
0.28639	8.46E-02	2.32E-02	0.81934	0.27466	0.14496	1.5753	3.4475	1.4626
0.56569	0.10892	5.85E-02	0.80611	0.20776	0.30379	1.5289	2.644	2.4613
1.25E-02	7.32E-02	3.52E-03	3.5044	1.99E-02	0.13799	0.26532	0.70543	2.0447
1.63E-02	2.58E-02	9.53E-04	3.2423	3.78E-02	0.20556	0.18095	0.6312	2.3054
1.31E-02	7.61E-02	1.32E-02	0.9222	1.66E-02	9.03E-02	0.20331	0.60365	2.3301
2.03E-02	0.1811	3.79E-03	2.0691	2.89E-02	0.13786	0.23256	1.0008	3.1904
8.38E-03	4.22E-02	5.79E-03	2.1771	1.40E-02	0.10565	0.19742	0.78001	3.2231
1.38E-02	5.01E-02	1.22E-02	1.4939	3.96E-02	1.4048	1.6497	1.4243	2.6946
2.72E-02	4.19E-02	1.02E-02	1.9789	8.54E-02	0.12236	0.48311	1.7481	2.4462
2.41E-02	3.79E-02	1.93E-02	1.7313	4.66E-02	0.1617	0.22085	1.0756	1.8049
7.53E-03	9.75E-02	2.13E-02	2.0796	6.21E-02	7.71E-02	0.16423	1.4938	2.2966
1.74E-02	0.13324	1.08E-02	4.3078	2.14E-02	8.15E-02	0.33099	1.2696	3.3918
8.23E-02	0.24301	3.82E-02	2.1778	0.16192	9.95E-02	0.76415	3.7027	3.8508
7.19E-02	0.12726	9.59E-02	2.4567	0.23195	0.251	0.60917	2.8128	9.1193
9.55E-02	0.13712	8.35E-02	3.2804	0.20534	0.18465	0.78839	4.6368	8.9523
0.19724	0.18266	9.83E-02	3.0827	0.20685	0.28125	0.32566	2.8069	3.5171
0.12812	0.17033	0.18334	3.1953	3.84E-02	0.25665	0.43659	1.0627	7.515
3.35E-02	4.33E-02	6.07E-02	5.8602	0.18386	0.12277	1.49E-03	0.83077	7.88
7.27E-02	0.12254	0.12436	3.6807	9.11E-02	9.57E-02	0.41847	1.7238	3.9607
0.15891	9.67E-02	0.95827	2.1914	2.03E-02	0.15542	0.72488	1.3769	2.7246
0.73669	0.27289	0.50552	2.55	4.1004	2.41E-03	0.55731	3.3657	3.1206
0.16321	0.17247	0.18444	1.4411	0.26499	0.29816	2.0025	4.1844	4.0409
0.1417	6.16E-02	0.31842	2.3358	0.29405	7.64E-02	0.97767	4.4782	5.68
0.11071	8.87E-02	0.12006	1.2666	8.99E-02	4.17E-02	0.35597	1.1678	3.3437
0.16267	0.10752	0.24404	1.5896	7.18E-02	4.85E-02	0.60102	2.0274	3.0744
1.60E-02	2.14E-02	0.65809	3.9686	0.13088	0.19119	0.21942	1.1212	2.8697
5.50E-02	7.77E-02	1.89E-02	1.7246	8.80E-02	0.16484	1.7055	3.5222	2.5648
2.63E-02	5.71E-02	0.10185	2.3076	4.50E-02	0.12478	0.57676	1.7324	3.5178
0.14465	6.16E-02	7.28E-02	3.606	0.17724	0.10763	0.69965	4.469	4.9024
0.23404	0.10841	0.26228	4.5378	0.1739	7.34E-02	1.3148	1.4453	9.3103
4.78E-02	4.10E-02	4.95E-02	5.9071	9.00E-02	9.31E-02	0.3281	9.67E-02	13.039
7.51E-02	9.93E-02	0.10361	7.4924	2.81E-02	8.52E-02	0.10831	0.8986	4.1294
8.61E-02	3.11E-02	0.69621	3.398	0.25301	0.11067	0.26779	2.273	3.1947
2.89E-02	6.28E-02	9.43E-03	1.5315	3.15E-02	0.64026	0.36944	1.6668	1.8064
0.11814	0.11645	7.56E-02	6.4773	8.30E-02	0.16416	0.64179	0.89548	4.7451
5.54E-02	0.112	4.02E-02	6.4224	5.28E-02	0.12853	0.74909	1.605	0.20188
0.56123	0.10652	0.40768	3.0842	0.19758	4.60E-02	0.42174	2.8113	5.6452
0.10983	9.90E-02	4.88E-02	1.4858	4.93E-02	0.1537	0.43566	1.8922	2.1658
1.74E-02	0.12696	4.37E-02	2.1999	2.65E-02	0.1623	0.30199	1.9933	2.0106
8.40E-02	0.22462	0.12579	5.3257	9.86E-02	0.25612	0.67189	3.3381	1.6562
0.15143	0.19627	2.90E-02	5.1207	0.16114	0.2082	4.24	3.1499	10.859
3.67E-02	3.06E-02	2.97E-02	2.2498	6.09E-02	9.43E-02	1.9813	0.21048	3.4906
2.17E-02	5.60E-02	2.34E-02	1.173	5.83E-02	0.10656	1.574	0.38541	1.5791
1.14E-02	3.63E-02	2.48E-02	2.8526	3.32E-02	7.81E-02	0.52076	0.81302	3.3989
7.06E-02	8.11E-02	4.70E-02	2.5344	6.29E-02	0.15983	0.85666	1.6227	4.0634
0.22949	6.53E-02	1.37E-02	1.9327	0.27989	4.89E-02	0.15722	0.72332	3.6638
5.81E-02	8.60E-02	1.48E-02	2.8474	9.65E-02	0.16812	1.4222	1.7603	5.0977
6.93E-02	0.11133	7.81E-03	0.5232	4.85E-02	9.72E-02	0.31785	3.5328	1.4579
0.1219	0.14061	4.64E-02	2.3903	3.47E-02	0.16035	0.36694	4.5514	3.6373
8.28E-02	0.13688	7.21E-02	3.1826	0.12237	0.19456	1.7444	3.4516	10.169
0.47725	5.17E-02	0.1865	4.3398	0.28335	9.85E-02	0.52986	1.3692	4.5205
9.29E-03	5.42E-02	5.97E-03	4.2964	2.97E-02	0.23497	0.31024	1.777	2.4197
9.55E-03	8.35E-03	1.57E-02	4.1756	1.07E-02	9.86E-02	0.12265	0.13118	3.2542
3.21E-02	1.92E-03	0.55483	1.8989	3.21E-02	0.10728	0.30189	1.1942	3.4222
3.69E-02	3.77E-02	8.40E-03	0.96112	4.05E-02	0.39815	0.55211	1.269	1.0638
5.75E-02	5.35E-02	3.01E-02	1.7299	3.23E-02	0.22716	0.85223	2.6808	2.4184
0.11011	4.72E-02	0.71548	2.2636	9.59E-02	0.17204	0.53857	2.4552	2.3766
0.31266	6.14E-02	1.0694	2.0117	6.09E-02	0.20592	0.63591	1.4397	2.7222
0.32687	8.28E-02	4.68E-02	1.6549	0.18356	0.13144	0.32919	1.6852	1.2886
1.25E-02	6.11E-02	8.88E-03	1.9451	0.11426	0.16603	1.4623	1.3074	2.6912
1.58E-02	7.54E-02	3.76E-03	2.3628	2.40E-02	0.17936	0.25911	1.9444	3.2284
1.88E-02	9.86E-02	5.03E-02	3.8615	1.45E-02	0.11498	0.18353	0.73993	1.3201
7.25E-03	2.49E-02	0.21468	4.5643	4.13E-02	0.1531	0.29531	0.35871	3.2492
4.21E-02	1.93E-02	6.12E-03	6.4256	1.45E-02	0.10033	0.28155	0.5127	3.3342
0.6179	5.57E-02	1.30E-02	3.9032	0.15541	0.18268	0.88536	2.4599	3.3662
0.14456	8.98E-02	4.42E-02	2.6432	8.24E-02	0.1958	0.50471	2.4744	3.4596
6.38E-02	7.81E-02	8.22E-03	4.6485	2.63E-02	0.25692	0.31214	1.6798	2.2838
3.83E-02	4.57E-02	0.20685	5.3499	6.46E-02	8.97E-02	0.29687	0.69145	4.1751
1.33E-02	1.93E-02	9.05E-04	3.0185	1.18E-02	0.10565	0.1203	0.66344	2.3791
3.19E-02	3.26E-02	1.31E-02	1.3873	2.05E-02	0.18551	0.54796	1.2829	2.8305
0.17535	0.12729	1.1167	1.3275	9.64E-02	0.16111	1.4657	3.4942	4.4479
2.88E-02	0.11667	3.64E-04	1.8399	4.32E-02	0.26214	0.93279	1.6417	3.5964
1.78E-02	9.93E-02	8.40E-02	2.9135	3.80E-02	0.25332	0.25592	0.54791	4.0053
1.79E-02	5.37E-02	6.75E-04	1.4969	6.74E-03	0.25795	0.13828	0.58686	2.3432
3.66E-02	4.11E-02	0.1483	2.8225	0.128	0.10355	0.12501	1.3655	3.8875
0.18265	8.94E-02	1.5612	3.0953	8.00E-02	0.23514	0.40996	1.9282	3.6717
7.60E-03	0.11667	2.4019	4.7642	3.13E-02	0.27083	0.37214	1.5497	1.4579
3.63E-02	0.11158	0.43151	5.3614	2.55E-02	0.29802	0.61272	1.3392	2.4138
6.55E-03	0.10374	5.06E-04	4.0745	9.23E-03	0.27607	0.2487	1.6458	0.51453
1.40E-02	2.77E-02	4.57E-02	2.8854	1.24E-02	0.26943	0.12563	0.46529	0.73584
5.15E-02	4.41E-02	0.13359	2.5968	4.80E-02	0.19793	0.27896	1.124	2.9309
5.62E-02	0.11265	7.86E-02	3.5084	3.12E-02	0.47152	0.39954	1.2479	3.1104
2.74E-02	6.36E-02	0.17509	5.8198	0.16772	0.11777	1.9973	0.81045	7.4337
0.29265	5.82E-02	0.25642	11.584	1.05E-02	0.14572	0.54475	1.0553	3.6373
1.34E-02	4.69E-02	0.20335	6.2085	5.62E-02	0.44784	0.35171	1.0452	3.6767
2.28E-02	3.62E-02	2.55E-02	3.8083	8.88E-02	0.1519	0.80548	1.5443	5.7277
2.74E-02	2.53E-02	1.07E-02	6.23	3.60E-02	1.47E-02	0.92764	0.45701	3.1972
3.81E-02	3.07E-02	1.87E-02	11.776	4.21E-02	4.86E-02	0.45489	0.64154	5.571
6.76E-02	2.16E-02	3.01E-02	12.331	5.77E-02	0.16771	0.76217	0.62516	6.6779
7.24E-02	3.13E-02	2.51E-02	7.0054	6.96E-02	4.19E-02	0.96325	0.2991	8.6934
5.81E-02	2.28E-02	0.11029	8.9096	0.21483	4.30E-02	0.98566	1.69	6.7973
6.46E-02	2.33E-02	9.81E-02	4.2723	0.32372	0.14377	0.18813	3.03	3.933
0.20703	6.71E-02	2.2195	2.8345	3.39E-02	0.39347	0.21658	1.6534	1.1065
3.93E-02	5.15E-02	3.09E-02	4.8093	0.12695	0.13213	0.63848	1.3453	6.3572
6.38E-06	1.96E-04	4.63E-06	1.86E-05	7.81E-02	2.16E-05	7.82E-06	4.30E-06	1.73E-05
5.36E-02	8.60E-02	1.46E-02	10.616	3.68E-02	0.22988	1.2405	1.1845	4.4734
3.08E-02	6.92E-02	4.33E-02	4.9824	0.10442	0.21724	2.1851	1.4276	6.6517
0.81547	8.85E-02	1.93E-02	2.2106	0.13336	0.39815	1.1081	1.4488	4.0332
3.16E-02	6.53E-02	7.80E-03	2.0482	4.04E-02	0.72289	0.92499	1.4847	2.6251
5.36E-02	7.67E-02	0.13029	4.3742	3.88E-02	0.65737	1.1436	1.4239	3.1841
3.20E-02	1.82E-02	0.91329	5.877	0.17186	0.30512	0.46564	1.4024	5.1851
3.74E-02	3.91E-02	2.49E-02	5.4125	0.13764	0.15987	0.82135	2.015	3.4529
4.02E-02	8.78E-02	2.21E-02	2.2674	0.13952	0.36086	1.5875	3.2673	5.6865
2.58E-02	8.17E-02	0.17886	3.5958	6.69E-02	0.37122	3.2113	2.8185	7.3052
3.48E-02	6.52E-02	3.32E-04	5.0495	3.03E-02	0.35028	0.35832	1.3913	11.704
3.76E-02	0.10458	6.27E-03	5.8714	5.81E-02	0.5351	0.32088	1.5875	8.4025
1.64E-02	5.31E-02	0.36964	7.0172	6.28E-02	0.33062	0.44028	1.0609	2.8403
