SummerSecondary,WinterSecondary,Mobile,SteelMill,Soil,ZincSmelter,Fireworks,CopperSmelter,LeadSmelter
3.0442,0.62056,1.5187,0.4757,0.6525,0.17198,0.11424,0.1846,0.038603
6.1413,0.96049,0.76809,0.32338,0.53022,0.068741,0.16289,0.20927,0.040007
1.0257,0.25093,0.83819,0.28188,0.23161,0.026866,0.03005,0.023973,0.00070655
2.8917,1.3406,1.8453,0.64533,0.44017,0.076668,0.072601,0.0045649,0.018198
8.6586,0.7922,1.0546,0.22249,0.56235,0.0093893,0.10453,0.0015949,0.0025298
5.8604,1.0806,0.88836,0.56144,0.57811,0.52672,0.093502,0.019221,0.0056977
3.4592,0.42308,0.77259,0.36908,0.22719,0.031611,0.022836,0.0044365,0.013251
2.5661,0.53303,1.5835,0.78311,0.314,0.15365,0.062162,0.030688,0.044372
3.4654,0.72143,1.4052,0.33428,0.6569,0.77189,0.29003,0.57956,0.18293
4.9807,1.4286,1.6481,0.48918,0.73053,1.1674,0.32662,1.061,0.2865
3.6801,3.4375,0.3344,1.0631,0.11535,0.25226,0.031486,0.0044312,0.11609
2.712,0.043017,1.7104,0.78901,0.15809,0.6798,0.028923,0.032645,0.052728
2.3157,1.416,1.3503,0.57895,0.36329,0.14052,0.07721,0.033295,0.074777
3.6059,1.7735,1.6166,0.89333,0.37653,0.1049,0.060283,0.083384,0.060592
2.8597,1.6818,1.0548,0.701,0.14708,0.068012,0.0435,0.02807,0.045436
7.772,2.5246,1.2871,0.24686,0.22341,0.09926,0.034044,0.0035036,0.020727
9.4643,0.87329,4.2085,0.34774,0.42918,0.51336,0.1412,0.51247,0.079942
7.6733,3.8358,1.1594,0.90915,0.36858,0.34114,0.085387,0.12656,0.041061
7.4968,1.1606,0.87864,0.28456,0.27008,0.10082,0.082952,0.035057,0.042972
3.1261,2.0727,2.0149,0.74788,0.14901,0.11347,0.046955,0.029007,0.039772
7.2068,4.1292,1.6399,0.3373,0.25471,0.11003,0.047119,0.20179,0.012627
3.766,2.9315,1.3523,0.35908,0.22904,0.078385,0.044478,0.25244,0.10131
9.1726,4.3961,3.1349,0.56202,0.2481,0.07179,0.059491,0.023702,0.024388
11.203,0.92774,2.6378,0.34542,0.33197,0.85776,0.081112,0.072896,0.14518
7.6152,0.82379,3.1902,0.34865,0.37814,0.58781,0.071616,0.072538,0.054228
12.577,0.75735,1.6381,0.17086,0.34537,0.36484,0.074028,0.00011313,0.074671
10.444,0.26837,2.9067,0.35688,0.47429,0.52292,0.086504,1.3228,0.1137
9.8937,0.44879,3.5766,0.46952,0.41797,0.59167,0.15178,0.13359,0.068754
4.5828,3.027,0.61774,0.55333,0.15186,0.25854,0.1274,0.016623,0.067401
9.0216,2.7548,0.76832,0.91981,0.14932,0.33195,0.040937,0.010132,0.018203
13.234,4.4083,1.135,0.89139,0.12986,0.03428,0.024562,0.053964,0.060913
15.491,0.85915,2.4055,0.43124,0.22974,0.0252,0.087456,0.016796,0.0045179
12.685,1.1675,1.8804,0.42772,0.29217,0.11372,0.38899,0.0045334,0.015523
7.2224,0.99123,1.6847,0.21192,0.19497,0.058839,0.089418,0.024306,0.020744
4.8216,0.9793,0.75973,0.13288,0.20202,0.061225,0.11853,0.16664,0.016015
2.8529,0.92956,1.2945,0.5232,0.18913,0.31043,0.033818,0.062876,0.062142
4.1231,0.26018,1.1028,0.48976,0.16814,0.035624,0.039727,0.065396,0.040937
1.5878,0.12866,1.1705,0.30722,0.17258,0.010928,0.017198,0.0091994,0.010187
1.7799,0.33598,1.3645,0.37217,0.22362,0.078852,0.031898,0.0041958,0.017443
3.3381,0.4447,2.0768,0.95235,0.29459,0.19448,0.067282,0.018814,0.049593
4.5475,1.026,2.3305,0.73746,0.24064,0.087694,0.30569,0.48095,0.048724
7.7263,0.57995,1.9242,0.34993,0.25507,0.033717,0.17556,0.074986,0.043284
14.107,0.84432,2.116,0.21441,0.27119,0.04887,0.41921,0.04584,0.0078986
16.507,0.67843,2.4737,0.27571,0.31933,8.1069e-05,0.16065,0.012739,0.0034483
20.542,0.53909,3.3556,0.36483,0.34823,0.10646,0.1157,0.031028,0.012636
25.987,0.79079,4.2714,0.56894,0.32248,0.04009,0.17654,0.40593,0.065907
22.265,0.051979,4.1868,0.4818,0.39746,0.0033825,0.086565,0.016853,0.00028645
11.717,0.36215,2.0679,0.47289,0.23206,0.019806,0.07215,0.034858,0.013391
6.4695,0.10528,2.4548,0.83581,0.29859,0.097524,0.11791,0.17065,0.03801
7.8653,0.66189,0.95102,0.4669,0.21425,0.5568,0.060555,0.25581,0.13001
6.2295,0.57625,1.7421,0.74776,0.29329,2.1382,0.12308,0.31496,0.12172
6.0843,0.90419,1.6625,2.0128,0.17218,0.28193,0.087819,0.018876,0.041807
8.9926,1.0556,1.8058,0.42423,0.4903,0.049124,0.11578,0.10459,0.011237
0.71706,0.48499,0.10014,3.1534,7.6333,0.22948,0.14918,0.011519,0.00055887
0.021769,0.42794,0.75536,6.3572,12.991,0.00092142,0.24977,0.086831,0.010636
9.3949,0.0030855,2.555,3.9068,5.6106,0.65363,0.5019,0.078602,0.020253
16.166,3.3437,1.0928,2.2143,2.3861,0.17756,30.313,0.80378,0.0031805
26.696,4.4145,1.8528,4.4781,4.7297,0.010454,27.446,1.0126,0.15093
13.667,0.27883,1.4082,1.1987,1.1067,0.022911,0.46521,0.01966,0.040343
8.74,0.57625,4.3193,0.61523,0.41072,0.043575,0.62332,0.042272,0.038691
19.215,0.7442,3.3643,0.95842,0.80655,0.12994,0.52321,0.020627,0.048882
19.764,0.025404,3.6292,0.74801,1.0957,0.18044,0.15829,0.0075955,0.12485
13.217,3.4968,1.1911,0.58687,0.17483,0.062574,0.061488,0.011333,0.047198
17.1,1.9146,1.2394,0.95962,0.11951,0.053869,0.079531,0.0012049,0.051658
15.299,0.82717,1.5589,0.58589,0.2579,0.22377,0.040732,0.039552,0.07457
20.57,0.61619,1.8729,0.8914,0.20322,0.15093,0.1313,0.0013566,0.052634
25.14,0.062678,2.6844,1.2045,0.56591,0.18932,0.074929,0.026269,0.055507
34.192,0.3813,2.089,1.7,0.18924,0.070815,0.073066,0.017891,0.030792
20.09,1.4509,2.1314,0.47977,0.34389,0.063819,0.05681,0.035777,0.15587
3.2071,0.38887,1.1933,1.0047,0.16998,0.14582,0.028632,0.10458,0.10809
6.5953,0.53851,1.2297,2.1612,0.25514,0.208,0.062137,0.060707,0.22205
7.1141,0.42601,1.0237,1.3317,0.49463,0.037551,0.078155,0.017158,0.19106
6.769,0.44971,1.1266,1.6273,1.1045,0.2588,0.081939,0.035299,0.079851
6.1355,0.27167,1.7911,3.0384,1.0185,0.28815,0.036669,0.5613,0.17289
6.8896,0.61123,0.79742,0.46173,0.64448,0.72363,0.30559,0.57038,0.24336
7.9526,0.76958,1.6339,1.8243,0.17827,0.33223,0.057083,0.012467,0.12973
17.358,1.171,2.2553,0.74151,0.20948,0.079719,0.031728,0.26527,0.056714
13.548,0.35948,1.203,0.88547,0.25319,0.072397,0.025401,0.44439,0.027918
13.244,0.23189,1.3693,0.44199,0.58527,0.031582,0.075464,0.35096,0.014505
9.6588,0.16419,0.89208,0.33833,0.80324,0.0506,0.08066,0.12435,0.014809
3.221,0.24503,1.5632,1.5099,0.76673,0.48882,0.085142,0.13375,0.049041
3.5882,0.60471,0.87111,3.2709,0.22133,1.0258,0.053579,0.2812,0.15432
6.8645,0.74493,2.5433,1.4076,2.8571,0.087034,0.068823,0.034382,0.01086
15.82,0.3728,1.9767,1.5181,1.7682,0.020197,0.081659,0.010661,0.0074225
24.24,0.88967,2.0115,0.57572,0.80794,0.0018256,0.069421,0.031636,0.0098192
23.981,0.72556,3.2945,0.79725,0.52937,0.12038,0.02664,0.35735,0.084698
11.18,1.1494,1.1045,0.5382,0.36221,0.098454,0.044647,0.040105,0.018736
5.503,0.43702,1.0387,0.30157,0.19521,0.060678,0.027655,0.01496,0.025302
8.526,0.55082,1.2782,0.90145,0.183,0.074669,0.034972,0.0048712,0.04037
18.914,0.35798,1.8873,1.6224,0.18393,0.039083,0.03552,0.016801,0.00025563
25.651,1.4281,2.7323,0.6965,0.39729,0.0020778,0.069376,0.42376,0.054691
12.543,0.59379,1.4201,0.31296,0.24576,0.063905,0.066464,0.038079,0.057478
9.2911,0.60603,2.1302,0.23561,0.24304,0.019212,0.069037,0.056076,0.022932
2.696,0.41995,0.82405,0.40057,0.10444,0.21431,0.028487,0.16753,0.07598
4.3083,1.2146,0.61383,0.51795,0.080515,0.079589,0.032079,0.079447,0.10739
7.0035,1.3732,1.04,0.3727,0.27162,0.056358,0.03913,0.24483,0.023593
4.3658,0.25426,1.4212,0.26181,0.28196,0.030765,0.042326,0.47351,0.043055
6.6174,0.27639,1.2052,0.22194,0.13556,0.03354,0.062589,0.55962,0.031142
9.927,1.1032,1.2111,0.99985,0.159,0.26812,0.14598,0.053211,0.055973
8.6072,1.1594,1.4132,0.44874,0.21528,0.014993,0.066545,0.032963,0.030436
7.7772,0.39987,2.3285,0.40497,0.32082,0.082531,0.085179,0.30799,0.09036
8.7962,0.73645,2.0453,1.08,0.27712,0.20072,0.068826,0.26439,0.097492
3.8888,1.0268,1.1201,0.60817,0.1448,0.19013,0.044727,0.058137,0.022984
8.4446,0.13166,2.2905,0.71172,0.3013,0.14365,0.066651,0.0062143,0.042778
8.7469,0.12982,2.5272,1.129,0.2416,0.30005,0.11839,0.02304,0.020764
12.845,1.4046,2.0404,1.8143,0.21903,0.39987,0.10375,0.02884,0.038564
20.176,1.1328,1.8243,2.0002,0.23224,0.50224,0.071249,0.015056,0.052017
14.907,1.324,2.2724,1.0707,0.2091,0.2664,0.087614,0.028452,0.025749
24.107,1.2318,1.9725,0.72568,0.2433,0.03021,0.010282,0.063528,0.021531
31.089,0.70428,1.8899,0.61657,0.23539,0.015864,0.064174,0.022427,0.0020209
28.154,1.0606,1.0008,0.71883,0.37946,0.51062,0.14512,0.018608,0.002865
13.426,0.34148,1.4681,0.095378,0.37593,0.44425,0.047329,0.18279,0.050582
8.1375,0.46288,2.4665,0.30168,0.50318,0.29369,0.044209,0.32946,0.07119
4.0685,0.17017,3.0435,0.6664,0.42512,0.046841,0.044819,0.020778,0.054753
6.4829,0.64634,3.9232,1.6127,0.3055,0.12107,0.037245,0.05662,0.03295
12.284,0.61007,7.8994,1.746,0.54647,0.14502,0.075585,0.079251,0.21292
17.13,0.78928,4.683,0.91121,0.83613,0.069639,0.053,0.049278,0.074144
20.202,0.94814,3.7926,0.089546,0.39228,5.6188,0.028203,0.010132,0.0012064
24.53,0.43151,5.4392,4.2869,0.34275,0.87809,0.055847,0.28347,0.25713
22.098,1.1159,5.818,1.8034,0.56185,0.31655,0.060566,0.16961,0.021646
3.7761,0.32095,2.8945,0.99095,0.20366,0.12674,0.036981,0.05826,0.088189
5.2711,0.53434,3.4201,1.6159,0.2445,0.18129,0.065346,0.011998,0.11913
11.374,0.58884,8.7893,2.4129,0.58291,0.22892,0.093246,0.040636,0.029219
12.178,1.9878,4.0895,1.1233,0.46187,0.23883,0.23959,0.2391,0.064285
15.245,5.5555,1.2281,0.81535,0.054904,0.30001,0.066886,0.012964,0.047261
14.901,4.1457,1.9245,2.0678,0.14962,0.27943,0.061893,0.026918,0.062702
12.236,7.5406,1.1498,1.2233,0.14636,0.21015,0.033476,0.18767,0.13688
8.8636,1.794,1.2021,0.20562,0.43896,7.6728e-05,0.043287,0.014262,0.010863
2.7843,0.25847,1.2243,0.7134,1.46,0.12012,0.095617,0.18912,0.0065466
2.5042,0.45816,0.87668,0.23416,0.061243,0.55398,0.014515,0.18537,0.063074
3.1673,0.80519,3.0942,0.92883,0.18995,0.6204,0.073855,0.23113,0.22096
1.0131,0.14394,3.0794,0.76957,0.31478,0.16958,0.056055,0.23068,0.23153
2.7664,0.59344,5.24,1.7914,0.28104,0.25525,0.069775,0.20366,0.18256
1.7631,0.31124,4.9024,1.6719,0.48212,0.37193,0.061821,0.044439,0.055449
5.0153,0.8593,8.048,1.9378,0.77079,0.23265,0.058802,0.046025,0.13753
15.45,3.6144,4.6233,3.5192,0.40461,0.387,0.043628,0.042329,0.075466
20.611,4.0175,3.2951,0.89235,0.39816,0.25971,0.045364,0.024015,0.021973
24.132,5.072,3.8615,1.2177,0.67548,0.11956,0.063157,0.037438,0.056701
13.873,1.1322,5.1347,0.34842,0.28239,0.15697,0.075315,0.0061853,0.046098
12.872,0.0032044,6.0114,0.14766,0.36603,1.2945,0.078568,0.19878,0.21195
14.89,0.47634,3.6236,0.2464,0.4263,0.84184,0.074097,0.11863,0.15529
6.7226,1.203,3.8525,1.4555,0.63894,0.70397,0.078807,0.24622,0.1063
6.2009,1.4292,1.5986,0.62801,0.15156,0.33212,0.075577,0.34641,0.036136
4.5404,0.64788,0.84534,0.29675,0.16608,0.020048,0.056449,0.11267,0.0084156
2.0375,0.7773,3.2384,1.4048,0.36388,0.34644,0.11483,0.018155,0.049529
3.3092,1.0716,1.8329,0.23587,0.27155,0.047213,0.086246,0.18205,0.017054
2.1199,0.72594,3.52,1.4493,0.21163,0.45714,0.049667,0.029985,0.077432
3.2846,1.524,4.4945,0.94394,0.32383,0.16448,0.082151,0.11994,0.1499
4.5659,1.917,5.1622,1.4264,0.30998,0.13312,0.088898,0.27678,0.23059
7.1006,3.5206,2.7442,1.9654,0.17023,0.15028,0.059312,0.03221,0.061675
9.8647,4.947,2.0193,0.78924,0.16663,0.1019,0.028577,0.055397,0.036932
5.513,2.3268,1.7283,0.11862,0.13443,0.05937,0.043081,0.10698,0.050148
1.4738,0.24427,1.9332,0.57596,0.19959,0.21143,0.068387,0.014339,0.031627
1.3378,2.3477,5.2091,1.2525,0.21539,0.19405,0.088973,0.015892,0.067479
2.8031,1.3928,1.5439,0.946,0.71399,0.84605,0.36727,0.96939,0.49524
1.93,1.9262,0.59109,1.6018,0.49114,0.24755,0.26202,0.17232,0.62821
2.6231,1.7846,2.9544,0.57139,0.30015,0.13721,0.025671,0.026531,0.02005
4.7507,2.5509,3.162,0.45257,0.32233,0.057469,0.14077,0.69941,0.031529
3.0592,2.1372,1.1933,0.36669,0.31197,0.14633,0.061309,0.068941,0.14357
3.1465,5.5022,2.8919,0.91408,0.10608,0.36938,0.097133,0.089692,0.17503
4.5536,5.4858,5.5521,2.0428,0.20821,0.26961,0.063454,0.1295,0.082501
10.155,11.348,3.1275,3.2204,0.20665,0.80256,0.05498,0.10127,0.10017
4.2277,9.4212,1.5933,1.3184,0.14154,0.41467,0.030251,0.060253,0.067723
6.1166,9.5085,1.7476,1.1212,0.098317,0.18276,0.041438,0.013977,0.054429
7.9052,5.9459,0.65753,1.2164,0.082605,0.13539,0.028993,0.027233,0.043252
4.9984,3.3792,0.6531,0.15294,0.02433,0.050603,0.10282,0.016966,0.034129
7.3364,5.0638,0.36369,0.2448,0.047016,0.12378,0.051041,0.0052489,0.020178
8.5841,7.2473,0.7102,0.66717,0.0012283,0.10398,0.015206,0.016077,0.032489
5.6271,3.257,0.54689,1.247,0.042845,0.075378,0.020909,0.083401,0.025648
4.9986,7.7218,0.9958,0.63756,0.089706,0.71252,0.025995,0.17829,0.067781
4.8653,6.2557,1.5781,0.31699,0.058992,0.39472,0.0031712,0.051872,0.01975
2.1156,5.4175,1.9766,0.44133,0.10784,0.16615,0.026167,0.024127,0.019775
2.556,4.1589,1.2004,0.30112,0.087159,0.076059,0.050224,0.0061968,0.017958
4.5135,1.1607,0.95364,0.6504,0.0012213,0.21473,0.017048,0.051209,0.026631
6.0114,6.614,1.6904,0.373,0.13759,0.23826,0.022381,0.049406,0.042913
3.0327,1.8014,2.1593,0.25433,0.20367,0.39269,0.044129,0.83428,0.33039
2.5707,0.49522,2.3788,0.11221,0.24007,0.045753,0.067047,0.046009,0.061675
7.8285,0.33282,0.78233,0.1299,0.15832,0.00054081,0.067504,0.0090043,0.0037574
3.583,1.1252,0.8741,0.26638,0.28598,0.11885,0.048618,0.043292,0.014935
3.4999,2.9479,1.2213,0.3717,0.14038,0.10817,0.051126,0.015325,0.013853
3.2591,5.1349,5.1565,0.5011,0.23875,0.77597,0.028923,0.14871,0.14434
1.2904,1.4694,2.3816,0.18832,0.19482,1.8876,0.086011,0.13885,0.2927
2.1234,2.0752,2.3115,0.26951,0.16623,0.18983,0.07753,0.044808,0.14637
8.8274,9.0578,0.83997,0.33207,0.052946,0.15388,0.019854,0.0092246,0.010239
2.5355,9.9186,1.7497,0.7765,0.084525,0.16225,0.0030243,0.077039,0.038655
4.3308,10.704,2.4665,0.98197,0.19237,0.2859,0.077308,0.024683,0.093789
3.5978,6.3058,1.4547,0.19581,0.22153,0.16604,0.051614,0.10697,0.022417
1.1718,7.9247,5.294,0.58074,0.25669,0.44157,0.035183,0.21094,0.18876
0.5734,1.8065,7.3761,1.3372,0.47849,0.29376,0.071965,0.35453,0.134
2.6126,4.3121,3.7547,0.55092,0.3168,0.50339,0.048472,0.13672,0.078146
2.606,4.6033,4.4058,0.58021,0.4105,0.52867,0.0011128,0.054499,0.056091
3.4344,7.1606,4.7619,0.82686,0.39435,0.24942,0.080748,0.04321,0.057948
2.2155,6.3729,3.4402,1.0935,0.26571,0.4253,0.24058,0.041036,0.11286
3.516,2.1309,2.0502,0.86588,0.12277,0.43561,0.09067,0.0018733,0.046346
2.8517,9.1701,1.2346,0.92311,0.074884,0.21304,0.011877,0.021677,0.051093
2.2753,13.661,7.4536,0.74053,0.08994,1.0002,0.00083861,0.12793,0.086076
4.302,9.821,3.3663,0.54728,0.1561,0.31964,0.11399,0.091749,0.42102
1.2989,1.2242,1.771,0.20072,0.23278,0.18342,0.075403,0.14003,0.059215
1.2974,0.51327,4.2912,0.099294,0.34773,0.21661,0.092209,0.016045,0.0053184
1.0389,1.1406,2.8845,0.13586,0.26141,0.16657,0.02809,0.12098,0.081204
1.4894,3.9798,3.2347,0.80214,0.30622,0.25525,0.07507,0.20572,0.080532
1.7117,5.8492,0.96752,1.4196,0.18292,0.15139,0.032262,0.10949,0.079388
2.8272,8.1318,0.599,0.90964,0.12309,0.2505,0.059037,0.21062,0.12119
2.6568,11.037,1.7817,0.4749,0.077825,0.36089,0.019052,0.029905,0.056535
4.4479,14.083,1.7026,0.2801,0.1495,0.4958,0.066823,0.36538,0.18426
4.4202,9.6596,0.43829,0.25996,0.071131,0.88374,0.051755,0.003648,0.15598
1.743,6.5505,1.5533,0.34826,0.20785,0.15102,0.07045,0.00024065,0.089017
0.91921,5.6549,3.5863,0.94412,0.43559,0.30108,0.099359,0.022705,0.14611
3.4069,9.9752,7.3989,1.9312,0.44352,0.46286,0.22726,0.15137,0.31169
5.5505,12.208,10.344,1.953,0.60091,0.7374,0.15341,0.10942,0.27244
4.9226,8.3186,2.9644,1.1797,0.18778,0.23539,0.068157,0.005508,0.092408
8.271,13.437,0.44505,0.87159,0.19904,0.26596,0.028737,0.016271,0.038031
3.3756,12.847,1.9146,0.44327,0.1444,0.14051,0.069299,0.0025362,0.093657
2.5929,3.8092,2.3733,0.77016,0.35298,0.52671,0.11586,0.0067598,0.15665
3.7587,9.264,1.1301,0.52953,0.12914,0.16226,0.091633,0.048739,0.066208
8.5817,5.5935,0.39974,0.45152,0.17227,0.25907,0.070768,0.010556,0.031017
4.0408,0.36364,1.1249,0.15674,0.30919,0.038176,0.066636,0.0050654,0.014362
3.1691,6.0888,1.0078,0.53288,0.18309,0.25517,0.025003,0.011888,0.045509
0.70486,0.49585,1.9891,0.25192,0.25164,0.045037,0.016034,0.007923,0.022613
0.84733,1.0097,2.0498,0.28014,0.12464,0.12957,0.038329,0.00061145,0.049245
1.794,2.2693,1.3749,0.26201,0.1312,0.090053,0.032079,0.0055376,0.041524
0.65613,1.5116,4.3813,0.99314,0.21789,0.29923,0.11933,0.0067307,0.20828
3.9869,10.066,1.4701,0.071276,0.11406,0.4823,0.048194,0.0011519,0.071484
4.34,8.598,1.5488,0.16689,0.081257,0.34439,0.063933,0.00012612,0.20982
3.2425,6.413,0.63631,0.44581,0.017524,0.50275,0.051572,0.0087772,0.1377
3.4662,3.1147,1.5998,0.28654,0.11245,0.11746,0.11481,0.0032051,0.079018
4.7914,3.3319,0.77385,0.081937,0.1532,0.010305,0.057769,0.0046269,0.015484
1.9084,2.5151,1.0419,1.7844,0.036025,0.87172,0.045225,0.01131,0.057018
0.92474,5.6576,0.31714,0.8425,0.18791,0.14446,0.013207,0.0071386,0.031293
4.0243,3.7711,0.12643,0.51743,0.077944,0.39291,0.033686,0.0043889,0.036914
5.3458,6.7137,1.7104,0.64421,0.10698,0.14571,0.081901,0.024451,0.035672
3.1541,9.2473,1.3619,0.45502,0.064872,0.1424,0.089981,0.014761,0.054995
3.807,6.8655,0.48427,0.19477,0.15204,0.054853,0.02477,0.0032224,0.013891
3.9069,8.8273,1.1809,0.34952,0.095739,0.064178,0.039438,0.010955,0.028063
1.6988,2.0574,2.5383,0.46691,0.18056,0.10995,0.029392,0.0026813,0.037679
0.11189,0.0046026,5.3615,0.47216,0.24831,0.07781,0.021508,0.0019346,0.018757
2.4654,1.1781,2.3925,0.2711,0.2113,0.049648,0.014995,0.0022954,0.0044398
0.31688,1.2393,3.2291,0.42857,0.27208,0.072687,0.037824,0.0024993,0.039845
0.76553,3.1776,3.4543,0.69446,0.2684,0.20273,0.24434,0.68904,0.18397
0.88883,5.8593,3.9617,0.63709,0.288,0.74881,0.08211,0.3808,0.045369
0.55938,4.2134,3.0167,0.62417,0.17845,0.17893,0.013754,0.0083273,0.022223
0.0085566,4.1118,6.2005,0.54329,0.22422,0.16148,0.023898,0.22562,0.11651
1.6818,5.1129,1.5583,0.65417,0.20181,0.12847,0.026174,0.021871,0.059313
0.56487,3.1103,2.7678,0.43687,0.27226,0.086344,0.033856,0.0048999,0.035849
1.4337,4.8962,1.2896,0.60817,0.2625,0.29602,0.095465,0.06307,0.077873
1.6099,4.7561,1.7733,0.2055,0.26065,0.44238,0.099336,0.58903,0.03056
1.2764,6.2249,1.0569,0.86125,0.082373,0.11523,0.030585,0.0031759,0.11488
2.0013,5.106,2.4084,0.6291,0.23995,0.10857,0.032721,0.016209,0.022187
1.5263,4.619,2.4236,0.16459,0.02738,0.47981,0.091489,0.44899,0.55967
1.6393,6.0408,2.9089,0.59503,0.20741,0.17624,0.13571,0.085689,0.14497
2.6143,6.2233,1.5429,0.22467,0.18108,0.060822,0.065191,0.0010757,0.022342
1.6978,4.6464,2.5031,0.23965,0.23117,0.098526,0.049081,0.017129,0.019282
6.5535,11.66,1.6907,0.1497,0.16337,0.16008,0.0082419,0.00066306,0.019896
5.3415,6.1197,1.0324,0.19585,0.015034,0.12505,0.010997,0.29213,0.032619
10.004,3.2949,0.85629,0.16993,0.1716,0.020588,0.064183,0.0058177,0.02721
1.4738,1.218,1.1754,0.29727,0.14804,0.050124,0.024423,0.0042966,0.026243
2.2174,8.4482,2.3456,1.1481,0.068175,0.26807,0.047106,0.021956,0.030231
1.535,4.3509,1.5487,0.28232,0.36474,0.3975,0.021172,0.064446,0.010298
2.1999,7.3334,1.2865,0.39327,0.07787,0.20734,0.062939,0.095594,0.076885
1.8717,6.3988,1.5722,0.30083,0.080393,0.20025,0.045726,0.042136,0.019092
4.149,6.829,1.4903,0.59003,0.10817,0.19144,0.020813,0.017833,0.035397
2.1705,3.6968,1.7331,0.85421,0.20772,0.27154,0.016392,0.017842,0.029836
0.3027,1.9523,3.8906,0.94565,0.44151,0.22448,0.092974,0.046978,0.29897
2.8474,7.2608,0.27345,0.39231,0.051015,0.079542,0.030324,0.0056617,0.019025
3.461,3.8778,0.11584,0.21849,0.090785,0.028881,0.011039,0.03621,0.00081188
2.768,5.8978,0.48193,1,0.36083,0.30778,0.055587,0.032184,0.029584
6.6171,6.1251,0.542,0.50449,0.11406,0.27885,0.046874,0.061177,0.050641
8.3226,6.3236,0.70168,0.0028238,0.0010228,0.10127,0.037278,1.0735,0.10443
3.91,10.335,1.1932,1.7076,0.095898,0.21787,0.020967,0.046823,0.028299
5.0522,6.4483,2.2488,0.74761,0.12891,0.12721,0.047357,0.062235,0.056124
10.241,11.392,1.3419,1.3189,0.17936,0.15491,0.042082,0.088417,0.074226
11.613,9.0197,1.1836,0.36206,0.071676,0.55267,0.0016959,0.070202,0.034468
7.5325,4.1088,1.4137,0.25142,0.1244,0.43419,0.023587,0.028341,0.017713
3.2538,3.6201,1.783,0.17364,0.1308,0.5026,0.024758,0.041187,0.033684
2.7408,5.3281,2.2281,0.61091,0.17312,0.10193,0.052457,0.0089624,0.036769
5.6298,8.7996,1.5335,0.44219,0.12499,0.11629,0.03619,0.047253,0.041757
8.4159,13.373,0.64325,1.4319,0.16573,0.24877,0.015245,0.036615,0.046293
8.8758,11.102,0.70085,0.24719,0.07145,0.078163,0.022123,0.034212,0.050677
4.1588,4.316,3.4491,0.5383,0.2582,0.12799,0.020123,0.010938,0.028065
7.998,6.4068,2.2733,0.16547,0.12701,0.071911,0.023446,0.19959,0.054065
5.785,7.406,0.90444,0.37802,0.15647,0.11807,0.039755,0.011493,0.024947
4.5335,6.1086,1.2031,0.73763,0.11633,0.14547,0.024852,0.015398,0.022313
8.6626,9.1897,3.0563,0.31114,0.23927,0.16895,0.021858,0.47293,0.041048
7.7594,8.6755,2.2168,0.28426,0.26284,0.36024,0.033252,0.037879,0.048512
3.057,4.2801,1.5539,0.17861,0.39788,0.15091,0.055247,5.2287e-05,0.15638
2.28,5.0246,2.4925,0.39495,0.23895,0.096448,0.05455,0.03061,0.036447
3.6421,9.3984,3.2247,0.281,0.25722,0.0917,0.064954,0.23048,0.060773
9.9961,8.0322,2.5611,0.3013,0.33136,0.16858,0.11813,0.68975,0.046657
8.1215,13.424,0.93416,0.92798,0.24194,0.58838,0.017884,0.042544,0.52904
17.105,9.1065,1.291,0.13241,0.039578,0.060654,7.3054e-05,0.021246,0.0031429
14.635,9.1139,2.0245,0.13244,0.20599,0.067127,0.0075367,0.015716,0.04734
10.745,7.3252,2.5618,0.4068,0.25226,0.1256,0.058567,0.043854,0.031942
11.257,7.0185,4.512,2.0521,0.2777,0.15447,0.050174,0.094045,0.045295
9.79,11.697,2.4901,2.0887,0.14137,0.23882,0.03744,0.031793,0.047804
4.8172,4.3149,1.5481,0.37398,0.80831,0.088941,0.024436,0.16472,0.017957
0.80683,2.7821,0.91873,1.0418,0.85954,0.11918,0.040757,0.021415,0.01954
3.9808,2.7966,1.9319,0.39213,0.22073,0.072275,0.0098676,0.039727,0.21331
1.3565,1.9708,7.3891,0.58922,0.54708,0.36909,0.010608,0.033319,0.11523
3.832,2.2414,6.1221,0.46278,0.58093,0.37281,0.07352,0.035305,0.070346
3.9534,1.6295,2.551,0.064871,0.35129,0.40869,0.073175,2.3305,0.1133
1.4574,2.1903,2.6283,1.4191,0.34443,0.23556,0.041233,0.24148,0.037266
1.5755,2.745,3.3011,0.68101,0.23961,0.2541,0.045081,0.31918,0.051785
2.6165,2.3779,2.3172,0.25519,0.41365,0.032369,0.027373,0.0022716,0.013159
2.8359,1.7887,0.79357,0.18213,0.11617,0.023168,0.026048,0.0075395,0.0075256
3.258,2.6334,1.0203,0.16045,0.08179,0.03071,0.014883,0.0090711,0.0055987
2.7613,3.4851,2.7817,0.26105,0.2278,0.10203,0.010464,0.027845,0.037108
3.0703,2.0625,2.1353,0.15844,0.265,0.77004,0.050687,0.065844,0.10068
3.7941,0.63151,3.0291,0.23343,0.8642,0.047828,0.066039,0.047054,0.031927
4.9673,0.66496,2.5801,0.12215,0.44788,0.078373,0.047695,0.060629,0.077816
6.5532,1.0354,2.0614,0.19031,0.4865,0.082892,0.054901,0.13829,0.032506
3.0944,3.7386,0.60935,0.39072,0.060556,0.039879,0.00013347,0.0085073,0.027153
