"","date","winddir","Na","Mg","Al","Si","Ph","S","Cl","K","Ca","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","As","Se","Br","Rb","Sr","Y","Zr","Mo","Pd","Ag","Cd","In","Sn","Sb","Ba","La","Au","Hg","Tl","Pb","U","OC","EC","SO","NO"
"115","2001-10-02",217,0.06061851,0.0489919,0.05392799,0.216248,0.001517725,1.982316,0,0.06971094,0.3280027,0.003996213,0.002443677,0.001197471,0.008848757,0.2050809,0.001712663,0.000466457,0.05623938,0.2517753,0,4.87343e-05,0,0,0.000536077,0.000835445,6.96204e-05,0.000431647,0,4.87343e-05,0.000668356,0.03888997,0,0.002499373,0.005409508,0.01275446,0,0,0,0.004852544,0.3470509,0.000243672,4.26,1.28,3.473346,0.48
"116","2001-10-03",212,0.2984629,0.04650434,0.02865012,0.2150561,0.007764854,1.960481,0,0.08327258,0.2404137,0.002388099,0,0.000989153,0.008937707,0.1948279,0.002027764,0.000699473,0.03991234,0.1425582,0,0.007192558,0.001476665,0.001617972,0.00093263,0.000402727,0.0003674,0.000650015,0.000430988,0,0,0.00185113,0.000360334,0.004995225,0,0.01064046,0.001349488,0,0,0.000847846,0.05058813,0,4.37,0.85,3.777479,0.38
"117","2001-10-04",227,0,0.07880718,0.07047572,0.1616248,0.00828314,2.999905,0,0.1026557,0.1685274,0,0,0.000427962,0.006736954,0.1319435,0.00163592,0.000655749,0.05740907,0.1974563,0,0.002250253,0.001974148,0.005135547,0.000759288,0.001069906,0.000510794,0.000462475,0.000724775,0.001035393,0,0,0.000559112,0.01673194,0,0.02411084,0.01096136,0,0.000262299,0.001463355,0.0622478,0.000372741,4.89,0.98,5.428182,0.64
"118","2001-10-07",185,0,0.08980645,0.01427599,0.0701806,0.02840661,0.886558,0.04253722,0.105071,0.1089816,0.004848313,0.001599144,0.00835916,0.003060179,0.07588663,0.000581507,0.002631318,0.7462767,0.1341173,0,0.01607866,0.000159914,0,0.000981293,0,0,0.000864991,0,0.000523356,0.0143196,0,0.001700907,0.1028177,0.010518,0,0,0,0.00018899,0.0053644,0.2775968,0.000537894,2.83,0.76,1.82,0.08
"119","2001-10-08",165,0.3534003,0.04420633,0.02289244,0.06892766,0,1.04582,0,0.05116029,0.08257133,0,0,0,0.007704989,0.08362138,0.001008324,6.95396e-05,0.03095903,0.01342115,0.00040333,0.001230851,0.001091772,0.002572966,0.000285112,0.000166895,0.000618903,0.00066758,0,0,0.00066758,0,0,0.008191766,0.001015278,0.002266991,0.02567402,0.00070235,0,0,0.006230749,0.000556317,3.61,0.57,1.306805,0.86
"120","2001-10-09",168,0.6043634,0.09482185,0.03723371,0.07907731,0.004893573,1.815317,0,0.0741199,0.07335396,0,0,0.000390067,0.001042544,0.06046045,0.000801411,0.000304962,0.000787227,0.01393605,0.000687937,0.000907793,0.000900701,0.00375174,0.000347515,0.000617016,0,0.000191488,0.000489357,0,0,0,0.001191479,0,0,0.01441831,0,0.000482265,0,0,0.003581528,0,3.81,0.53,3.957504,0.74
"121","2001-10-12",188,0.03110201,0.01841854,0.01988582,0.02440051,0.01292331,1.225443,0,0.01243657,0.03421998,0,0,0,0.001185107,0.04061109,0.001163945,0.000917047,0.01144193,0.009995816,0.000465578,0.001305029,0.001678902,0.00281463,0.000204572,0.000359765,0.000620771,0,0.001058132,0,0.001594252,0,0.000261006,0,0,0,0.02240417,0.001636577,0,0,0.005918483,0.000409144,1.68,0.55,1.74315,1.34
"122","2001-10-13",203,0.2022494,0.06452232,0.003675524,0.01761958,0.01093739,0.8562888,0,0.01326883,0.01768328,0,0,0.000197472,0.001012839,0.02856334,0.000171992,0.000191102,0.001496964,0.004280679,0.000566935,0.0010638,0.000382204,0.000949139,7.64407e-05,0.000401314,0,0.000210212,0,0.001248531,0.001872797,8.91808e-05,0,0,0,0.0117655,0.002312331,0.000171992,0,0.000184732,0.000726187,0.000490495,1.87,0.43,1.616019,1.34
"123","2001-10-14",258,0.6509679,0,0.003792525,0.05690903,0.002756278,0.6184565,0,0.02795754,0.05635918,0,0,0.000422958,0.001071494,0.05244682,0.000479353,0.000451155,0.04171073,0.01654472,0.001290023,0.00060624,0.001022149,0.001952657,0.000479353,0,0.000831818,0.000535747,0.000775423,0.001931509,0.000676733,0.001797572,0,0.002086594,0.000641487,0,0.01834229,0.001994953,0.000444106,0,0.004391716,0,1.72,0.46,0.8361722,0.36
"124","2001-10-15",351,0.108166,0.06656001,0.02271541,0.07065263,0.01466064,0.4402176,0.01393276,0.03376411,0.08702997,0.002472052,0.001908974,0.001716703,0.005630786,0.1180062,0.000672948,0.000521878,0.1369242,0.03927816,0.000707282,0.003591343,0.000590546,0.001050622,0.000652347,0.000755349,0,0.000521878,0.000817151,0.000988821,0.002114978,0.001311561,0,0.002163046,0,0,0.000789683,0.001483231,0.000975087,0.000590546,0.02000989,0,1.83,0.78,0.5802236,0.3
"125","2001-10-16",306,0.3021085,0.04683051,0.004883454,0.05269066,0,0.4187109,0.0051222,0.01885375,0.07689088,0.003545026,0.001772513,0.000665597,0.001200968,0.07804844,0.000918813,0.001085212,0.006366577,0.01920102,0.001135855,0.000694536,0.000752414,0.000904343,0.000202573,0.000745179,0.000282155,0.000723475,0.001157559,0,0,0.000926048,0.002163189,0,0,0.008088446,0,0.000831996,0.000354503,0.000195338,0.004073162,0.001070742,1.18,0.45,0.5795808,0.41
"126","2001-10-18",177,0.3901222,0.108124,0.03482599,0.1132484,0.002316994,0.6515232,0.007867831,0.04659575,0.1168163,0.003347559,0.005650339,0,0.001570723,0.0621253,0.000533051,0,0.04948133,0.03171297,0,0.000689412,0.000980814,0.002878475,0,0.000888418,0.000291401,0.00058991,0.000426441,0.000554373,0,0,0,0.002054023,0,0,0,0,0,1.42147e-05,0.005614802,0.000419333,1.93,0.68,1.421972,0.38
"127","2001-10-19",307,0.2295409,0.07123756,0.06884746,0.1404375,0,0.9337732,0.03764225,0.0955122,0.1827895,0.001917717,0,0.001177422,0.003786082,0.1835016,0.002509954,0,0.08626203,0.07697661,0,0.003137442,0.000578135,0.006486397,0.000916556,0.001233825,0,0.000514681,4.23026e-05,0.000183311,0.000676841,0.002347794,0,0.009073905,0.013001,0.01608908,0,0,0,0.001254977,0.04006055,0,4.65,1.76,1.716341,1.25
"128","2001-10-20",188,0.05864801,0.01912913,0.04235527,0.150761,0.009124815,2.035017,0,0.1355456,0.1759074,0,0,0.002286701,0.002938997,0.1735547,0.001179996,0.000608321,0.168307,0.06018714,0,0.004419489,0.0010554,0.01953223,0.000403104,0.000579004,0.000271179,0.000498383,0.000366458,0.001341238,0.000901488,0,0,0.002865705,0,0.01922441,0,0,0,0.000901488,0.0714594,0.000161242,6.67,1.66,4.02163,1.39
"129","2001-10-21",191,0,0.03840467,0.02173363,0.1168435,0,2.653725,0,0.1026376,0.07060471,0.002492996,0,0.001427554,0.002277122,0.07074399,0.001413626,0.00087046,0.03490194,0.07223421,0,0.003384347,0.001462372,0.007743608,0.000417821,0.000215874,0.000271583,0,0,0,0.000856532,0,0,0.00770879,0.001915011,0.002813325,0.01678246,0,0,0.000619767,0.03160813,0.00073815,4.98,0.76,5.318573,1.18
"130","2001-10-22",182,0.431029,0.03289068,0.06520057,0.1274211,0.01423627,2.889644,0,0.11398,0.1325514,0.001770026,0.002668868,0.001935966,0.007052448,0.09629357,0.001424318,0.000622275,0.1301661,0.03013193,0,0.002599726,0.001417404,0.008594307,0.000214339,0.000649931,5.53133e-05,0.00033188,0.00016594,0.000138283,0.000850442,0.001617915,0,0.004743117,0.001991279,0.001825339,0.02222212,0,0,0,0.01216202,0.000518562,4.15,0.62,6.005088,1.35
"131","2001-10-23",198,0,0.03122725,0.03019127,0.06188365,0.01711825,1.563864,0.03348948,0.06688029,0.06793036,0.003932476,0.001388347,0.003537819,0.002713268,0.0703265,0.000422847,0.000627223,0.1029985,0.0642375,0,0.002635746,0.000887979,0.005306729,0.000204376,0.000648365,7.04745e-06,0.000549701,0.001402442,0.001198066,0,0.002396133,0,0.004559699,0.003573057,0,0,0.002360895,0.000218471,3.52372e-05,0.03016308,8.45694e-05,2.29,0.7,2.942305,0.39
"132","2001-10-24",259,0.3739421,0.02000157,0.03443483,0.0777,0.008553302,0.8725338,0,0.03779382,0.06275423,0.001959988,0.0011566,8.3109e-05,0.001281264,0.04586232,0.000519431,0.000387842,0.00894807,0.007306667,0.000768758,0.001191229,6.92575e-06,0.005485195,9.69605e-05,0.000872645,0.000664872,0,0.000415545,0.000450174,0.001371299,0.00078261,0,0,0.000339362,0.003442098,0.006489429,0.000747981,0,0,0.002597157,0,1.9,0.58,1.389121,0.41
"133","2001-10-25",278,0.1030572,0,0.02951509,0.06914923,0,0.4485156,0,0.0268976,0.05890386,0.002617481,0.001031554,0.001214006,0.00056139,0.04218847,0.000659633,0.000217539,0.003136767,0.004624451,0,0.000533321,0.000687703,0.001087693,7.71911e-05,0.000505251,0,0.000456129,0.00056139,0.001599962,0.000912259,0.000147365,0,0,0,0,0,0.00056139,0,0.000245608,0.001922761,0,0.88,0.32,0.8491793,0.11
"134","2001-10-26",307,0.227087,0.03763336,0.01392941,0.07091334,0.006776468,0.5798466,0,0.02245133,0.07121452,0.002813261,0.002354652,8.2139e-05,0.001416898,0.04482736,0.001088342,0,0.00086246,0.005154223,0.001108877,0.000273797,0.000280642,0.000636577,0,0.000177968,0.00086246,0.000910374,0.000650267,0.000889839,0,0,0,0.00128,0.002382031,0.00371679,0,0.001820748,0.000705026,0,0.002162994,0.000177968,0.88,0.48,1.08,0.22
"135","2001-10-27",322,0.6408634,0,0.01965466,0.0731548,0,0.7260221,0.2409196,0.05367951,0.1080558,0.003270028,0.001952358,0.000124178,0.001966156,0.08597966,0.000469118,0.000213863,0.002656035,0.01410113,0,0.000379434,0.000503612,0.004656685,9.65831e-05,0.000448422,0,0.000248357,0,0,0.000613993,0.002787112,0,0,0,0,0,0,7.58867e-05,0.000503612,0.009044318,0,3.55,1.12,1.402204,1.47
"136","2001-10-28",168,0.1703736,0,0,0.08822453,0,0.8392765,0.00769416,0.1341209,0.1502255,0.003409677,0.005978989,0.001109006,0.002100912,0.09728256,0.001398312,0.000578612,0.003134148,0.02897192,0.000688824,0.005455483,0.000509729,0.004401583,0.000564835,0.001012571,2.06647e-05,0,0,0.000675047,0.000185982,0.001219218,0,0.000378853,0,0,0.01014637,0.000358188,0,0.000330635,0.02902703,0.000220424,4.17,1.01,1.373481,1.99
"137","2001-10-29",173,0.4735172,0.08366512,0.07518364,0.1660635,0,1.08216,0,0.0887664,0.1464914,0,0.002492123,0.000867424,0.001666005,0.06929066,0.000901846,0,0.004344005,0.01224032,0,0.000674663,0.001184103,0.04014246,6.88432e-05,0.000488787,0.000337332,0.000530092,0,0.001122144,0,0,0,0,0.0183949,0.01047105,0,0,0,0.000103265,0.008922076,0,3.63,0.83,2.323807,0.68
"138","2001-10-30",169,0.248885,0.03327703,0.03595867,0.2225693,0,1.502789,0,0.1642522,0.1904513,0,0.001378542,0.000603541,0.005637618,0.1385057,0.000939603,0.00017146,0.005274121,0.03669938,0,0.002914827,0.001309957,0.01132324,0.000500664,0.001728321,0.000569248,0.000582965,0.000164602,0.001474559,0.002345578,0.000829868,0,0,0.002276994,0.02384671,0,0,0,0.000466372,0.0148759,0,5.28,1.2,3.181993,1.21
"139","2001-11-01",189,0.3001352,0.06970278,0.03785329,0.0960949,0.02044296,1.750882,0,0.1423152,0.1016957,0.003654188,0.00132507,0.000362004,0.001755376,0.05575539,0.000239059,0.000949406,0.02356439,0.01652239,0.000375664,0.001099671,0.001079181,0.009746778,0.00025272,0.000457627,0.000621553,0.000102454,0.000853782,0.000443967,0,0.002083229,0.002445232,0,0.001673413,0,0,0.000102454,0.00025272,0,0.006399951,0.000423476,4.12,0.85,3.518264,0.41
"140","2001-11-02",267,0.03207219,0.01554042,0.03304957,0.09417802,0.08083671,0.8179874,0.01815143,0.0726197,0.1500844,0.009047792,0.001815143,0.000335103,0.004021241,0.1870156,0.001075123,0.000230384,0.1334061,0.04771733,0.000132645,0.000509636,0.00100531,0.01748821,0,0.000823796,0.000188496,0.000286234,0.000202458,0,0.00248535,0.00232478,0,0.005703739,0,0.006932451,0,0,0.00057945,7.67945e-05,0.01219637,0.000383973,4.98,1.89,1.72784,0.52
"141","2001-11-03",170,0,0.002345029,0.01386447,0.2423128,0.006123131,0.7457534,0.3362579,0.1229152,0.211464,0,0,0.000143993,0.003853527,0.2949662,0.003263841,0.000130279,0.02024816,0.04655088,0,0.004278649,0.000459406,0.02399198,0.000562258,0.001151944,6.85681e-06,0.001522212,0.000185134,0.000582829,0.000939383,0.002091327,0.0003017,0,0.003126705,0.04725713,0.002228463,0,0,0.000719965,0.02974484,0.000411409,10.96,3.48,1.534356,1.03
"142","2001-11-05",68,0.05424572,0.0889169,0.05980001,0.1143976,0,0.4872663,0.3298419,0.1108443,0.1927303,0.007679406,0.001876728,0.000738272,0.002835791,0.1722726,0.00131785,0,0.02170657,0.1092435,0.001241952,0,0.000896966,0.003905251,0.000917665,0.000579578,0,0.001152256,0.000572678,0,0.002504604,0.002104419,0.000807269,0.01601429,0.000855567,0.000965963,0,0.001124657,0,0.001628338,0.1768747,0,6.25,2.89,1.174973,0.9
"143","2001-11-06",167,0.2138107,0.05803908,0.05277433,0.1633481,0,0.9337068,0.02164396,0.1085863,0.3014649,0.01112856,0.006702509,0.000845742,0.003932703,0.2043384,0.0022976,0.00065545,0.008563143,0.02203159,0.001219279,0.001888825,0.002043878,0.01513879,0.000126861,0.001339092,0,0.000662498,0.000866886,0.000965556,0.001494145,0,0.001917016,0.003178582,0.006166872,0.002403318,0.000676594,0.000725929,0,0,0.009775374,0.000451063,6.91,2.13,1.884243,1.12
"144","2001-11-07",192,0.1540198,0.07757827,0.06063006,0.213294,0.2023102,1.504145,0.06054789,0.1280326,0.3102857,0,0,0.001492812,0.03539607,0.2444993,0.001164119,0.000445104,0.2180464,0.1433236,0,0.02009133,0.001266836,0.02037893,0.000499886,0.001417486,0.000362931,0,0.000842274,0.000712167,0.000938143,0.00223237,0,0.002937689,0.006039724,0.03093133,0,0.000746406,0.000575212,0.000951839,0.0366766,0.000301301,5.74,1.37,3.384344,1.34
"145","2001-11-08",315,0.5935831,0.102451,0.03478429,0.1176243,0.004820895,1.610374,0.121651,0.1459575,0.1696857,0.005475756,0.001539621,0.001574454,0.00376197,0.1011761,0.000104499,0.000257765,0.02114366,0.04671809,0,0.01767429,0.000829027,0.003768936,0.00043193,0.001003192,0.000724528,0,0.000167199,0,0.000668795,0.006172417,0,0.002062117,0,0.002375614,0.004667629,0,0.000989259,0.001692886,0.05319704,0.000738461,4.25,0.99,3.328174,2.68
"146","2001-11-09",209,0.189545,0.03168261,0.01715252,0.1140175,0.07037903,0.8988761,0.203669,0.07697986,0.2327429,0,0,0.000640122,0.02488905,0.2072757,0.001706993,0.000199608,0.1047323,0.08461315,0,0.005403182,0.000406099,0.01054481,0.000117012,0.000819081,0.000151427,0.000915444,0.001170116,0.001121935,0.000894795,0.007468093,0.000254672,0.002202571,0,0.01538358,0,0,0,0.00068142,0.0383385,0.000660771,5.29,1.66,1.949607,2.15
"147","2001-11-11",42,0,0.01854023,0.03614549,0.0950767,0,0.7029083,0.2442643,0.1424835,0.1435362,0.004190079,0.000263179,0.000270104,0.002250869,0.1229459,0.000851867,0.000567912,0.00673183,0.04030094,0.00078261,0.003788386,0.000817239,0.009342838,0,0.000727204,0.000464025,0.000775684,0.00055406,0,0,0,0,0.003081959,0.006337062,0.002146983,0.01152445,0.000200847,0,0.000263179,0.03140135,9.69605e-05,6.86,1.44,1.338677,2.38
"148","2001-11-12",156,0.5153503,0.01420354,0.02302737,0.1179886,0,1.127308,0.04464266,0.1123747,0.1684863,0.003189253,0.0003513,0.000316859,0.008183225,0.2650662,0.002335112,0.000957465,0.01198553,0.03047356,0,0.002335112,0.002004477,0.006261407,0.000289306,0.000475288,0,0.000950577,0.0002342,0.00179783,0.00250043,0.002541759,0,0.001480971,0.001790941,0,0.01370759,0,0.000792147,0,0.02348889,0.00074393,7.68,2.09,2.411159,2.12
"149","2001-11-13",179,0.6368357,0.1237914,0.04335703,0.1845506,0.008911818,2.364768,0.003329842,0.1264856,0.1924884,0.007841018,0.003564727,0.002155416,0.006113922,0.1782156,0.00265282,0.000200343,0.04681813,0.02777862,0,0.003668353,0.002217592,0.008794375,0.000366144,0.000690839,3.45419e-05,0.000462862,0.000849731,0.000718472,0.002549194,0.000193435,0,0,0,0.007184721,0,0,0.000732289,0.000158893,0.01172353,0,5.98,1.57,3.09409,1.28
"150","2001-11-14",177,0,0.008789938,0.05613748,0.2148914,0,3.354623,0,0.1883618,0.2025508,0.009248544,0.008164567,0.00058368,0.003606307,0.1338155,0.00198729,0.001209051,0.007170922,0.02980241,0.000305737,0.002640456,0.001876113,0.01864301,0.000639268,0.000472503,0.00014592,0.000722651,0.000993645,0,0.001375816,0.004085758,0,0.006288454,0.00286281,0.004203884,0,0.001528685,0,0,0.017969,3.47428e-05,8.64,1.49,7.807065,3.89
"151","2001-11-15",208,0.2512974,0.05175873,0.04553475,0.1733567,0.00077026,3.962404,0.06190966,0.1795188,0.1752892,0.007819516,0.00136171,0.001100372,0.01193903,0.176589,0.001918773,0.00056394,0.02636766,0.1394859,0,0.007626951,0.002063197,0.02762621,0.000914684,0.000735874,0.000419517,0.00087342,0,0.000536431,0.001127881,0.005219888,0,0.007702601,0.004215799,0.008115241,0.0124961,0.001753717,0,0.000605204,0.04763921,0,9.01,1.79,9.131565,3.65
"152","2001-11-19",317,0,0.0589774,0.02563326,0.08806558,0.006770525,0.9931078,0,0.06893119,0.09065677,0,0,0,0.000675659,0.06786546,0.000870695,0.000111449,0.002890708,0.02237338,0.0010518,0.001546354,0.000717453,0.002584223,0.000111449,0.000675659,0.00050152,0.000543314,0.00043883,0.001135386,0.000759246,0.000146277,0,0.002556361,0.000675659,0.00205484,0.02584919,0.001386147,0.00025076,6.96556e-06,0.002347394,0.000215932,2.38,0.52,1.829248,1.34
"153","2001-11-20",239,0.2441146,0.00707841,0.0126868,0.1067335,0.000668826,0.3505137,0.07863584,0.06407494,0.194914,0.00698784,0.004758419,0.000996272,0.004730551,0.1626293,0.001929842,0.000222942,0.01183683,0.02683665,0.001086842,0.001630264,0.000717595,0.00384575,7.66363e-05,0.000529487,0,0.000668826,0.000836033,0.000815132,0,0.000195074,0.000627024,0.002382693,0,0,0,0.00118438,0.000459818,0,0.008450897,0,3.39,1.48,0.6752418,1.98
"154","2001-11-27",283,0.419788,0.007135006,0.02529168,0.05142737,0,0.682762,0,0.02077379,0.05386008,0.004056882,0.001276641,0.000567396,0.00214192,0.06243485,0.00078017,9.92943e-05,0.009092523,0.01310685,0.00115607,0.00080854,0.001319196,0.001453953,0.00034753,0.000787262,0.000304975,0,0.00078017,0.001992979,0.001163162,0,0,0.003127771,0.00448243,0.007929361,0.01017767,0,0,0,0.002780241,0.000510657,1.42,0.41,1.425234,1.32
"155","2001-11-28",3,0.238778,0.09576706,0.05944982,0.06794365,0.001929463,1.17463,0.6610926,0.0412877,0.02815897,0.00164983,0.001104547,0.001405152,0.006641266,0.1500227,0.001307281,0.000482366,0.002418819,0.0604495,0.000768989,0.002348911,0.001307281,0.004047677,0,0.001195428,0.000272641,0.000405467,0.000412458,0.000272641,0,0,0,0.001747702,0,0,0,0.000251669,0.000503338,0,0.008354014,0.000475375,1.38,0.45,2.712432,2.85
"156","2001-11-29",0,0,0.0892679,0.04655982,0.06074975,0,0.7727907,0.6153185,0.0630525,0.02166522,0.003174062,0.00187401,0.002607018,0.00950144,0.2066321,0.00207455,0.001210154,0.00579491,0.06224342,0,0.00206072,0.001694216,0.004972005,0.000165964,0.000179794,0.000919717,0.000352674,0.00062928,0,0.001037275,0,0,0.000470231,0,0,0.007143368,0,0.000124473,0,0.008809923,0.000138303,1.74,0.93,1.66421,0.61
"157","2001-11-30",207,0.2350134,0.05515627,0.01389481,0.02047211,0.01722224,0.6139872,0.006619599,0.01964731,0.02148021,0.001550918,0.000126893,0,0.002093739,0.03248468,0.001684861,0.000726111,0.01947107,0.0132674,0.001015146,0.001832903,0.001184337,0.002460319,0,0.000401829,0.000218538,0,0.000162141,0.001057444,0.002361625,0.001297131,0.000366581,0,0.002312277,0,0,0.001720109,0.000437077,0,0.006471557,0,1.19,0.41,1.173445,0.77
"158","2001-12-01",206,0.5192571,0.103251,0.04589789,0.07725408,0,0.9769874,1.018838,0.05713561,0.09954013,0.005464535,0.002293842,0.001318784,0.002658612,0.1208792,0.001929072,0.000547155,0.07954792,0.06400311,0.000280592,0.004973499,0.000687451,0.008312548,0.000897895,0.000413874,0,0.001087295,0.000701481,0.000869836,0,0.000694466,0,0.006292283,0.02840296,0,0.0040265,0.000385814,0.000105222,0.001494154,0.0905752,0,5,1.23,1.98,4.2
"159","2001-12-02",166,0.2361689,0.02311971,0.01241186,0.06500447,0.000343605,1.128469,0,0.06179282,0.1229545,0.004859558,0.005518718,0.000112198,0.000539951,0.08055786,0.000631111,0.001002766,0.003141532,0.01349176,0.001192099,0.00152168,0.001598815,0.006437336,0.00011921,0.000827457,0.000224395,0.000266469,0.000189333,0,0.000673185,0.001143013,0,0.001206124,0.002152791,0,0,0.000708247,0.00044879,0,0.008344695,0.000420741,4.15,0.95,2.25127,4.09
"160","2001-12-03",176,0.1123564,0.03191119,0.01178066,0.08697144,0.01831382,1.363978,0,0.0720325,0.1227117,0,0.00131362,0.000244557,0.01057185,0.1092331,0.000649823,0.000440203,0.05372567,0.03495068,0,0.001173873,0.00144638,0.004548759,0.000440203,0.000740658,0.000167696,0,0,9.08354e-05,0,0,0,0.002138126,0.001530228,0.01626653,0.000670785,0,0,0,0.0101037,0,4.31,1.02,2.671036,1.81
"161","2001-12-04",174,0.3236983,0.0751596,0.03593617,0.06349329,0.02036709,1.411624,0,0.0701098,0.07031263,0.003161376,0.002350049,0.000251791,0.00238502,0.04931606,0.001070112,0.00034971,0.0380694,0.01756242,0.000909245,0.001454792,0.001182019,0.004063626,0.000531559,0.000279768,0.000440634,1.39884e-05,0.001091094,0,0.002440974,0.000545547,0,0.000811326,0.00186745,0,0,0.000972193,0.001321903,0,0.01083401,5.59535e-05,3.71,0.9,2.911417,0.66
"162","2001-12-05",178,0.1349484,0.1044843,0.03524005,0.08433313,0,2.931753,0,0.09234191,0.08021353,0,0.001598964,0.000349119,0.003190945,0.05388997,0.000404978,0.00041196,0.003519117,0.01171643,4.18943e-05,0.001298722,0.001989977,0.006528521,2.79295e-05,4.18943e-05,0.000404978,0.000977533,0.000139648,0,0.000621431,0.000942621,0,0.000816938,0,0.01062019,0,0.000307225,7.68061e-05,0.000342136,0.003875218,0.001005462,4.96,0.74,5.922817,1.11
"163","2001-12-06",174,0,0.05773959,0.03422236,0.04736079,0.01980697,0.5270059,0.0278234,0.03625839,0.05900945,0,0,0.000262485,0.002475871,0.09042251,0.0012202,5.67535e-05,0.01448633,0.02604276,0,7.09419e-06,3.54709e-05,0.003965651,0.000425651,0.000163166,0,0.000858397,0.0006101,0.000510781,0.000773266,0,0,0.00083002,0,0.01596902,0.001766453,0,0,0.000397274,0.0216018,0,2.22,1.47,1.17012,1.1
"164","2001-12-08",338,0.3408299,0.09537432,0.05704807,0.04925417,0.001780181,1.423105,0.3180166,0.04433249,0.04542453,0,0,0,0.002154169,0.09709466,0.001166841,0.000186994,0.002393521,0.06239609,0,0,0.002356122,0.003881991,0.000433826,0.000396427,0,0,0.000336589,0.000972368,0.001383754,0.001009767,0,0.001301477,0.001600667,0.0284455,0.008302525,0,0,0.001293997,0.05361486,0.000478704,2.43,0.72,3.245156,1.21
"165","2001-12-09",31,0.3389432,0.05771438,0.02803193,0.06114343,0.00778777,0.3854811,0.4920173,0.05210934,0.09945575,0.002984414,0.002445468,0.001057682,0.002506099,0.1249546,0.001657259,0.000889261,0.007902296,0.03070645,0.001226102,0.001596628,0.000619788,0.005658933,0,0.000693893,0.000175157,0.001300207,0.000417683,0.000485051,0.000370525,0.000188631,0.002115363,0.00341557,0.002997887,0,0,0.001913258,0.000330104,0,0.01029387,0,4.31,1.38,0.8428643,2.38
"166","2001-12-10",170,0.4446601,0.04214504,0.03905413,0.1157492,0.02521462,0.8980082,0.2541303,0.1093933,0.1987375,0.001120805,0.000341114,9.04998e-05,0.01720192,0.238982,0.00183088,0.000765767,0.06542436,0.0542372,0,0.000744883,0.001468881,0.07077777,0.000208846,0.001935302,0.000313268,0.000348076,0.000995497,0,0.001809995,0.003063069,0,0.007337442,0.02602912,0.01459135,0.01238454,0,0.003285837,0.001823918,0.0820624,0.000452499,9.18,3.28,1.879056,4.07
"167","2001-12-11",145,0.3773645,0.07274313,0.05744261,0.1168202,0,2.187035,0.3131424,0.120483,0.1015543,0,0,0.001167926,0.008838919,0.2269992,0.001319964,0.000359362,0.02961971,0.04317179,0,0.003648905,0.004319253,0.01787825,0.000179681,0.001105729,0.000421559,0.000290254,0.000615062,0,0.001513466,0.000393916,0,0.004187947,0.01521759,0.03411173,0.01163088,0,0.000469935,9.67513e-05,0.03046974,0.000704902,8.01,1.5,4.791479,6.71
"168","2001-12-12",162,0.2517057,0.04634464,0.03286028,0.04285154,0.003820801,1.005505,0,0.03329953,0.02798667,0.001575732,0.001157396,0.000976117,0.002984129,0.05861583,0.000404391,0.000271918,0.003953274,0.01093948,0.001010978,0.000746032,0.001638482,0.007683435,0,5.57781e-05,0,6.27504e-05,0.000620532,0,0.001192257,0.00163151,0,0.002203236,0,0,0.00680493,0.001429314,0.004413443,0,0.005222226,0,2.71,0.78,2.04851,2.15
"169","2001-12-14",355,0.0464474,0.07785122,0.02912767,0.03978704,0.01498755,0.8847487,0.1938436,0.0293728,0.04488561,0.003956993,0.000546275,0.000686346,0.001484748,0.0545925,0,0.000350176,0.006219133,0.01477744,0,0.003032528,0.000672339,0.00190496,0.000469236,3.50176e-05,0,0.000791399,0.000798402,0,0.000623314,0,0,0,0,0.008481272,0.003347686,0,0,0,0.01056832,0.000133067,1.92,0.66,2.028651,2.03
"170","2001-12-16",141,0.2117674,0.06436554,0.01772709,0.0312391,0.01179243,0.8223244,0.000188735,0.02845002,0.01662264,0.001782495,0,0.000712998,0,0.02310253,0.000559214,5.59214e-05,0.000496303,0.006689599,0,0.000265627,0.001111438,0.006752511,4.89312e-05,0.000286597,0.000643096,0.000118833,0,0.001370075,0.002201906,0.002083073,0,0.00318053,0,0,0,0,0,0.000342519,0.001943269,0.000671057,2.07,0.63,1.836283,1.53
"171","2001-12-17",332,0.115313,0.03557105,0.01975617,0.03768017,0,1.198955,0.1318238,0.03003193,0.03099773,0.001945791,0,0,0.000930287,0.07209369,0.001413184,0.000205941,0.002449992,0.01595691,0,0.001455793,0.001008403,0.002634629,8.52171e-05,0,9.942e-05,0.000802461,0,0,0.004275059,0.002570717,0,0.000667534,0,0,0.01276837,0,0,0,0.007605628,0,2.51,1.25,2.72108,3.68
"172","2001-12-18",174,0,0.04915007,0.02595856,0.06106375,0.02446323,0.903847,0.03517507,0.04525803,0.09117289,0,0,0,0.04475493,0.1061401,0.000852475,0.000510087,0.04365789,0.02679007,0.00136955,0.0018447,0.0008385,0.004283337,0.0004472,0.00114595,6.28875e-05,0.000104812,0.001334612,0.001683987,0,0,0.000181675,0,0,0.02038952,0.01310156,0,0.001097037,0.0005031,0.03177216,0.001488337,4.22,1.41,1.7478,2.07
